"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Clarke County","043","White Alone",12453,86.9
51,"Clarke County","043","African-American Alone",703,4.91
51,"Clarke County","043","Asian Alone",137,0.96
51,"Clarke County","043","Hispanic or Latino",685,4.78
51,"Clarke County","043","All Others",353,2.46
