"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Spotsylvania County","177","White Alone",90467,69.5
51,"Spotsylvania County","177","African-American Alone",20106,15.45
51,"Spotsylvania County","177","Asian Alone",3367,2.59
51,"Spotsylvania County","177","Hispanic or Latino",11706,8.99
51,"Spotsylvania County","177","All Others",4513,3.47
