"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Charles County","017","$75,000 to $99,999",8052,14.64
24,"Charles County","017","$150,000 to $199,999",6939,12.62
24,"Charles County","017","$200,000 or more",5962,10.84
24,"Charles County","017","less than $40,000",10498,19.09
24,"Charles County","017","$40,000 to $74,999",10852,19.74
24,"Charles County","017","$100,000 to $149,999",12685,23.07
