"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Montgomery County","031","2000 to 2009",41657,10.78
24,"Montgomery County","031","1990 to 1999",48106,12.44
24,"Montgomery County","031","1980 to 1989",80870,20.92
24,"Montgomery County","031","1970 to 1979",62837,16.25
24,"Montgomery County","031","2010 to 2017",13069,3.38
24,"Montgomery County","031","before 1949",37843,9.79
24,"Montgomery County","031","1950 to 1969",102205,26.44
