"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Stafford County","179","$300,000 to $399,999",11275,32.8
51,"Stafford County","179","$400,000 to $499,999",5038,14.66
51,"Stafford County","179","$500,000 to $749,999",3372,9.81
51,"Stafford County","179","less than $200,000",4892,14.23
51,"Stafford County","179","$200,000 to $299,999",9182,26.71
51,"Stafford County","179","$750,000 or more",618,1.8
