"STATE_FIPS","county_name","county_code","variable","value","value_prop"
11,"District of Columbia","001","$60,000 to $74,999",21155,7.65
11,"District of Columbia","001","$75,000 to $99,999",29158,10.54
11,"District of Columbia","001","$100,000 to $124,999",25245,9.13
11,"District of Columbia","001","$125,000 to $149,999",17922,6.48
11,"District of Columbia","001","$150,000 to $199,999",24110,8.72
11,"District of Columbia","001","$200,000 or more",39318,14.22
11,"District of Columbia","001","less than $20,000",50496,18.26
11,"District of Columbia","001","$20,000 to $39,999",36222,13.1
11,"District of Columbia","001","$40,000 to $59,999",32920,11.9
