"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Falls Church city","610","1",3059,57.63
51,"Falls Church city","610","2 to 4",116,2.19
51,"Falls Church city","610","5 to 19",409,7.71
51,"Falls Church city","610","20 to 49",182,3.43
51,"Falls Church city","610","50 or more",1542,29.05
