"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Prince George's County","033","1",210160,68.85
24,"Prince George's County","033","2 to 4",5884,1.93
24,"Prince George's County","033","5 to 19",63138,20.68
24,"Prince George's County","033","20 to 49",6043,1.98
24,"Prince George's County","033","50 or more",20034,6.56
