"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Falls Church city","610","White Alone",9968,72.01
51,"Falls Church city","610","African American Alone",625,4.51
51,"Falls Church city","610","Asian Alone",1282,9.26
51,"Falls Church city","610","Hispanic or Latino",1474,10.65
51,"Falls Church city","610","All Others",494,3.57
