"STATE_FIPS","value","county_code","variable","value","value_prop"
54,"Jefferson County","037","2000 to 2009",5882,25.78
54,"Jefferson County","037","1990 to 1999",3899,17.09
54,"Jefferson County","037","1980 to 1989",3180,13.94
54,"Jefferson County","037","1970 to 1979",3320,14.55
54,"Jefferson County","037","2010 to 2017",725,3.18
54,"Jefferson County","037","before 1949",3269,14.33
54,"Jefferson County","037","1950 to 1969",2538,11.13
