"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Stafford County","179","$75,000 to $99,999",5817,12.83
51,"Stafford County","179","$150,000 to $199,999",6393,14.1
51,"Stafford County","179","$200,000 or more",6759,14.91
51,"Stafford County","179","less than $40,000",6363,14.03
51,"Stafford County","179","$40,000 to $74,999",9740,21.48
51,"Stafford County","179","$100,000 to $149,999",10273,22.66
