"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fairfax County","059","$300,000 to $399,999",38784,14.54
51,"Fairfax County","059","$400,000 to $499,999",47254,17.72
51,"Fairfax County","059","$500,000 to $749,999",87844,32.94
51,"Fairfax County","059","less than $200,000",14227,5.33
51,"Fairfax County","059","$200,000 to $299,999",20846,7.82
51,"Fairfax County","059","$750,000 or more",57752,21.65
