"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fauquier County","061","1",22040,93.33
51,"Fauquier County","061","2 to 4",523,2.21
51,"Fauquier County","061","5 to 19",711,3.01
51,"Fauquier County","061","20 to 49",110,0.47
51,"Fauquier County","061","50 or more",231,0.98
