"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fairfax County","059","$1,500 to $1,999",46144,36.43
51,"Fairfax County","059","$2,000 to $2,499",25128,19.84
51,"Fairfax County","059","No cash rent",3502,2.76
51,"Fairfax County","059","Less than $1,000",8937,7.06
51,"Fairfax County","059","$1,000 to $1,499",22852,18.04
51,"Fairfax County","059","$2,500 or more",20110,15.88
