"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Loudoun County","107","$1,500 to $1,999",9103,33.89
51,"Loudoun County","107","$2,000 to $2,499",5084,18.93
51,"Loudoun County","107","No cash rent",944,3.51
51,"Loudoun County","107","Less than $1,000",2622,9.76
51,"Loudoun County","107","$1,000 to $1,499",5528,20.58
51,"Loudoun County","107","$2,500 or more",3581,13.33
