"STATE_FIPS","value","county_code","variable","value","value_prop"
11,"District of Columbia","001","$300,000 to $399,999",16971,14.66
11,"District of Columbia","001","$400,000 to $499,999",14080,12.16
11,"District of Columbia","001","$500,000 to $749,999",26303,22.72
11,"District of Columbia","001","less than $200,000",8898,7.68
11,"District of Columbia","001","$200,000 to $299,999",14009,12.1
11,"District of Columbia","001","$750,000 or more",35534,30.69
