"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Clarke County","043","1",5038,90.76
51,"Clarke County","043","2 to 4",183,3.3
51,"Clarke County","043","5 to 19",105,1.89
51,"Clarke County","043","20 to 49",48,0.86
51,"Clarke County","043","50 or more",177,3.19
