"STATE_FIPS","county_name","county_code","variable","value","value_prop"
11,"District of Columbia","001","White Alone",235722,35.77
11,"District of Columbia","001","African American Alone",312557,47.43
11,"District of Columbia","001","Asian Alone",23675,3.59
11,"District of Columbia","001","Hispanic or Latino",69106,10.49
11,"District of Columbia","001","All Others",17949,2.72
