"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Arlington County","013","$75,000 to $99,999",12936,12.64
51,"Arlington County","013","$150,000 to $199,999",13644,13.34
51,"Arlington County","013","$200,000 or more",22320,21.82
51,"Arlington County","013","less than $40,000",15901,15.54
51,"Arlington County","013","$40,000 to $74,999",16126,15.76
51,"Arlington County","013","$100,000 to $149,999",21383,20.9
