"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Charles County","017","2000 to 2009",12605,21.41
24,"Charles County","017","1990 to 1999",12437,21.12
24,"Charles County","017","1980 to 1989",10166,17.26
24,"Charles County","017","1970 to 1979",9715,16.5
24,"Charles County","017","2010 to 2017",3483,5.92
24,"Charles County","017","before 1949",2891,4.91
24,"Charles County","017","1950 to 1969",7586,12.88
