"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Arlington County","013","2000 to 2009",17051,15.27
51,"Arlington County","013","1990 to 1999",10529,9.43
51,"Arlington County","013","1980 to 1989",12244,10.97
51,"Arlington County","013","1970 to 1979",11039,9.89
51,"Arlington County","013","2010 to 2017",5849,5.24
51,"Arlington County","013","before 1949",25942,23.24
51,"Arlington County","013","1950 to 1969",28992,25.97
