"STATE_FIPS","value","county_code","variable","value","value_prop"
54,"Jefferson County","037","$1,500 to $1,999",657,12.19
54,"Jefferson County","037","$2,000 to $2,499",239,4.44
54,"Jefferson County","037","No cash rent",461,8.56
54,"Jefferson County","037","Less than $1,000",2520,46.77
54,"Jefferson County","037","$1,000 to $1,499",1490,27.65
54,"Jefferson County","037","$2,500 or more",21,0.39
