"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Frederick County","021","$1,500 to $1,999",5496,24.18
24,"Frederick County","021","$2,000 to $2,499",1736,7.64
24,"Frederick County","021","No cash rent",1006,4.43
24,"Frederick County","021","Less than $1,000",4835,21.27
24,"Frederick County","021","$1,000 to $1,499",8954,39.4
24,"Frederick County","021","$2,500 or more",700,3.08
