"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fredericksburg city","630","$1,500 to $1,999",813,12.18
51,"Fredericksburg city","630","$2,000 to $2,499",238,3.57
51,"Fredericksburg city","630","No cash rent",156,2.34
51,"Fredericksburg city","630","Less than $1,000",2270,34.02
51,"Fredericksburg city","630","$1,000 to $1,499",3080,46.16
51,"Fredericksburg city","630","$2,500 or more",116,1.74
