"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Charles County","017","White Alone",67280,43.12
24,"Charles County","017","African American Alone",66761,42.79
24,"Charles County","017","Asian Alone",4865,3.12
24,"Charles County","017","Hispanic or Latino",8358,5.36
24,"Charles County","017","All Others",8757,5.61
