"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Manassas city","683","1",8829,71.07
51,"Manassas city","683","2 to 4",522,4.2
51,"Manassas city","683","5 to 19",2420,19.48
51,"Manassas city","683","20 to 49",244,1.96
51,"Manassas city","683","50 or more",408,3.28
