"STATE_FIPS","value","county_code","variable","value","value_prop"
54,"Jefferson County","037","$300,000 to $399,999",2646,17.16
54,"Jefferson County","037","$400,000 to $499,999",957,6.21
54,"Jefferson County","037","$500,000 to $749,999",668,4.33
54,"Jefferson County","037","less than $200,000",6571,42.61
54,"Jefferson County","037","$200,000 to $299,999",4381,28.41
54,"Jefferson County","037","$750,000 or more",197,1.28
