"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fairfax city","600","$75,000 to $99,999",1004,11.81
51,"Fairfax city","600","$150,000 to $199,999",1168,13.74
51,"Fairfax city","600","$200,000 or more",1552,18.26
51,"Fairfax city","600","less than $40,000",1532,18.03
51,"Fairfax city","600","$40,000 to $74,999",1425,16.77
51,"Fairfax city","600","$100,000 to $149,999",1818,21.39
