"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fauquier County","061","White Alone",55319,80.87
51,"Fauquier County","061","African-American Alone",5113,7.47
51,"Fauquier County","061","Asian Alone",939,1.37
51,"Fauquier County","061","Hispanic or Latino",5141,7.52
51,"Fauquier County","061","All Others",1894,2.77
