"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Montgomery County","031","1",246786,66.96
24,"Montgomery County","031","2 to 4",6756,1.83
24,"Montgomery County","031","5 to 19",53325,14.47
24,"Montgomery County","031","20 to 49",9923,2.69
24,"Montgomery County","031","50 or more",51767,14.05
