"STATE_FIPS","value","county_code","variable","value","value_prop"
54,"Jefferson County","037","1",17500,90.97
54,"Jefferson County","037","2 to 4",525,2.73
54,"Jefferson County","037","5 to 19",1020,5.3
54,"Jefferson County","037","20 to 49",76,0.4
54,"Jefferson County","037","50 or more",117,0.61
