"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Manassas city","683","White Alone",17644,42.64
51,"Manassas city","683","African-American Alone",5295,12.8
51,"Manassas city","683","Asian Alone",2156,5.21
51,"Manassas city","683","Hispanic or Latino",14477,34.99
51,"Manassas city","683","All Others",1807,4.37
