"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Manassas city","683","$300,000 to $399,999",2579,32.32
51,"Manassas city","683","$400,000 to $499,999",1140,14.29
51,"Manassas city","683","$500,000 to $749,999",366,4.59
51,"Manassas city","683","less than $200,000",1436,18
51,"Manassas city","683","$200,000 to $299,999",2374,29.75
51,"Manassas city","683","$750,000 or more",84,1.05
