"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Alexandria city","510","White Alone",80143,51.8
51,"Alexandria city","510","African American Alone",33557,21.69
51,"Alexandria city","510","Asian Alone",9420,6.09
51,"Alexandria city","510","Hispanic or Latino",25900,16.74
51,"Alexandria city","510","All Others",5690,3.68
