"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Loudoun County","107","2000 to 2009",44217,35.05
51,"Loudoun County","107","1990 to 1999",32550,25.8
51,"Loudoun County","107","1980 to 1989",14182,11.24
51,"Loudoun County","107","1970 to 1979",8785,6.96
51,"Loudoun County","107","2010 to 2017",14259,11.3
51,"Loudoun County","107","before 1949",4558,3.61
51,"Loudoun County","107","1950 to 1969",7611,6.03
