"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Loudoun County","107","White Alone",216051,57.68
51,"Loudoun County","107","African American Alone",26940,7.19
51,"Loudoun County","107","Asian Alone",63934,17.07
51,"Loudoun County","107","Hispanic or Latino",50426,13.46
51,"Loudoun County","107","All Others",17207,4.59
