"NAME","year","FIPS","hhts_type_name","hhts_share"
NA,2009,54037,"w/o kids: non-fam. hh",0.29423836642553
NA,2013,24009,"w/o kids: non-fam. hh",0.236134915758497
NA,2013,24017,"w/o kids: non-fam. hh",0.260561593849396
NA,2013,24021,"w/o kids: non-fam. hh",0.268563883387192
NA,2013,24031,"w/o kids: non-fam. hh",0.309618568738334
NA,2013,24033,"w/o kids: non-fam. hh",0.33604555745598
NA,2013,11001,"w/o kids: non-fam. hh",0.572973916077816
NA,2013,51013,"w/o kids: non-fam. hh",0.538579626061363
NA,2013,51043,"w/o kids: non-fam. hh",0.263978494623656
NA,2013,51047,"w/o kids: non-fam. hh",0.252197767940645
NA,2013,51059,"w/o kids: non-fam. hh",0.286936918452558
NA,2013,51061,"w/o kids: non-fam. hh",0.25408560311284
NA,2013,51107,"w/o kids: non-fam. hh",0.22060431600886
NA,2013,51153,"w/o kids: non-fam. hh",0.218933570921611
NA,2013,51157,"w/o kids: non-fam. hh",0.335786568537259
NA,2013,51177,"w/o kids: non-fam. hh",0.206382315567384
NA,2013,51179,"w/o kids: non-fam. hh",0.184503769737778
NA,2013,51187,"w/o kids: non-fam. hh",0.292903315493154
NA,2013,51510,"w/o kids: non-fam. hh",0.526579877311876
NA,2013,51600,"w/o kids: non-fam. hh",0.313235986811116
NA,2013,51610,"w/o kids: non-fam. hh",0.38406374501992
NA,2013,51630,"w/o kids: non-fam. hh",0.471316085489314
NA,2013,51683,"w/o kids: non-fam. hh",0.249088800530152
NA,2013,51685,"w/o kids: non-fam. hh",0.2423900789177
NA,2013,54037,"w/o kids: non-fam. hh",0.289406204434612
NA,2017,24009,"w/o kids: non-fam. hh",0.239336342254148
NA,2017,24017,"w/o kids: non-fam. hh",0.265076016585437
NA,2017,24021,"w/o kids: non-fam. hh",0.273510919552998
NA,2017,24031,"w/o kids: non-fam. hh",0.300296282654736
NA,2017,24033,"w/o kids: non-fam. hh",0.337528611580272
NA,2017,11001,"w/o kids: non-fam. hh",0.561796499811141
NA,2017,51013,"w/o kids: non-fam. hh",0.532059427230965
NA,2017,51043,"w/o kids: non-fam. hh",0.31878591954023
NA,2017,51047,"w/o kids: non-fam. hh",0.245233711468789
NA,2017,51059,"w/o kids: non-fam. hh",0.283031674208145
NA,2017,51061,"w/o kids: non-fam. hh",0.254951836870856
NA,2017,51107,"w/o kids: non-fam. hh",0.220364553706131
NA,2017,51153,"w/o kids: non-fam. hh",0.223127503481544
NA,2017,51157,"w/o kids: non-fam. hh",0.312040881507506
NA,2017,51177,"w/o kids: non-fam. hh",0.22722336468033
NA,2017,51179,"w/o kids: non-fam. hh",0.181828205976403
NA,2017,51187,"w/o kids: non-fam. hh",0.2907681465821
NA,2017,51510,"w/o kids: non-fam. hh",0.515881916024642
NA,2017,51600,"w/o kids: non-fam. hh",0.325803035651253
NA,2017,51610,"w/o kids: non-fam. hh",0.346458176337604
NA,2017,51630,"w/o kids: non-fam. hh",0.452826566849026
NA,2017,51683,"w/o kids: non-fam. hh",0.23755980861244
NA,2017,51685,"w/o kids: non-fam. hh",0.266638760987861
NA,2017,54037,"w/o kids: non-fam. hh",0.294117647058824
NA,2000,11001,"w/o kids: non-fam. hh",0.533517036083511
NA,1990,11001,"w/o kids: non-fam. hh",0.503762538448565
NA,1980,11001,"w/o kids: non-fam. hh",0.466331013415633
NA,1970,11001,"w/o kids: non-fam. hh",NA
NA,2000,24009,"w/o kids: non-fam. hh",0.205403492213308
NA,1990,24009,"w/o kids: non-fam. hh",0.176786451879389
NA,1980,24009,"w/o kids: non-fam. hh",0.173779351472233
NA,1970,24009,"w/o kids: non-fam. hh",NA
NA,2000,24017,"w/o kids: non-fam. hh",0.220155968806239
NA,1990,24017,"w/o kids: non-fam. hh",0.184216918685857
NA,1980,24017,"w/o kids: non-fam. hh",0.142776919837147
NA,1970,24017,"w/o kids: non-fam. hh",NA
NA,2000,24021,"w/o kids: non-fam. hh",0.254396348855452
NA,1990,24021,"w/o kids: non-fam. hh",0.231187687175405
NA,1980,24021,"w/o kids: non-fam. hh",0.192833128768878
NA,1970,24021,"w/o kids: non-fam. hh",NA
NA,2000,24031,"w/o kids: non-fam. hh",0.304413122422601
NA,1990,24031,"w/o kids: non-fam. hh",0.291198750101625
NA,1980,24031,"w/o kids: non-fam. hh",0.262532618814484
NA,1970,24031,"w/o kids: non-fam. hh",NA
NA,2000,24033,"w/o kids: non-fam. hh",0.303945578231293
NA,1990,24033,"w/o kids: non-fam. hh",0.286737113342052
NA,1980,24033,"w/o kids: non-fam. hh",0.259521971733518
NA,1970,24033,"w/o kids: non-fam. hh",NA
NA,2000,51013,"w/o kids: non-fam. hh",0.53855494136966
NA,1990,51013,"w/o kids: non-fam. hh",0.519690139056448
NA,1980,51013,"w/o kids: non-fam. hh",0.497323071775138
NA,1970,51013,"w/o kids: non-fam. hh",NA
NA,2000,51043,"w/o kids: non-fam. hh",0.288686868686869
NA,1990,51043,"w/o kids: non-fam. hh",0.225089605734767
NA,1980,51043,"w/o kids: non-fam. hh",0.241893830703013
NA,1970,51043,"w/o kids: non-fam. hh",NA
NA,2000,51047,"w/o kids: non-fam. hh",0.257015883466381
NA,1990,51047,"w/o kids: non-fam. hh",0.232240156266064
NA,1980,51047,"w/o kids: non-fam. hh",0.203615729743996
NA,1970,51047,"w/o kids: non-fam. hh",NA
NA,2000,51059,"w/o kids: non-fam. hh",0.280241631295922
NA,1990,51059,"w/o kids: non-fam. hh",0.262914628443076
NA,1980,51059,"w/o kids: non-fam. hh",0.223109022995214
NA,1970,51059,"w/o kids: non-fam. hh",NA
NA,2000,51061,"w/o kids: non-fam. hh",0.235356227060184
NA,1990,51061,"w/o kids: non-fam. hh",0.191337054113079
NA,1980,51061,"w/o kids: non-fam. hh",0.181150132444672
NA,1970,51061,"w/o kids: non-fam. hh",NA
NA,2000,51107,"w/o kids: non-fam. hh",0.244438510705763
NA,1990,51107,"w/o kids: non-fam. hh",0.230284426738073
NA,1980,51107,"w/o kids: non-fam. hh",0.183302213923713
NA,1970,51107,"w/o kids: non-fam. hh",NA
NA,2000,51153,"w/o kids: non-fam. hh",0.224356130231772
NA,1990,51153,"w/o kids: non-fam. hh",0.186753590593996
NA,1980,51153,"w/o kids: non-fam. hh",0.142681118083286
NA,1970,51153,"w/o kids: non-fam. hh",NA
NA,2000,51157,"w/o kids: non-fam. hh",0.276108726752504
NA,1990,51157,"w/o kids: non-fam. hh",0.233398821218075
NA,1980,51157,"w/o kids: non-fam. hh",0.230697674418605
NA,1970,51157,"w/o kids: non-fam. hh",NA
NA,2000,51177,"w/o kids: non-fam. hh",0.208931827633642
NA,1990,51177,"w/o kids: non-fam. hh",0.174307092422805
NA,1980,51177,"w/o kids: non-fam. hh",0.152181952662722
NA,1970,51177,"w/o kids: non-fam. hh",NA
NA,2000,51179,"w/o kids: non-fam. hh",0.187284311122909
NA,1990,51179,"w/o kids: non-fam. hh",0.161086252121586
NA,1980,51179,"w/o kids: non-fam. hh",0.128850396274205
NA,1970,51179,"w/o kids: non-fam. hh",NA
NA,2000,51187,"w/o kids: non-fam. hh",0.294845360824742
NA,1990,51187,"w/o kids: non-fam. hh",0.259154929577465
NA,1980,51187,"w/o kids: non-fam. hh",0.230082855321861
NA,1970,51187,"w/o kids: non-fam. hh",NA
NA,2000,51510,"w/o kids: non-fam. hh",0.545684869610121
NA,1990,51510,"w/o kids: non-fam. hh",0.541061803977539
NA,1980,51510,"w/o kids: non-fam. hh",0.506783378691255
NA,1970,51510,"w/o kids: non-fam. hh",NA
NA,2000,51600,"w/o kids: non-fam. hh",0.322725570947211
NA,1990,51600,"w/o kids: non-fam. hh",0.315882273158823
NA,1980,51600,"w/o kids: non-fam. hh",0.259371833839919
NA,1970,51600,"w/o kids: non-fam. hh",NA
NA,2000,51610,"w/o kids: non-fam. hh",0.414355992844365
NA,1990,51610,"w/o kids: non-fam. hh",0.402877697841727
NA,1980,51610,"w/o kids: non-fam. hh",0.393200468933177
NA,1970,51610,"w/o kids: non-fam. hh",NA
NA,2000,51630,"w/o kids: non-fam. hh",0.512490724709374
NA,1990,51630,"w/o kids: non-fam. hh",0.442227875217566
NA,1980,51630,"w/o kids: non-fam. hh",0.404089910427582
NA,1970,51630,"w/o kids: non-fam. hh",NA
NA,2000,51683,"w/o kids: non-fam. hh",0.276028850233348
NA,1990,51683,"w/o kids: non-fam. hh",0.24468419398764
