"ZCTA","STATE","COUNTY","NAME","LSAD","new_constructions","existing_constructions","total_single_family_households_since_2000","total_single_family_households","new_existing_constructions_ratio","share_single_family_new_constructions","area_type","brks","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","AFFGEOID10","GEOID10","ALAND10","AWATER10"
"22663",51,"043","Clarke","County",55,414,55,398,0.13,1,"Exurban","1",176.177,57381348.1734747,45181066.9840196,0.787382458275966,"8600000US22663","22663",57181593,225711
"22701",51,"047","Culpeper","County",3802,7834,3539,9858,0.49,0.93,"Exurban","1",379.234,426702545.023581,338102705.741267,0.79236158697526,"8600000US22701","22701",423185080,3530748
"22712",51,"061","Fauquier","County",630,1872,573,2194,0.34,0.91,"Exurban","1",647.449,94338509.6282774,94338509.6282774,1,"8600000US22712","22712",93810456,514829
"22713",51,"047","Culpeper","County",133,398,133,531,0.33,1,"Exurban","1",379.234,69331363.2384347,41088497.0245323,0.592639392986208,"8600000US22713","22713",69029978,254302
"22714",51,"047","Culpeper","County",146,158,146,304,0.92,1,"Exurban","1",379.234,58342898.2150135,58311918.0442791,0.999468998426848,"8600000US22714","22714",57820728,543600
"22716",51,"157","Rappahannock","County",64,402,64,466,0.16,1,"Exurban","1",266.227,65170839.1392074,65151890.6339352,0.999709248714265,"8600000US22716","22716",64789149,360317
"22718",51,"047","Culpeper","County",0,236,0,236,0,-1,"Exurban","-1",379.234,64072842.1064873,64040141.3183548,0.999489631065871,"8600000US22718","22718",63575199,475170
"22720",51,"061","Fauquier","County",76,258,76,334,0.29,1,"Exurban","1",647.449,53803352.3272319,53689825.141976,0.997889960748813,"8600000US22720","22720",53459883,326129
"22724",51,"047","Culpeper","County",167,566,167,733,0.3,1,"Exurban","1",379.234,55092533.0297289,55021795.3320839,0.998716020234416,"8600000US22724","22724",54637101,446184
"22726",51,"047","Culpeper","County",97,137,97,234,0.71,1,"Exurban","1",379.234,41277141.4511503,41224095.4407658,0.998714881687065,"8600000US22726","22726",40834824,428461
"22728",51,"061","Fauquier","County",165,974,165,1111,0.17,1,"Exurban","1",647.449,117736863.454943,117704900.336579,0.999728520724729,"8600000US22728","22728",117136415,609626
"22729",51,"047","Culpeper","County",0,30,0,30,0,-1,"Exurban","-1",379.234,14520504.3122846,14457428.1418688,0.995656062003132,"8600000US22729","22729",14315652,187874
"22733",51,"047","Culpeper","County",79,489,68,557,0.16,0.86,"Exurban","1",379.234,123667331.68085,67553900.3411766,0.546255016769618,"8600000US22733","22733",122890696,797338
"22734",51,"061","Fauquier","County",287,861,285,1092,0.33,0.99,"Exurban","1",647.449,78618147.5934767,60339847.173397,0.767505328227852,"8600000US22734","22734",77781776,886760
"22736",51,"047","Culpeper","County",78,173,78,251,0.45,1,"Exurban","1",379.234,75741457.6701974,75508410.3989409,0.996923121386556,"8600000US22736","22736",74610837,1142727
"22737",51,"047","Culpeper","County",205,736,205,941,0.28,1,"Exurban","1",379.234,105429029.478615,105428392.085501,0.999993954292126,"8600000US22737","22737",104357431,1070304
"22740",51,"157","Rappahannock","County",23,530,23,553,0.04,1,"Exurban","1",266.227,204550568.159909,196428956.233334,0.960295334304691,"8600000US22740","22740",204379964,168186
"22741",51,"047","Culpeper","County",9,31,9,40,0.29,1,"Exurban","1",379.234,21663184.9815025,21663184.9815025,1,"8600000US22741","22741",21519032,143178
"22742",51,"061","Fauquier","County",104,513,104,610,0.2,1,"Exurban","1",647.449,57675127.8599557,57648292.0075011,0.999534706667323,"8600000US22742","22742",57387740,305179
"22747",51,"157","Rappahannock","County",53,441,53,465,0.12,1,"Exurban","1",266.227,100852087.245946,100852087.245946,1,"8600000US22747","22747",100494961,368346
"22749",51,"157","Rappahannock","County",16,113,16,129,0.14,1,"Exurban","1",266.227,49985357.7538133,49985357.7538133,1,"8600000US22749","22749",49851483,178385
"25414",54,"037","Jefferson","County",2336,4178,2260,5796,0.56,0.97,"Exurban","1",209.635,143332021.140215,143332021.140215,1,"8600000US25414","25414",141470951,1890740
"25425",54,"037","Jefferson","County",1000,3706,1000,4504,0.27,1,"Exurban","1",209.635,107294328.370403,107288413.70982,0.999944874433969,"8600000US25425","25425",104200957,3267897
"25430",54,"037","Jefferson","County",717,1748,641,2331,0.41,0.89,"Exurban","1",209.635,123989023.234305,113416735.340729,0.914732065647477,"8600000US25430","25430",123959443,55145
"25432",54,"037","Jefferson","County",0,68,0,61,0,-1,"Exurban","-1",209.635,2131592.98817945,2131592.98817945,1,"8600000US25432","25432",2129714,0
"25438",54,"037","Jefferson","County",812,1561,739,2006,0.52,0.91,"Exurban","1",209.635,23029450.2275515,23029450.2275515,1,"8600000US25438","25438",22977354,2841
"25442",54,"037","Jefferson","County",107,460,107,567,0.23,1,"Exurban","1",209.635,36776801.250161,36776801.250161,1,"8600000US25442","25442",36803645,0
"25443",54,"037","Jefferson","County",598,1948,598,2201,0.31,1,"Exurban","1",209.635,71238901.1376259,68366756.4131906,0.959682916516544,"8600000US25443","25443",71251189,0
"25446",54,"037","Jefferson","County",95,360,95,455,0.26,1,"Exurban","1",209.635,39894590.8104714,39894590.8104714,1,"8600000US25446","25446",39879852,0
