"ZCTA","B25024_1_total","B25024_2_1._detached","B25024_7_10_to_19","B25024_8_20_to_49","B25024_9_50_or_more","B25024_10_mobile_home","B25024_11_boat._rv._van._etc.","B11003_1_total","B11003_2_married.couple_family","B11003_3_with_own_children_of_the_householder_under_18_years","B11003_4_under_6_years_only","B11003_5_under_6_years_and_6_to_17_years","B11003_6_6_to_17_years_only","B11003_7_no_own_children_of_the_householder_under_18_years","B11003_8_other_family","B11003_9_male_householder._no_wife_present","B11003_10_with_own_children_of_the_householder_under_18_years","B11003_11_under_6_years_only","B11003_12_under_6_years_and_6_to_17_years","B11003_13_6_to_17_years_only","B11003_14_no_own_children_of_the_householder_under_18_years","B11003_15_female_householder._no_husband_present","B11003_16_with_own_children_of_the_householder_under_18_years","B11003_17_under_6_years_only","B11003_18_under_6_years_and_6_to_17_years","B11003_19_6_to_17_years_only","B11003_20_no_own_children_of_the_householder_under_18_years","B25075_1_total","B25075_2_less_than_.10.000","B25075_3_.10.000_to_.14.999","B25075_4_.15.000_to_.19.999","B25075_5_.20.000_to_.24.999","B25075_6_.25.000_to_.29.999","B25075_7_.30.000_to_.34.999","B25075_8_.35.000_to_.39.999","B25075_9_.40.000_to_.49.999","B25075_10_.50.000_to_.59.999","B25075_11_.60.000_to_.69.999","B25075_12_.70.000_to_.79.999","B25075_13_.80.000_to_.89.999","B25075_14_.90.000_to_.99.999","B25075_15_.100.000_to_.124.999","B25075_16_.125.000_to_.149.999","B25075_17_.150.000_to_.174.999","B25075_18_.175.000_to_.199.999","B25075_19_.200.000_to_.249.999","B25075_20_.250.000_to_.299.999","B25075_21_.300.000_to_.399.999","B25075_22_.400.000_to_.499.999","B25075_23_.500.000_to_.749.999","B25075_24_.750.000_to_.999.999","B25075_25_.1.000.000_to_.1.499.999","B25075_26_.1.500.000_to_.1.999.999","B25075_27_.2.000.000_or_more","B03002_1_total","B03002_2_not_hispanic_or_latino","B03002_3_white_alone","B03002_4_black_or_african_american_alone","B03002_5_american_indian_and_alaska_native_alone","B03002_6_asian_alone","B03002_7_native_hawaiian_and_other_pacific_islander_alone","B03002_8_some_other_race_alone","B03002_9_two_or_more_races","B03002_10_two_races_including_some_other_race","B03002_11_two_races_excluding_some_other_race._and_three_or_more_races","B03002_12_hispanic_or_latino","B03002_13_white_alone","B03002_14_black_or_african_american_alone","B03002_15_american_indian_and_alaska_native_alone","B03002_16_asian_alone","B03002_17_native_hawaiian_and_other_pacific_islander_alone","B03002_18_some_other_race_alone","B03002_19_two_or_more_races","B03002_20_two_races_including_some_other_race","B03002_21_two_races_excluding_some_other_race._and_three_or_more_races","B25056_1_total","B25056_2_with_cash_rent","B25056_3_less_than_.100","B25056_4_.100_to_.149","B25056_5_.150_to_.199","B25056_6_.200_to_.249","B25056_7_.250_to_.299","B25056_8_.300_to_.349","B25056_9_.350_to_.399","B25056_10_.400_to_.449","B25056_11_.450_to_.499","B25056_12_.500_to_.549","B25056_13_.550_to_.599","B25056_14_.600_to_.649","B25056_15_.650_to_.699","B25056_16_.700_to_.749","B25056_17_.750_to_.799","B25056_18_.800_to_.899","B25056_19_.900_to_.999","B25056_20_.1.000_to_.1.249","B25056_21_.1.250_to_.1.499","B25056_22_.1.500_to_.1.999","B25056_23_.2.000_to_.2.499","B25056_24_.2.500_to_.2.999","B25056_25_.3.000_to_.3.499","B25056_26_.3.500_or_more","B25056_27_no_cash_rent","STATE","COUNTY","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","NAME","LSAD","new_constructions","existing_constructions","total_single_family_households_since_2000","total_single_family_households","new_existing_constructions_ratio","share_single_family_new_constructions","area_type","brks","B25024_3_1._attached","B25024_4_2","B25024_5_3_or_4","B25024_6_5_to_9","AFFGEOID10","GEOID10","ALAND10","AWATER10"
"20715",9096,8224,19,42,0,7,0,6233,4847,2003,398,388,1217,2844,1386,384,111,30,42,39,273,1002,268,9,25,234,734,7904,87,0,7,8,23,9,17,0,0,0,19,6,0,32,41,165,178,1130,2325,2706,769,323,38,13,0,8,26193,23746,14017,7408,0,1364,0,32,925,34,891,2447,1526,363,0,16,0,397,145,36,109,783,743,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,89,67,369,147,47,10,0,40,24,"033",482.691,37839684.600201,37775503.5440526,0.998303869156772,"Prince George's","County",477,8203,468,8609,0.06,0.98,"Suburban","1",794,0,0,10,"8600000US20715","20715",37643192,169222
"20716",8776,4218,770,359,615,13,0,5412,3511,1567,253,427,887,1944,1901,430,252,33,25,194,178,1471,806,111,38,657,665,5895,139,10,0,12,0,0,0,9,0,0,39,17,70,88,110,485,536,917,1096,1480,653,176,19,10,0,29,22152,20853,4952,13891,0,996,0,157,857,44,813,1299,897,172,0,0,0,215,15,5,10,2482,2445,13,0,0,0,0,0,0,9,0,8,0,37,33,18,15,7,75,361,421,1213,210,0,25,0,37,24,"033",482.691,30068705.9940185,30043571.4514885,0.999164096302149,"Prince George's","County",962,7402,462,6504,0.13,0.48,"Suburban","0.91",2506,0,174,121,"8600000US20716","20716",29888297,178419
"20720",7763,5545,0,48,0,8,0,5781,4362,1935,473,385,1077,2427,1419,213,63,18,0,45,150,1206,437,0,43,394,769,6802,99,0,9,10,8,0,7,20,0,0,10,0,0,57,78,74,219,474,1099,1899,1709,865,123,26,16,0,22436,21580,3831,15002,0,1506,0,41,1200,0,1200,856,494,99,0,0,0,41,222,85,137,588,558,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,28,40,163,168,117,0,8,30,24,"033",482.691,29123689.0119808,29116863.81626,0.999765647967263,"Prince George's","County",2781,4601,2733,7290,0.6,0.98,"Suburban","1",2118,0,13,31,"8600000US20720","20720",28925474,203737
"20721",10016,6964,197,0,410,31,7,7349,5457,1931,385,442,1104,3526,1892,504,192,36,84,72,312,1388,563,103,65,395,825,8424,52,8,0,0,25,12,17,0,34,0,23,0,0,76,119,86,132,1025,867,2590,1906,1093,218,57,61,23,28901,28043,2139,24755,75,290,0,126,658,0,658,858,501,209,0,28,0,50,70,28,42,1171,1114,24,0,0,0,17,0,0,0,0,0,0,0,0,0,32,6,0,43,57,580,190,45,92,28,57,24,"033",482.691,43679265.6820967,43679265.6820967,1,"Prince George's","County",2184,7404,2002,9006,0.29,0.92,"Suburban","1",2310,23,6,68,"8600000US20721","20721",43263246,376690
"20722",1874,1468,36,0,90,7,0,1074,581,306,39,97,170,275,493,110,54,19,22,13,56,383,106,14,13,79,277,1217,8,2,2,4,0,9,0,0,0,0,14,24,0,121,80,196,116,232,250,132,15,5,0,0,0,7,5918,3135,739,2035,29,278,0,0,54,4,50,2783,1357,110,4,3,0,1278,31,21,10,491,479,0,0,3,41,14,9,4,3,3,2,6,8,4,6,8,61,39,92,78,75,23,0,0,0,12,24,"033",482.691,3902682.20794247,3902682.20794247,1,"Prince George's","County",31,1677,31,1430,0.02,1,"Suburban","1",86,25,97,65,"8600000US20722","20722",3813417,79479
"20722",1874,1468,36,0,90,7,0,1074,581,306,39,97,170,275,493,110,54,19,22,13,56,383,106,14,13,79,277,1217,8,2,2,4,0,9,0,0,0,0,14,24,0,121,80,196,116,232,250,132,15,5,0,0,0,7,5918,3135,739,2035,29,278,0,0,54,4,50,2783,1357,110,4,3,0,1278,31,21,10,491,479,0,0,3,41,14,9,4,3,3,2,6,8,4,6,8,61,39,92,78,75,23,0,0,0,12,11,"001",61.048,3902682.20794247,16.7679476737976,4.29651885046459e-06,"District of Columbia",NA,31,1677,31,1430,0.02,1,"Urban","1",86,25,97,65,"8600000US20722","20722",3813417,79479
"20723",11866,4967,1192,163,538,45,12,8823,6861,3808,792,982,2034,3053,1962,447,147,38,40,69,300,1515,882,67,38,777,633,7595,61,0,0,0,0,14,10,0,15,0,28,8,0,90,51,203,58,615,1222,1511,1580,1727,349,40,0,13,33399,30607,14146,9233,5,5598,12,129,1484,9,1475,2792,1567,90,0,0,0,646,489,197,292,3638,3533,0,0,0,0,0,23,0,0,0,50,21,15,16,0,15,105,43,570,1060,1183,288,89,41,14,105,24,"031",491.254,35085276.6334101,5042.80127269961,0.00014372984216113,"Montgomery","County",3155,8021,2312,8892,0.39,0.73,"Suburban","0.91",4363,62,256,268,"8600000US20723","20723",34018110,1096021
"20723",11866,4967,1192,163,538,45,12,8823,6861,3808,792,982,2034,3053,1962,447,147,38,40,69,300,1515,882,67,38,777,633,7595,61,0,0,0,0,14,10,0,15,0,28,8,0,90,51,203,58,615,1222,1511,1580,1727,349,40,0,13,33399,30607,14146,9233,5,5598,12,129,1484,9,1475,2792,1567,90,0,0,0,646,489,197,292,3638,3533,0,0,0,0,0,23,0,0,0,50,21,15,16,0,15,105,43,570,1060,1183,288,89,41,14,105,24,"033",482.691,35085276.6334101,16753.2395291179,0.0004775005682345,"Prince George's","County",3155,8021,2312,8892,0.39,0.73,"Suburban","0.91",4363,62,256,268,"8600000US20723","20723",34018110,1096021
"20724",6992,1979,916,265,498,312,0,4322,2974,1652,759,223,670,1322,1348,446,218,145,19,54,228,902,226,35,18,173,676,4391,157,15,43,0,0,0,0,15,0,45,0,17,35,0,43,144,262,819,993,1382,380,41,0,0,0,0,17647,15529,6255,7564,0,1232,0,0,478,18,460,2118,1115,219,0,0,8,506,270,78,192,2260,2218,0,0,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,110,681,1000,276,114,0,0,42,24,"033",482.691,20702294.5286894,38373.0393385962,0.00185356455466415,"Prince George's","County",1504,4906,905,4386,0.31,0.6,"Suburban","0.91",2516,0,86,420,"8600000US20724","20724",20760006,0
"20735",13082,11160,32,18,244,0,0,9273,6393,2309,347,394,1568,4084,2880,633,233,68,35,130,400,2247,814,120,174,520,1433,11083,148,19,25,82,60,18,0,0,0,0,71,0,10,61,264,564,726,2568,1976,3088,909,394,12,16,0,72,38562,36476,2758,32370,85,764,20,54,425,53,372,2086,391,817,206,0,0,452,220,61,159,1390,1336,0,18,45,47,17,0,0,18,29,25,8,0,0,0,0,38,76,127,128,594,107,14,10,35,54,24,"033",482.691,67401459.5561864,67401459.5561864,1,"Prince George's","County",2141,10332,2114,12163,0.21,0.99,"Suburban","1",1585,16,27,0,"8600000US20735","20735",67144564,283246
"20736",3174,3080,15,0,0,36,0,2497,2055,864,76,183,605,1191,442,174,82,0,13,69,92,268,143,9,0,134,125,2735,34,0,0,0,0,0,6,8,0,0,0,14,22,0,0,0,19,68,222,642,789,788,83,34,0,6,9512,9300,8050,821,0,215,0,0,214,0,214,212,206,0,0,0,0,6,0,0,0,231,231,0,0,0,0,0,0,0,0,0,30,0,0,23,24,14,0,38,12,21,14,21,34,0,0,0,24,"033",482.691,67797705.7077903,16992.4290432632,0.000250634278341231,"Prince George's","County",793,2137,793,2906,0.37,1,"Suburban","1",34,9,0,0,"8600000US20736","20736",66162266,1655246
"20737",6189,2902,234,170,355,29,0,4446,2379,1463,264,397,802,916,2067,771,412,171,134,107,359,1296,663,171,211,281,633,2731,51,1,13,0,0,0,0,16,18,0,5,0,26,91,79,428,245,857,304,436,144,17,0,0,0,0,21922,10825,2591,6898,190,699,0,17,430,0,430,11097,7002,295,313,0,0,3288,199,61,138,3067,3027,26,0,8,0,0,0,0,0,15,81,0,27,9,20,7,247,451,1501,382,215,38,0,0,0,40,24,"033",482.691,10831073.0458471,10831073.0458471,1,"Prince George's","County",158,5611,132,3225,0.03,0.84,"Suburban","0.91",478,10,325,1686,"8600000US20737","20737",10717478,76041
"20740",10491,5722,420,258,2918,0,0,4676,3554,1190,357,254,579,2364,1122,361,172,37,10,125,189,761,303,46,42,215,458,4486,101,9,0,0,0,0,0,0,0,0,51,26,11,188,68,258,331,918,976,1103,285,145,0,6,0,10,31515,26585,15084,5659,18,4871,52,42,859,84,775,4930,1796,108,0,13,0,2374,639,593,46,4995,4864,9,10,40,106,25,60,19,34,5,13,0,9,34,64,32,315,433,797,838,1457,385,96,57,26,131,24,"033",482.691,20849008.1996689,20849008.1996689,1,"Prince George's","County",1378,8103,141,5497,0.17,0.1,"Suburban","0.46",317,78,173,605,"8600000US20740","20740",20695830,158219
"20742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6615,6332,3899,1047,4,1124,5,36,217,8,209,283,31,0,0,0,0,232,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"033",482.691,1906351.04848319,1906351.04848319,1,"Prince George's","County",0,0,0,0,-1,-1,"Suburban","-1",0,0,0,0,"8600000US20742","20742",1916204,0
"20743",15702,8501,2003,115,411,278,0,8756,3643,1374,143,414,817,2269,5113,979,385,88,149,148,594,4134,2007,376,400,1231,2127,8747,146,53,54,78,9,33,16,8,47,41,114,131,94,527,565,1414,1298,2006,1107,647,199,34,49,18,12,47,39108,36479,959,34626,98,164,0,25,607,29,578,2629,1450,505,29,4,0,438,203,155,48,5375,5016,61,189,86,61,67,91,18,110,39,48,0,12,0,65,110,475,683,1387,771,625,113,0,0,5,359,11,"001",61.048,25125227.7243896,151.030828237534,6.01112276052825e-06,"District of Columbia",NA,1073,12809,584,10486,0.08,0.54,"Urban","0.91",3216,91,215,872,"8600000US20743","20743",25185430,7879
"20743",15702,8501,2003,115,411,278,0,8756,3643,1374,143,414,817,2269,5113,979,385,88,149,148,594,4134,2007,376,400,1231,2127,8747,146,53,54,78,9,33,16,8,47,41,114,131,94,527,565,1414,1298,2006,1107,647,199,34,49,18,12,47,39108,36479,959,34626,98,164,0,25,607,29,578,2629,1450,505,29,4,0,438,203,155,48,5375,5016,61,189,86,61,67,91,18,110,39,48,0,12,0,65,110,475,683,1387,771,625,113,0,0,5,359,24,"033",482.691,25125227.7243896,25125239.9834898,1.00000048791996,"Prince George's","County",1073,12809,584,10486,0.08,0.54,"Suburban","0.91",3216,91,215,872,"8600000US20743","20743",25185430,7879
"20744",19692,15520,937,70,1015,32,0,12586,8640,2301,586,365,1350,6339,3946,1042,583,172,90,321,459,2904,1050,104,282,664,1854,14558,129,0,17,34,27,31,10,0,7,38,38,44,85,293,282,728,949,3068,2801,3233,1613,889,118,6,43,75,52730,47141,4403,37778,21,3338,0,135,1466,73,1393,5589,1753,354,0,12,10,3238,222,165,57,3975,3805,87,22,0,70,13,59,11,21,0,8,0,21,0,9,31,109,289,981,870,1041,106,25,32,0,170,24,"033",482.691,68526809.0033345,68526809.0033345,1,"Prince George's","County",2174,16327,1681,16054,0.13,0.77,"Suburban","0.91",1517,15,111,475,"8600000US20744","20744",68201377,323005
"20745",12227,3923,2788,180,1226,0,0,6657,3095,974,125,298,551,2121,3562,879,431,79,39,313,448,2683,1329,199,274,856,1354,4574,154,13,19,0,4,12,8,21,10,42,42,22,77,400,219,561,483,922,682,595,89,145,40,6,0,8,29512,24646,1398,21388,57,1234,26,20,523,8,515,4866,1326,170,0,0,0,3274,96,10,86,6295,6262,0,10,28,115,0,50,0,66,0,62,43,0,0,99,186,541,954,2223,897,850,134,4,0,0,33,24,"033",482.691,17026104.0343928,16999847.0066171,0.998457836994143,"Prince George's","County",769,10100,348,5421,0.08,0.45,"Suburban","0.46",1772,73,298,1967,"8600000US20745","20745",16743866,262294
"20745",12227,3923,2788,180,1226,0,0,6657,3095,974,125,298,551,2121,3562,879,431,79,39,313,448,2683,1329,199,274,856,1354,4574,154,13,19,0,4,12,8,21,10,42,42,22,77,400,219,561,483,922,682,595,89,145,40,6,0,8,29512,24646,1398,21388,57,1234,26,20,523,8,515,4866,1326,170,0,0,0,3274,96,10,86,6295,6262,0,10,28,115,0,50,0,66,0,62,43,0,0,99,186,541,954,2223,897,850,134,4,0,0,33,11,"001",61.048,17026104.0343928,26235.0979237556,0.00154087499235061,"District of Columbia",NA,769,10100,348,5421,0.08,0.45,"Urban","0.46",1772,73,298,1967,"8600000US20745","20745",16743866,262294
"20746",12756,3645,3864,337,1548,26,0,6576,2536,790,103,235,452,1746,4040,744,336,64,29,243,408,3296,1774,275,252,1247,1522,4514,86,45,25,23,6,0,0,10,58,40,24,70,90,202,258,716,651,1135,604,407,56,8,0,0,0,0,27322,25335,1490,22964,13,462,0,14,392,0,392,1987,396,71,71,36,0,1413,0,0,0,6544,6424,59,49,35,51,24,57,86,0,4,42,14,4,120,8,40,291,642,2390,1337,889,221,61,0,0,120,24,"033",482.691,20426906.8270561,20426906.8270673,1.00000000000055,"Prince George's","County",1539,9493,402,4787,0.16,0.26,"Suburban","0.46",1717,79,577,963,"8600000US20746","20746",20393129,49001
"20746",12756,3645,3864,337,1548,26,0,6576,2536,790,103,235,452,1746,4040,744,336,64,29,243,408,3296,1774,275,252,1247,1522,4514,86,45,25,23,6,0,0,10,58,40,24,70,90,202,258,716,651,1135,604,407,56,8,0,0,0,0,27322,25335,1490,22964,13,462,0,14,392,0,392,1987,396,71,71,36,0,1413,0,0,0,6544,6424,59,49,35,51,24,57,86,0,4,42,14,4,120,8,40,291,642,2390,1337,889,221,61,0,0,120,11,"001",61.048,20426906.8270561,1.61317392390857e-05,7.89729907502135e-13,"District of Columbia",NA,1539,9493,402,4787,0.16,0.26,"Urban","0.46",1717,79,577,963,"8600000US20746","20746",20393129,49001
"20747",16286,5979,3826,195,1068,22,0,9001,4104,1382,183,343,856,2722,4897,809,418,86,95,237,391,4088,2113,458,361,1294,1975,7851,146,25,114,65,7,57,11,30,41,64,16,74,68,482,586,1130,1281,1774,1075,667,57,49,6,0,0,26,37752,35671,932,33605,101,371,0,0,662,91,571,2081,1144,358,0,6,0,573,0,0,0,6783,6594,6,62,29,18,8,0,43,0,10,104,79,90,17,114,115,661,808,3011,771,636,12,0,0,0,189,24,"033",482.691,19839597.2241334,19839597.2241334,1,"Prince George's","County",796,13816,680,8869,0.06,0.85,"Suburban","0.91",3490,119,206,1381,"8600000US20747","20747",19800092,5038
"20748",16632,7058,2979,183,1474,230,0,9087,4362,1569,141,453,975,2793,4725,905,326,65,114,147,579,3820,1702,376,241,1085,2118,8165,152,19,69,42,50,57,45,54,77,35,24,42,39,194,423,859,679,2095,1750,1067,269,101,5,9,0,9,39204,36755,1837,33702,174,333,0,70,639,22,617,2449,1122,193,0,54,0,793,287,195,92,6601,6418,84,18,35,61,16,33,0,0,0,63,0,43,0,26,37,415,987,2501,1424,656,19,0,0,0,183,24,"033",482.691,23563930.1042737,23563927.6845258,0.999999897311361,"Prince George's","County",434,14205,264,9235,0.03,0.61,"Suburban","0.91",2975,53,94,1586,"8600000US20748","20748",23527438,12156
"20748",16632,7058,2979,183,1474,230,0,9087,4362,1569,141,453,975,2793,4725,905,326,65,114,147,579,3820,1702,376,241,1085,2118,8165,152,19,69,42,50,57,45,54,77,35,24,42,39,194,423,859,679,2095,1750,1067,269,101,5,9,0,9,39204,36755,1837,33702,174,333,0,70,639,22,617,2449,1122,193,0,54,0,793,287,195,92,6601,6418,84,18,35,61,16,33,0,0,0,63,0,43,0,26,37,415,987,2501,1424,656,19,0,0,0,183,11,"001",61.048,23563930.1042737,46.8787900209427,1.98943002349343e-06,"District of Columbia",NA,434,14205,264,9235,0.03,0.61,"Urban","0.91",2975,53,94,1586,"8600000US20748","20748",23527438,12156
"20754",2475,2380,0,0,0,59,0,1824,1499,523,70,62,391,976,325,71,13,6,0,7,58,254,118,0,0,118,136,2196,39,0,9,7,0,9,6,0,0,0,0,0,0,0,0,10,9,52,220,588,518,565,115,41,8,0,6757,6521,5741,348,0,140,0,54,238,0,238,236,218,0,0,0,0,18,0,0,0,230,196,0,0,0,0,0,0,0,0,0,16,0,7,0,0,9,0,0,21,0,24,86,33,0,0,34,24,"033",482.691,45775021.8882263,32822.1137473863,0.000717031087992301,"Prince George's","County",239,2128,239,2359,0.11,1,"Suburban","1",28,8,0,0,"8600000US20754","20754",43669595,2131264
"20759",1365,819,0,0,0,0,0,1107,930,367,16,92,259,563,177,80,26,26,0,0,54,97,42,0,10,32,55,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,91,230,506,281,89,31,0,4207,4052,2964,594,34,390,0,0,70,0,70,155,46,109,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,48,0,24,"031",491.254,17214245.612834,70114.6499021649,0.004073059690161,"Montgomery","County",810,555,765,1320,1.46,0.94,"Suburban","1",501,45,0,0,"8600000US20759","20759",16425669,711710
"20762",1129,65,0,20,0,0,0,756,634,517,227,200,90,117,122,41,30,4,26,0,11,81,81,4,16,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,2903,1925,596,133,77,0,0,172,0,172,433,202,172,0,0,0,59,0,0,0,902,874,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,7,34,223,343,175,53,0,28,24,"033",482.691,15297787.2151462,15297787.2151462,1,"Prince George's","County",351,551,331,741,0.64,0.94,"Suburban","1",903,42,61,38,"8600000US20762","20762",15260554,6924
"20769",2175,2104,0,0,0,0,0,1843,1468,695,38,141,516,773,375,64,43,0,43,0,21,311,75,0,0,75,236,2050,10,0,0,15,0,0,12,0,0,0,0,0,0,0,0,31,46,80,200,580,625,422,29,0,0,0,6972,6382,1030,4493,0,501,0,77,281,0,281,590,413,0,0,0,0,177,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8,38,9,0,0,0,0,24,"033",482.691,20055143.0878855,20055143.0878855,1,"Prince George's","County",613,1562,613,2157,0.39,1,"Suburban","1",53,0,0,18,"8600000US20769","20769",19902927,268745
"20770",10732,1082,4374,207,287,23,0,5809,2945,1402,436,243,723,1543,2864,751,371,30,41,300,380,2113,1116,175,173,768,997,4269,79,27,0,0,23,0,0,21,73,39,145,180,140,321,410,572,291,666,399,593,257,16,17,0,0,0,25839,22078,5544,13437,60,2275,0,89,673,0,673,3761,1439,331,0,0,0,1903,88,88,0,5929,5846,5,15,30,22,36,0,0,9,23,46,33,57,12,9,87,322,241,1378,1867,1403,193,0,58,0,83,24,"033",482.691,21484671.5211565,21484671.5211565,1,"Prince George's","County",267,9908,121,3453,0.03,0.45,"Suburban","0.46",2473,49,222,2015,"8600000US20770","20770",21272824,195270
"20772",16940,11496,265,285,427,406,6,11117,7479,3115,339,535,2241,4364,3638,778,418,108,88,222,360,2860,1309,121,169,1019,1551,13067,129,21,54,76,52,72,54,89,64,12,29,56,39,269,264,555,733,2593,2098,2957,1671,768,235,46,9,122,45653,43710,5382,36009,52,556,0,280,1431,25,1406,1943,1329,161,0,0,0,393,60,20,40,2842,2693,11,9,0,0,0,49,0,0,10,18,18,9,2,0,22,62,77,365,566,1134,231,98,12,0,149,24,"033",482.691,188817915.9938,188794910.960395,0.999878162867737,"Prince George's","County",4049,11475,3770,14322,0.35,0.93,"Suburban","1",3728,58,149,120,"8600000US20772","20772",185255028,3659969
"20774",17862,9434,1906,526,742,11,0,10445,6403,2288,396,513,1379,4115,4042,708,203,34,9,160,505,3334,1480,247,201,1032,1854,13035,282,27,34,17,42,34,36,10,54,116,99,82,72,368,371,763,917,1946,2007,3274,1184,1104,85,83,9,19,44154,43282,1584,39539,26,1271,0,107,755,110,645,872,87,375,0,13,0,343,54,28,26,3610,3480,0,17,28,19,21,98,11,0,16,0,17,46,7,14,0,32,34,557,701,1486,256,120,0,0,130,24,"033",482.691,90390513.6207807,90373288.1188755,0.999809432414805,"Prince George's","County",4520,12114,3792,13640,0.37,0.84,"Suburban","0.91",4949,9,177,108,"8600000US20774","20774",89938911,485768
"20776",1258,994,0,0,0,252,0,934,698,178,13,33,132,520,236,94,50,0,0,50,44,142,62,0,25,37,80,1117,45,14,0,42,31,0,0,0,0,66,45,0,0,0,0,0,0,23,21,161,94,357,94,86,10,28,3350,3322,2831,342,0,0,0,0,149,0,149,28,28,0,0,0,0,0,0,0,0,141,141,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,37,23,17,0,0,0,0,0,39,0,24,"033",482.691,62008433.5807024,11644.5562918019,0.00018778987984992,"Prince George's","County",189,817,189,1006,0.23,1,"Suburban","1",12,0,0,0,"8600000US20776","20776",58404132,5967402
"20777",1117,1108,0,0,0,0,0,1021,899,362,44,51,267,537,122,0,0,0,0,0,0,122,37,0,8,29,85,1067,34,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,8,0,61,95,502,184,100,23,35,3464,3390,2910,142,0,232,0,0,106,22,84,74,64,0,0,10,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,24,"031",491.254,19644349.7401282,357170.052646848,0.0181818211023419,"Montgomery","County",149,940,149,1089,0.16,1,"Suburban","1",9,0,0,0,"8600000US20777","20777",19568842,110664
"20781",4182,2273,681,276,344,11,0,2342,1485,730,159,192,379,755,857,251,154,20,46,88,97,606,328,80,20,228,278,2107,7,3,0,0,17,11,8,0,0,15,0,28,10,35,62,239,87,461,285,539,198,99,0,0,0,3,11379,6658,2760,3394,36,170,0,49,249,0,249,4721,2169,118,0,24,0,2300,110,73,37,1746,1720,0,10,49,14,22,20,14,5,0,7,33,48,41,43,0,170,217,479,257,211,79,1,0,0,26,11,"001",61.048,6499646.20647645,0,0,"District of Columbia",NA,290,3552,188,2393,0.08,0.65,"Urban","0.91",219,7,134,237,"8600000US20781","20781",6302720,206625
"20781",4182,2273,681,276,344,11,0,2342,1485,730,159,192,379,755,857,251,154,20,46,88,97,606,328,80,20,228,278,2107,7,3,0,0,17,11,8,0,0,15,0,28,10,35,62,239,87,461,285,539,198,99,0,0,0,3,11379,6658,2760,3394,36,170,0,49,249,0,249,4721,2169,118,0,24,0,2300,110,73,37,1746,1720,0,10,49,14,22,20,14,5,0,7,33,48,41,43,0,170,217,479,257,211,79,1,0,0,26,24,"033",482.691,6499646.20647645,6499646.4412961,1.00000003612807,"Prince George's","County",290,3552,188,2393,0.08,0.65,"Suburban","0.91",219,7,134,237,"8600000US20781","20781",6302720,206625
"20782",12002,4513,2712,370,2067,18,0,7362,3822,1742,460,431,851,2080,3540,1407,825,298,243,284,582,2133,882,237,77,568,1251,4816,64,11,5,13,0,5,40,34,15,8,36,23,33,122,213,393,335,906,866,901,425,302,58,8,0,0,34919,20813,5044,14102,0,1013,32,41,581,33,548,14106,2229,108,277,32,0,11270,190,137,53,6618,6520,10,0,42,69,0,63,13,97,22,38,9,9,17,95,56,370,499,1969,1586,1232,297,6,21,0,98,11,"001",61.048,11157365.1533222,2.47332215309143,2.21676186008394e-07,"District of Columbia",NA,1344,10072,57,5329,0.13,0.04,"Urban","0.46",975,69,219,1059,"8600000US20782","20782",10999559,90332
"20782",12002,4513,2712,370,2067,18,0,7362,3822,1742,460,431,851,2080,3540,1407,825,298,243,284,582,2133,882,237,77,568,1251,4816,64,11,5,13,0,5,40,34,15,8,36,23,33,122,213,393,335,906,866,901,425,302,58,8,0,0,34919,20813,5044,14102,0,1013,32,41,581,33,548,14106,2229,108,277,32,0,11270,190,137,53,6618,6520,10,0,42,69,0,63,13,97,22,38,9,9,17,95,56,370,499,1969,1586,1232,297,6,21,0,98,24,"033",482.691,11157365.1533222,11157365.1533222,1,"Prince George's","County",1344,10072,57,5329,0.13,0.04,"Suburban","0.46",975,69,219,1059,"8600000US20782","20782",10999559,90332
