"year","statefips","countyfips","tract","blkgrp","bg_med_inc","cpi.ann","o2018","v2018","bg_med_inc_real","st.cnty"
1990,"11","001","0011","3",48000,130.658333333333,-9,251.104166666667,92248.2301167166,"11001"
1990,"11","001","0011","4",70003,130.658333333333,-9,251.104166666667,134534.434434594,"11001"
1990,"11","001","0011","5",75342,130.658333333333,-9,251.104166666667,144795.128196951,"11001"
1990,"11","001","0012","1",41250,130.658333333333,-9,251.104166666667,79275.8227565534,"11001"
1990,"11","001","0012","2",45000,130.658333333333,-9,251.104166666667,86482.7157344218,"11001"
1990,"11","001","0012","3",46500,130.658333333333,-9,251.104166666667,89365.4729255692,"11001"
1990,"11","001","0012","4",77726,130.658333333333,-9,251.104166666667,149376.790292748,"11001"
1990,"11","001","0012","5",49688,130.658333333333,-9,251.104166666667,95492.2928758212,"11001"
1990,"11","001","001301","1",134792,130.658333333333,-9,251.104166666667,259048.40487276,"11001"
1990,"11","001","001301","4",48355,130.658333333333,-9,251.104166666667,92930.4826519549,"11001"
1990,"11","001","001301","5",150001,130.658333333333,-9,251.104166666667,288277.640952867,"11001"
1990,"11","001","001301","6",118690,130.658333333333,-9,251.104166666667,228102.967344856,"11001"
1990,"11","001","001301","7",41541,130.658333333333,-9,251.104166666667,79835.0776516359,"11001"
1990,"11","001","001302","1",150001,130.658333333333,-9,251.104166666667,288277.640952867,"11001"
1990,"11","001","001302","2",36880,130.658333333333,-9,251.104166666667,70877.3901396773,"11001"
1990,"11","001","001302","3",45840,130.658333333333,-9,251.104166666667,88097.0597614644,"11001"
1990,"11","001","001401","3",84562,130.658333333333,-9,251.104166666667,162514.475731871,"11001"
1990,"11","001","001401","5",29297,130.658333333333,-9,251.104166666667,56304.0916193635,"11001"
1990,"11","001","001401","6",99494,130.658333333333,-9,251.104166666667,191211.362650679,"11001"
1990,"11","001","001401","7",98267,130.658333333333,-9,251.104166666667,188853.267268321,"11001"
1990,"11","001","001402","1",104498,130.658333333333,-9,251.104166666667,200828.240640347,"11001"
1990,"11","001","001402","2",85263,130.658333333333,-9,251.104166666667,163861.6842592,"11001"
1990,"11","001","001402","3",72019,130.658333333333,-9,251.104166666667,138408.860099496,"11001"
1990,"11","001","001402","4",32204,130.658333333333,-9,251.104166666667,61890.8750558071,"11001"
1990,"11","001","0015","1",85029,130.658333333333,-9,251.104166666667,163411.974137381,"11001"
1990,"11","001","0015","2",81996,130.658333333333,-9,251.104166666667,157583.039096881,"11001"
1990,"11","001","0015","3",65794,130.658333333333,-9,251.104166666667,126445.417756234,"11001"
1990,"11","001","0015","4",88680,130.658333333333,-9,251.104166666667,170428.605140634,"11001"
1990,"11","001","0015","5",80078,130.658333333333,-9,251.104166666667,153896.953568467,"11001"
1990,"11","001","0015","6",69559,130.658333333333,-9,251.104166666667,133681.138306014,"11001"
1990,"11","001","0016","1",71812,130.658333333333,-9,251.104166666667,138011.039607118,"11001"
1990,"11","001","0016","2",63253,130.658333333333,-9,251.104166666667,121562.027074431,"11001"
1990,"11","001","0016","3",81313,130.658333333333,-9,251.104166666667,156270.423655845,"11001"
1990,"11","001","0016","4",95269,130.658333333333,-9,251.104166666667,183091.596562281,"11001"
1990,"11","001","0016","5",72043,130.658333333333,-9,251.104166666667,138454.984214555,"11001"
1990,"11","001","0016","6",83314,130.658333333333,-9,251.104166666667,160116.021748836,"11001"
1990,"11","001","001701","1",40833,130.658333333333,-9,251.104166666667,78474.4162574144,"11001"
1990,"11","001","001701","5",32226,130.658333333333,-9,251.104166666667,61933.1554946106,"11001"
1990,"11","001","001701","6",32024,130.658333333333,-9,251.104166666667,61544.9441928694,"11001"
1990,"11","001","001702","2",31726,130.658333333333,-9,251.104166666667,60972.2364308948,"11001"
1990,"11","001","001702","3",40694,130.658333333333,-9,251.104166666667,78207.2807577014,"11001"
1990,"11","001","001702","4",44048,130.658333333333,-9,251.104166666667,84653.125837107,"11001"
1990,"11","001","001702","5",84855,130.658333333333,-9,251.104166666667,163077.574303208,"11001"
1990,"11","001","001702","6",48409,130.658333333333,-9,251.104166666667,93034.2619108362,"11001"
1990,"11","001","001801","1",77197,130.658333333333,-9,251.104166666667,148360.137923337,"11001"
1990,"11","001","001803","5",38792,130.658333333333,-9,251.104166666667,74551.9446393265,"11001"
1990,"11","001","001803","6",25450,130.658333333333,-9,251.104166666667,48910.7803431341,"11001"
1990,"11","001","001804","1",28393,130.658333333333,-9,251.104166666667,54566.7499521653,"11001"
1990,"11","001","001804","2",23125,130.658333333333,-9,251.104166666667,44442.5066968557,"11001"
1990,"11","001","001804","3",26689,130.658333333333,-9,251.104166666667,51291.9377830219,"11001"
1990,"11","001","001804","4",32353,130.658333333333,-9,251.104166666667,62177.2289367944,"11001"
1990,"11","001","001901","5",28942,130.658333333333,-9,251.104166666667,55621.8390841253,"11001"
1990,"11","001","001901","6",34250,130.658333333333,-9,251.104166666667,65822.9558645322,"11001"
1990,"11","001","001901","7",45270,130.658333333333,-9,251.104166666667,87001.6120288284,"11001"
1990,"11","001","001901","8",49211,130.658333333333,-9,251.104166666667,94575.5760890363,"11001"
1990,"11","001","001902","1",48750,130.658333333333,-9,251.104166666667,93689.6087122903,"11001"
1990,"11","001","001902","2",44444,130.658333333333,-9,251.104166666667,85414.1737355699,"11001"
1990,"11","001","001902","3",38214,130.658333333333,-9,251.104166666667,73441.122201671,"11001"
1990,"11","001","001902","4",47917,130.658333333333,-9,251.104166666667,92088.7175521398,"11001"
1990,"11","001","002001","1",21929,130.658333333333,-9,251.104166666667,42143.9882964475,"11001"
1990,"11","001","002001","7",70675,130.658333333333,-9,251.104166666667,135825.909656228,"11001"
1990,"11","001","002002","2",23701,130.658333333333,-9,251.104166666667,45549.4854582563,"11001"
1990,"11","001","002002","3",42917,130.658333333333,-9,251.104166666667,82479.5269149818,"11001"
1990,"11","001","002002","4",57372,130.658333333333,-9,251.104166666667,110259.697047006,"11001"
1990,"11","001","002002","5",45192,130.658333333333,-9,251.104166666667,86851.7086548887,"11001"
1990,"11","001","002002","6",60000,130.658333333333,-9,251.104166666667,115310.287645896,"11001"
1990,"11","001","002101","1",23995,130.658333333333,-9,251.104166666667,46114.5058677212,"11001"
1990,"11","001","002101","2",29728,130.658333333333,-9,251.104166666667,57132.4038522865,"11001"
1990,"11","001","002101","3",33548,130.658333333333,-9,251.104166666667,64473.8254990752,"11001"
1990,"11","001","002101","4",31026,130.658333333333,-9,251.104166666667,59626.9497416927,"11001"
1990,"11","001","002101","5",21875,130.658333333333,-9,251.104166666667,42040.2090375662,"11001"
1990,"11","001","002102","1",51324,130.658333333333,-9,251.104166666667,98636.4200522993,"11001"
1990,"11","001","002102","2",22279,130.658333333333,-9,251.104166666667,42816.6316410485,"11001"
1990,"11","001","002102","3",42333,130.658333333333,-9,251.104166666667,81357.1734485618,"11001"
1990,"11","001","002102","4",43289,130.658333333333,-9,251.104166666667,83194.4506983864,"11001"
1990,"11","001","002102","5",26111,130.658333333333,-9,251.104166666667,50181.1153453664,"11001"
1990,"11","001","002102","6",25795,130.658333333333,-9,251.104166666667,49573.814497098,"11001"
1990,"11","001","002102","7",37500,130.658333333333,-9,251.104166666667,72068.9297786849,"11001"
1990,"11","001","002201","1",43382,130.658333333333,-9,251.104166666667,83373.1816442375,"11001"
1990,"11","001","002201","2",38750,130.658333333333,-9,251.104166666667,74471.2274379744,"11001"
1990,"11","001","002201","3",36447,130.658333333333,-9,251.104166666667,70045.2342304994,"11001"
1990,"11","001","002201","4",31786,130.658333333333,-9,251.104166666667,61087.5467185407,"11001"
1990,"11","001","002202","1",24844,130.658333333333,-9,251.104166666667,47746.1464379106,"11001"
1990,"11","001","002202","2",28352,130.658333333333,-9,251.104166666667,54487.9545889406,"11001"
1990,"11","001","002202","3",37557,130.658333333333,-9,251.104166666667,72178.4745519485,"11001"
1990,"11","001","002301","1",25665,130.658333333333,-9,251.104166666667,49323.9755405319,"11001"
1990,"11","001","002301","2",48958,130.658333333333,-9,251.104166666667,94089.3510427961,"11001"
1990,"11","001","002301","3",43015,130.658333333333,-9,251.104166666667,82667.8670514701,"11001"
1990,"11","001","002301","4",45714,130.658333333333,-9,251.104166666667,87854.908157408,"11001"
1990,"11","001","002302","1",41277,130.658333333333,-9,251.104166666667,79327.712385994,"11001"
1990,"11","001","0024","1",46780,130.658333333333,-9,251.104166666667,89903.5876012501,"11001"
1990,"11","001","0024","2",38800,130.658333333333,-9,251.104166666667,74567.3193443459,"11001"
1990,"11","001","0024","3",30850,130.658333333333,-9,251.104166666667,59288.7062312647,"11001"
1990,"11","001","0024","4",31250,130.658333333333,-9,251.104166666667,60057.4414822374,"11001"
1990,"11","001","0024","5",23929,130.658333333333,-9,251.104166666667,45987.6645513107,"11001"
1990,"11","001","002501","1",37292,130.658333333333,-9,251.104166666667,71669.1874481791,"11001"
1990,"11","001","002501","2",19712,130.658333333333,-9,251.104166666667,37883.2731679316,"11001"
1990,"11","001","002501","3",34554,130.658333333333,-9,251.104166666667,66407.1946552714,"11001"
1990,"11","001","002501","4",36932,130.658333333333,-9,251.104166666667,70977.3257223037,"11001"
1990,"11","001","002502","1",19853,130.658333333333,-9,251.104166666667,38154.2523438995,"11001"
1990,"11","001","002502","2",29485,130.658333333333,-9,251.104166666667,56665.3971873206,"11001"
1990,"11","001","002502","3",21944,130.658333333333,-9,251.104166666667,42172.8158683589,"11001"
1990,"11","001","0026","1",57384,130.658333333333,-9,251.104166666667,110282.759104535,"11001"
1990,"11","001","0026","2",70601,130.658333333333,-9,251.104166666667,135683.693634798,"11001"
1990,"11","001","0026","3",45673,130.658333333333,-9,251.104166666667,87776.1127941833,"11001"
1990,"11","001","002701","1",31756,130.658333333333,-9,251.104166666667,61029.8915747178,"11001"
1990,"11","001","002701","2",26745,130.658333333333,-9,251.104166666667,51399.560718158,"11001"
1990,"11","001","002702","1",21693,130.658333333333,-9,251.104166666667,41690.4344983736,"11001"
1990,"11","001","002702","2",36875,130.658333333333,-9,251.104166666667,70867.7809490401,"11001"
1990,"11","001","002702","3",60446,130.658333333333,-9,251.104166666667,116167.42745073,"11001"
1990,"11","001","002801","1",20021,130.658333333333,-9,251.104166666667,38477.121149308,"11001"
1990,"11","001","002802","2",15110,130.658333333333,-9,251.104166666667,29038.9741054914,"11001"
1990,"11","001","0029","1",22809,130.658333333333,-9,251.104166666667,43835.2058485873,"11001"
1990,"11","001","0029","2",33490,130.658333333333,-9,251.104166666667,64362.3588876842,"11001"
1990,"11","001","0030","1",20110,130.658333333333,-9,251.104166666667,38648.1647426494,"11001"
1990,"11","001","0031","1",21250,130.658333333333,-9,251.104166666667,40839.0602079214,"11001"
1990,"11","001","0031","2",22969,130.658333333333,-9,251.104166666667,44142.6999489763,"11001"
1990,"11","001","0032","1",31806,130.658333333333,-9,251.104166666667,61125.9834810894,"11001"
1990,"11","001","0032","2",32361,130.658333333333,-9,251.104166666667,62192.6036418139,"11001"
1990,"11","001","0032","3",19487,130.658333333333,-9,251.104166666667,37450.8595892595,"11001"
1990,"11","001","0032","4",39338,130.658333333333,-9,251.104166666667,75601.2682569041,"11001"
1990,"11","001","003301","1",43750,130.658333333333,-9,251.104166666667,84080.4180751323,"11001"
1990,"11","001","003301","2",31607,130.658333333333,-9,251.104166666667,60743.5376937305,"11001"
1990,"11","001","003301","3",25114,130.658333333333,-9,251.104166666667,48265.0427323171,"11001"
1990,"11","001","003302","1",23750,130.658333333333,-9,251.104166666667,45643.6555265004,"11001"
1990,"11","001","003302","2",45326,130.658333333333,-9,251.104166666667,87109.2349639645,"11001"
1990,"11","001","0034","1",20156,130.658333333333,-9,251.104166666667,38736.5692965113,"11001"
1990,"11","001","0034","2",11250,130.658333333333,-9,251.104166666667,21620.6789336055,"11001"
1990,"11","001","0034","3",7009,130.658333333333,-9,251.104166666667,13470.1634351681,"11001"
1990,"11","001","0034","4",31354,130.658333333333,-9,251.104166666667,60257.3126474903,"11001"
1990,"11","001","0034","5",26406,130.658333333333,-9,251.104166666667,50748.0575929587,"11001"
1990,"11","001","0035","1",21111,130.658333333333,-9,251.104166666667,40571.9247082084,"11001"
1990,"11","001","0035","2",5720,130.658333333333,-9,251.104166666667,10992.9140889087,"11001"
1990,"11","001","0036","1",12039,130.658333333333,-9,251.104166666667,23137.009216149,"11001"
1990,"11","001","0037","1",18256,130.658333333333,-9,251.104166666667,35085.0768543912,"11001"
1990,"11","001","0038","1",25226,130.658333333333,-9,251.104166666667,48480.2886025895,"11001"
1990,"11","001","0038","2",26711,130.658333333333,-9,251.104166666667,51334.2182218254,"11001"
1990,"11","001","0039","1",26592,130.658333333333,-9,251.104166666667,51105.519484661,"11001"
1990,"11","001","0039","2",36894,130.658333333333,-9,251.104166666667,70904.2958734613,"11001"
1990,"11","001","004001","1",36328,130.658333333333,-9,251.104166666667,69816.535493335,"11001"
1990,"11","001","004001","2",44306,130.658333333333,-9,251.104166666667,85148.9600739843,"11001"
1990,"11","001","004001","3",40952,130.658333333333,-9,251.104166666667,78703.1149945787,"11001"
1990,"11","001","004002","1",37778,130.658333333333,-9,251.104166666667,72603.2007781109,"11001"
1990,"11","001","004002","2",32473,130.658333333333,-9,251.104166666667,62407.8495120862,"11001"
1990,"11","001","0041","1",66638,130.658333333333,-9,251.104166666667,128067.449135787,"11001"
1990,"11","001","0041","2",51224,130.658333333333,-9,251.104166666667,98444.2362395561,"11001"
1990,"11","001","0041","3",52093,130.658333333333,-9,251.104166666667,100114.313572294,"11001"
1990,"11","001","004201","1",27457,130.658333333333,-9,251.104166666667,52767.9094648893,"11001"
1990,"11","001","004201","2",50658,130.658333333333,-9,251.104166666667,97356.4758594298,"11001"
1990,"11","001","004202","1",36441,130.658333333333,-9,251.104166666667,70033.7032017348,"11001"
1990,"11","001","0043","1",19892,130.658333333333,-9,251.104166666667,38229.2040308693,"11001"
1990,"11","001","0043","2",31350,130.658333333333,-9,251.104166666667,60249.6252949805,"11001"
1990,"11","001","0044","1",40804,130.658333333333,-9,251.104166666667,78418.6829517189,"11001"
1990,"11","001","0044","2",30664,130.658333333333,-9,251.104166666667,58931.2443395625,"11001"
1990,"11","001","0045","1",30250,130.658333333333,-9,251.104166666667,58135.6033548058,"11001"
1990,"11","001","0045","2",24550,130.658333333333,-9,251.104166666667,47181.1260284457,"11001"
1990,"11","001","0046","1",29167,130.658333333333,-9,251.104166666667,56054.2526627974,"11001"
1990,"11","001","0046","2",30590,130.658333333333,-9,251.104166666667,58789.0283181325,"11001"
1990,"11","001","0046","3",25972,130.658333333333,-9,251.104166666667,49913.9798456534,"11001"
1990,"11","001","0047","1",20750,130.658333333333,-9,251.104166666667,39878.1411442056,"11001"
1990,"11","001","0047","2",8499,130.658333333333,-9,251.104166666667,16333.7022450411,"11001"
1990,"11","001","0047","3",16914,130.658333333333,-9,251.104166666667,32505.970087378,"11001"
1990,"11","001","0047","4",8520,130.658333333333,-9,251.104166666667,16374.0608457172,"11001"
1990,"11","001","0047","5",6349,130.658333333333,-9,251.104166666667,12201.7502710632,"11001"
1990,"11","001","004801","1",7431,130.658333333333,-9,251.104166666667,14281.1791249442,"11001"
1990,"11","001","004801","2",14917,130.658333333333,-9,251.104166666667,28668.0593468971,"11001"
1990,"11","001","004801","3",20000,130.658333333333,-9,251.104166666667,38436.7625486319,"11001"
1990,"11","001","004802","1",23625,130.658333333333,-9,251.104166666667,45403.4257605715,"11001"
1990,"11","001","004802","2",17866,130.658333333333,-9,251.104166666667,34335.5599846929,"11001"
1990,"11","001","004901","1",15789,130.658333333333,-9,251.104166666667,30343.9021940175,"11001"
1990,"11","001","004901","2",17279,130.658333333333,-9,251.104166666667,33207.4410038906,"11001"
1990,"11","001","004901","3",40114,130.658333333333,-9,251.104166666667,77092.6146437911,"11001"
1990,"11","001","004902","1",24107,130.658333333333,-9,251.104166666667,46329.7517379935,"11001"
1990,"11","001","004902","2",11364,130.658333333333,-9,251.104166666667,21839.7684801327,"11001"
1990,"11","001","0050","1",22708,130.658333333333,-9,251.104166666667,43641.1001977167,"11001"
1990,"11","001","0050","2",18614,130.658333333333,-9,251.104166666667,35773.0949040117,"11001"
1990,"11","001","0050","3",20656,130.658333333333,-9,251.104166666667,39697.4883602271,"11001"
1990,"11","001","0050","4",34762,130.658333333333,-9,251.104166666667,66806.9369857772,"11001"
1990,"11","001","0051","1",27650,130.658333333333,-9,251.104166666667,53138.8242234836,"11001"
1990,"11","001","0051","2",28882,130.658333333333,-9,251.104166666667,55506.5287964794,"11001"
1990,"11","001","0051","3",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","005210","1",26623,130.658333333333,-9,251.104166666667,51165.0964666114,"11001"
1990,"11","001","005210","2",36165,130.658333333333,-9,251.104166666667,69503.2758785637,"11001"
1990,"11","001","005220","1",22095,130.658333333333,-9,251.104166666667,42463.0134256011,"11001"
1990,"11","001","005301","1",31928,130.658333333333,-9,251.104166666667,61360.447732636,"11001"
1990,"11","001","005301","2",30076,130.658333333333,-9,251.104166666667,57801.2035206327,"11001"
1990,"11","001","005302","1",75937,130.658333333333,-9,251.104166666667,145938.621882773,"11001"
1990,"11","001","005302","2",18462,130.658333333333,-9,251.104166666667,35480.9755086421,"11001"
1990,"11","001","005401","1",41304,130.658333333333,-9,251.104166666667,79379.6020154347,"11001"
1990,"11","001","005401","2",29141,130.658333333333,-9,251.104166666667,56004.2848714842,"11001"
1990,"11","001","005402","1",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","005402","2",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","005501","1",37727,130.658333333333,-9,251.104166666667,72505.1870336118,"11001"
1990,"11","001","005501","2",36958,130.658333333333,-9,251.104166666667,71027.2935136169,"11001"
1990,"11","001","005502","3",42188,130.658333333333,-9,251.104166666667,81078.5069200842,"11001"
1990,"11","001","005502","4",53676,130.658333333333,-9,251.104166666667,103156.583328018,"11001"
1990,"11","001","0056","1",25087,130.658333333333,-9,251.104166666667,48213.1531028765,"11001"
1990,"11","001","0056","2",45887,130.658333333333,-9,251.104166666667,88187.3861534537,"11001"
1990,"11","001","005701","1",8028,130.658333333333,-9,251.104166666667,15428.5164870209,"11001"
1990,"11","001","005701","2",23167,130.658333333333,-9,251.104166666667,44523.2238982078,"11001"
1990,"11","001","005701","3",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","005701","5",25982,130.658333333333,-9,251.104166666667,49933.1982269277,"11001"
1990,"11","001","005702","1",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","005702","2",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","0058","1",11312,130.658333333333,-9,251.104166666667,21739.8328975062,"11001"
1990,"11","001","0058","2",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","0058","5",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","0059","1",30903,130.658333333333,-9,251.104166666667,59390.5636520186,"11001"
1990,"11","001","0059","2",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","0059","4",5236,130.658333333333,-9,251.104166666667,10062.7444352318,"11001"
1990,"11","001","006001","1",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","006001","2",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","006001","3",39160,130.658333333333,-9,251.104166666667,75259.1810702213,"11001"
1990,"11","001","006020","1",15082,130.658333333333,-9,251.104166666667,28985.1626379233,"11001"
1990,"11","001","0061","1",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","0061","2",40556,130.658333333333,-9,251.104166666667,77942.0670961158,"11001"
1990,"11","001","006201","1",102264,130.658333333333,-9,251.104166666667,196534.854263665,"11001"
1990,"11","001","006201","2",47250,130.658333333333,-9,251.104166666667,90806.8515211429,"11001"
1990,"11","001","006202","1",150001,130.658333333333,-9,251.104166666667,288277.640952867,"11001"
1990,"11","001","006202","2",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","006202","3",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","006202","4",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","006301","1",42585,130.658333333333,-9,251.104166666667,81841.4766566745,"11001"
1990,"11","001","006302","1",79132,130.658333333333,-9,251.104166666667,152078.894699917,"11001"
1990,"11","001","006410","1",12530,130.658333333333,-9,251.104166666667,24080.6317367179,"11001"
1990,"11","001","006410","2",21921,130.658333333333,-9,251.104166666667,42128.613591428,"11001"
1990,"11","001","006410","3",0,130.658333333333,-9,251.104166666667,0,"11001"
1990,"11","001","006510","1",35536,130.658333333333,-9,251.104166666667,68294.4396964092,"11001"
1990,"11","001","006510","2",47500,130.658333333333,-9,251.104166666667,91287.3110530008,"11001"
1990,"11","001","006510","3",66684,130.658333333333,-9,251.104166666667,128155.853689649,"11001"
1990,"11","001","006510","4",43750,130.658333333333,-9,251.104166666667,84080.4180751323,"11001"
1990,"11","001","006510","5",51742,130.658333333333,-9,251.104166666667,99439.7483895657,"11001"
1990,"11","001","0066","1",61590,130.658333333333,-9,251.104166666667,118366.010268512,"11001"
1990,"11","001","0066","2",52377,130.658333333333,-9,251.104166666667,100660.115600485,"11001"
1990,"11","001","0066","3",50534,130.658333333333,-9,251.104166666667,97118.1679316283,"11001"
1990,"11","001","006710","1",40431,130.658333333333,-9,251.104166666667,77701.8373301869,"11001"
1990,"11","001","006710","2",59276,130.658333333333,-9,251.104166666667,113918.876841635,"11001"
1990,"11","001","006710","3",46964,130.658333333333,-9,251.104166666667,90257.2058166975,"11001"
1990,"11","001","006710","4",74553,130.658333333333,-9,251.104166666667,143278.797914408,"11001"
1990,"11","001","006801","1",32841,130.658333333333,-9,251.104166666667,63115.0859429811,"11001"
1990,"11","001","006801","2",26786,130.658333333333,-9,251.104166666667,51478.3560813827,"11001"
1990,"11","001","006802","1",32312,130.658333333333,-9,251.104166666667,62098.4335735697,"11001"
1990,"11","001","006802","2",31950,130.658333333333,-9,251.104166666667,61402.7281714395,"11001"
1990,"11","001","006802","3",41579,130.658333333333,-9,251.104166666667,79908.1075004783,"11001"
1990,"11","001","006804","1",35893,130.658333333333,-9,251.104166666667,68980.5359079023,"11001"
1990,"11","001","0069","1",18125,130.658333333333,-9,251.104166666667,34833.3160596977,"11001"
