"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Frederick County","021","$300,000 to $399,999",15784,23.45
24,"Frederick County","021","$400,000 to $499,999",10869,16.15
24,"Frederick County","021","$500,000 to $749,999",7322,10.88
24,"Frederick County","021","less than $200,000",11858,17.62
24,"Frederick County","021","$200,000 to $299,999",19363,28.77
24,"Frederick County","021","$750,000 or more",2099,3.12
