"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Manassas Park city","685","$1,500 to $1,999",684,44.02
51,"Manassas Park city","685","$2,000 to $2,499",220,14.16
51,"Manassas Park city","685","No cash rent",32,2.06
51,"Manassas Park city","685","Less than $1,000",41,2.64
51,"Manassas Park city","685","$1,000 to $1,499",535,34.43
51,"Manassas Park city","685","$2,500 or more",42,2.7
