"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Arlington County","013","$300,000 to $399,999",5084,11.17
51,"Arlington County","013","$400,000 to $499,999",5691,12.5
51,"Arlington County","013","$500,000 to $749,999",12230,26.86
51,"Arlington County","013","less than $200,000",2173,4.77
51,"Arlington County","013","$200,000 to $299,999",2804,6.16
51,"Arlington County","013","$750,000 or more",17543,38.53
