"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Alexandria city","510","$1,500 to $1,999",14516,37.14
51,"Alexandria city","510","$2,000 to $2,499",5446,13.93
51,"Alexandria city","510","No cash rent",777,1.99
51,"Alexandria city","510","Less than $1,000",3379,8.64
51,"Alexandria city","510","$1,000 to $1,499",11057,28.29
51,"Alexandria city","510","$2,500 or more",3912,10.01
