"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Rappahannock County","157","$1,500 to $1,999",71,9.14
51,"Rappahannock County","157","$2,000 to $2,499",2,0.26
51,"Rappahannock County","157","No cash rent",88,11.33
51,"Rappahannock County","157","Less than $1,000",290,37.32
51,"Rappahannock County","157","$1,000 to $1,499",326,41.96
51,"Rappahannock County","157","$2,500 or more",0,0
