"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fairfax city","600","$300,000 to $399,999",655,11.01
51,"Fairfax city","600","$400,000 to $499,999",1671,28.09
51,"Fairfax city","600","$500,000 to $749,999",2210,37.15
51,"Fairfax city","600","less than $200,000",261,4.39
51,"Fairfax city","600","$200,000 to $299,999",371,6.24
51,"Fairfax city","600","$750,000 or more",781,13.13
