"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Manassas Park city","685","1",3703,77.7
51,"Manassas Park city","685","2 to 4",80,1.68
51,"Manassas Park city","685","5 to 19",379,7.95
51,"Manassas Park city","685","20 to 49",300,6.29
51,"Manassas Park city","685","50 or more",304,6.38
