"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Warren County","187","1",12680,90.92
51,"Warren County","187","2 to 4",493,3.53
51,"Warren County","187","5 to 19",694,4.98
51,"Warren County","187","20 to 49",19,0.14
51,"Warren County","187","50 or more",61,0.44
