"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Frederick County","021","$75,000 to $99,999",12187,13.54
24,"Frederick County","021","$150,000 to $199,999",10454,11.61
24,"Frederick County","021","$200,000 or more",9434,10.48
24,"Frederick County","021","less than $40,000",17638,19.59
24,"Frederick County","021","$40,000 to $74,999",20798,23.1
24,"Frederick County","021","$100,000 to $149,999",19511,21.67
