"X" "CBSA" "year" "total_population" "less_than_18" "X18_to_29" "X30_to_44" "X45_to_59" "above_59" "white_alone" "AA_alone" "hispanic_or_latino" "household_size_1" "household_size_2" "household_size_3_to_4" "household_size_more_than_4" "household_with_kids" "family_household_without_kids" "non_family_household_without_kids" "level" "NAME" "FIPS" "county_name" "LSAD" "COUNTY" "STATE" "area_type" "hispanic_share"
71 47900 2009 588433 113992 125724 136609 114310 97798 210983 324631 49813 117435 71903 48108 13277 55490 55063 140170 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.0846536479089378
72 47900 2013 619371 105291 156363 145246 110874 101597 248141 310530 59479 119573 78272 52026 13778 54704 57881 151064 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.0960312962666964
73 47900 2017 672391 118058 158115 170369 112823 113026 273471 321062 71829 121126 84873 56926 15060 59794 62020 156171 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.10682623652012
74 47900 2000 572059 114332 125662 137177 102871 92017 175306 343213 45015 108569 68022 52095 19904 50948 65015 132627 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.0786894358798655
75 47900 1990 606900 116624 144952 153954 88159 103211 179690 399751 32255 102947 66926 56036 23125 51062 72518 125454 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.0531471412094249
76 47900 1980 638333 143355 162079 131449 98524 102926 182607 451932 17777 100080 65175 58887 29890 63866 71703 118463 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.0278491007044912
113 47900 2009 206405 33433 52496 56886 37129 26461 147230 16725 34484 39015 28478 18464 4346 18125 21138 51040 "county_level" NA 51013 "Arlington County, VA" "County or equivalent" "013" "51" "Urban" 0.167069596182263
114 47900 2013 214861 34472 53048 60489 38258 28594 153109 17966 32809 38256 30962 20580 4656 19391 24192 50871 "county_level" NA 51013 "Arlington County, VA" "County or equivalent" "013" "51" "Urban" 0.152698721499016
115 47900 2017 229534 39702 49680 66185 41266 32701 164102 20278 35687 40110 33829 23238 5133 22849 25026 54435 "county_level" NA 51013 "Arlington County, VA" "County or equivalent" "013" "51" "Urban" 0.155475877212091
116 47900 2000 189453 30944 45310 55348 34896 22955 130794 17856 35212 35236 27258 18034 5946 16985 22918 46571 "county_level" NA 51013 "Arlington County, VA" "County or equivalent" "013" "51" "Urban" 0.185861400980718
117 47900 1990 170936 25765 43951 52470 23432 25318 130745 17947 23023 30808 26078 17192 4667 14566 23256 40923 "county_level" NA 51013 "Arlington County, VA" "County or equivalent" "013" "51" "Urban" 0.134687836383208
118 47900 1980 152599 24945 41974 36844 23230 25606 133417 14047 8781 28928 24004 14963 3829 13766 22288 35670 "county_level" NA 51013 "Arlington County, VA" "County or equivalent" "013" "51" "Urban" 0.0575429721033559
190 47900 2009 142131 25230 28808 40579 25848 21666 91633 31039 19746 29207 20326 11142 2185 12170 15952 34738 "county_level" NA 51510 "Alexandria city, VA" "County or equivalent" "510" "51" "Urban" 0.138928171897756
191 47900 2013 143684 24911 27072 43283 27588 20830 92041 31291 23542 28088 20967 13164 3150 13887 17060 34422 "county_level" NA 51510 "Alexandria city, VA" "County or equivalent" "510" "51" "Urban" 0.163845661312324
192 47900 2017 154710 27938 25075 47905 29976 23816 96411 34123 25900 28751 21693 14565 3654 15676 17565 35422 "county_level" NA 51510 "Alexandria city, VA" "County or equivalent" "510" "51" "Urban" 0.167409992889923
193 47900 2000 128283 21532 27713 39941 23756 15341 76775 28444 18747 26880 19590 11796 3702 12096 16057 33815 "county_level" NA 51510 "Alexandria city, VA" "County or equivalent" "510" "51" "Urban" 0.146137835878487
194 47900 1990 111183 16977 28460 34457 16037 15252 76907 24557 10526 22297 17656 10478 2818 9313 15125 28811 "county_level" NA 51510 "Alexandria city, VA" "County or equivalent" "510" "51" "Urban" 0.0946727467328638
195 47900 1980 103217 18849 28438 26487 15846 13597 77544 23396 4251 20071 16283 10139 2745 10142 14143 24953 "county_level" NA 51510 "Alexandria city, VA" "County or equivalent" "510" "51" "Urban" 0.0411850761018049
