"X" "CBSA" "year" "total_population" "less_than_18" "X18_to_29" "X30_to_44" "X45_to_59" "above_59" "white_alone" "AA_alone" "hispanic_or_latino" "household_size_1" "household_size_2" "household_size_3_to_4" "household_size_more_than_4" "household_with_kids" "family_household_without_kids" "non_family_household_without_kids" "level" "NAME" "FIPS" "county_name" "LSAD" "COUNTY" "STATE" "area_type" "aa_share"
71 47900 2009 588433 113992 125724 136609 114310 97798 210983 324631 49813 117435 71903 48108 13277 55490 55063 140170 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.551687277905896
72 47900 2013 619371 105291 156363 145246 110874 101597 248141 310530 59479 119573 78272 52026 13778 54704 57881 151064 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.501363480046693
73 47900 2017 672391 118058 158115 170369 112823 113026 273471 321062 71829 121126 84873 56926 15060 59794 62020 156171 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.477493006301393
74 47900 2000 572059 114332 125662 137177 102871 92017 175306 343213 45015 108569 68022 52095 19904 50948 65015 132627 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.59996084319974
75 47900 1990 606900 116624 144952 153954 88159 103211 179690 399751 32255 102947 66926 56036 23125 51062 72518 125454 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.658676882517713
76 47900 1980 638333 143355 162079 131449 98524 102926 182607 451932 17777 100080 65175 58887 29890 63866 71703 118463 "county_level" NA 11001 "District of Columbia, DC" "County or equivalent" "001" "11" "Urban" 0.707987837069367
85 47900 2009 140181 38506 20294 33896 29707 17778 78576 52225 5134 10117 15558 17795 5501 20497 16650 11824 "county_level" NA 24017 "Charles County, MD" "County or equivalent" "017" "24" "Exurban" 0.372554055114459
86 47900 2013 148957 38661 22250 31466 34273 22307 74894 61660 6815 11005 16108 18589 5545 19722 18172 13353 "county_level" NA 24017 "Charles County, MD" "County or equivalent" "017" "24" "Exurban" 0.413944963982894
87 47900 2017 156021 38383 24155 30783 36636 26064 72951 67351 8358 12467 15969 19777 6775 21395 19017 14576 "county_level" NA 24017 "Charles County, MD" "County or equivalent" "017" "24" "Exurban" 0.431679068843297
88 47900 2000 120546 34661 16448 32944 22842 13651 82460 31425 2660 7146 12718 16439 5372 17418 15082 9175 "county_level" NA 24017 "Charles County, MD" "County or equivalent" "017" "24" "Exurban" 0.260688865661241
89 47900 1990 101154 29712 20426 26630 14950 9436 80252 18425 1605 4702 9107 14331 4794 14845 12022 6067 "county_level" NA 24017 "Charles County, MD" "County or equivalent" "017" "24" "Exurban" 0.182148011942187
90 47900 1980 72751 25963 14266 17593 8785 6144 57464 14927 941 2555 4975 9135 4704 11750 6568 3051 "county_level" NA 24017 "Charles County, MD" "County or equivalent" "017" "24" "Exurban" 0.205179310250031
106 47900 2009 834986 211901 148413 188627 175210 110835 194919 533021 103186 83048 87414 92871 34604 110391 87116 100430 "county_level" NA 24033 "Prince George's County, MD" "County or equivalent" "033" "24" "Suburban" 0.638359206022616
107 47900 2013 873481 204322 165809 186483 183953 132914 185930 560653 134192 84246 87379 94661 37155 109816 91655 101970 "county_level" NA 24033 "Prince George's County, MD" "County or equivalent" "033" "24" "Suburban" 0.641860555638875
108 47900 2017 905161 203800 163332 188786 189806 159437 170009 572465 157427 86830 86602 94345 38917 103070 100106 103518 "county_level" NA 24033 "Prince George's County, MD" "County or equivalent" "033" "24" "Suburban" 0.632445498646097
109 47900 2000 801515 214522 142542 206294 147495 90662 216774 501431 56813 69004 82673 97043 37930 103461 96063 87126 "county_level" NA 24033 "Prince George's County, MD" "County or equivalent" "033" "24" "Suburban" 0.625604012401515
110 47900 1990 729268 178430 170863 195159 111996 72820 314559 369622 30013 55368 75398 94858 32065 90965 92835 73889 "county_level" NA 24033 "Prince George's County, MD" "County or equivalent" "033" "24" "Suburban" 0.506839735186516
111 47900 1980 665071 194215 169673 152150 92367 56666 401675 249539 13767 45003 62523 84119 33781 98536 68387 58503 "county_level" NA 24033 "Prince George's County, MD" "County or equivalent" "033" "24" "Suburban" 0.375206556893926
