"ZCTA","NAME","LSAD","STATE","COUNTY","new_constructions","existing_constructions","new_existing_constructions_ratio","share_single_family_new_constructions","total_single_family_households_since_2000","total_single_family_households","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","brks"
"20781","Prince George's","County",24,"033",327,3389,0.1,0.72,234,2303,482.691,6499646.20647645,6499646.4412961,1.00000003612807,"642"
"20782","Prince George's","County",24,"033",1512,9560,0.16,0.04,59,4919,482.691,11157365.1533222,11157365.1533222,1,"1942"
"20783","Prince George's","County",24,"033",253,12204,0.02,0.22,56,5727,482.691,14547634.7671438,14542399.4103602,0.999640123163156,"642"
"20784","Prince George's","County",24,"033",562,9012,0.06,0.57,319,6193,482.691,11012159.5845405,11012159.5845405,1,"642"
"20785","Prince George's","County",24,"033",2065,11841,0.17,0.45,934,9088,482.691,25631917.3837118,25631917.3837118,1,"12036"
"20866","Prince George's","County",24,"033",371,4365,0.08,1,371,4165,482.691,18970552.5146591,8064.49782957882,0.00042510611239958,"642"
"20901","Prince George's","County",24,"033",281,12108,0.02,0.74,207,9165,482.691,13975368.8919389,0,0,"642"
"20903","Prince George's","County",24,"033",139,7106,0.02,0.06,9,3045,482.691,9296222.28550817,1178124.26270465,0.126731507328651,"156"
"20904","Prince George's","County",24,"033",2846,17816,0.16,0.35,987,11757,482.691,35606543.836366,330283.177094102,0.00927591227646122,"12036"
"20912","Prince George's","County",24,"033",252,8920,0.03,0.44,112,3964,482.691,7053714.0166749,616382.175776064,0.0873840609810582,"642"
"21035","Prince George's","County",24,"033",310,2271,0.14,0.97,300,2561,482.691,73910128.3889087,46529.1238283888,0.000629536503895062,"642"
"21054","Prince George's","County",24,"033",1590,2402,0.66,0.52,823,3091,482.691,46168538.3259425,30733.7746503567,0.000665686542497429,"1942"
"21113","Prince George's","County",24,"033",5041,8103,0.62,0.49,2454,8289,482.691,37347669.6383746,45207.3312422968,0.00121044583718408,"12036"
"21114","Prince George's","County",24,"033",620,9125,0.07,0.85,528,8750,482.691,14449012.249812,2526.91422070563,0.000174884910955661,"642"
"22307","Prince George's","County",24,"033",69,4482,0.02,0.9,62,3231,482.691,9868731.58894229,4.11272048950195e-06,4.16742562348151e-13,"156"
"22308","Prince George's","County",24,"033",212,4254,0.05,0.95,202,4438,482.691,12678609.9893131,23503.0211405752,0.00185375377587812,"642"
"22309","Prince George's","County",24,"033",982,10132,0.1,0.98,963,8187,482.691,21639107.815757,12481.7743296623,0.000576815570953134,"1942"
"22314","Prince George's","County",24,"033",4393,12699,0.35,0.19,830,7139,482.691,10647991.7229401,7.29063764672022e-08,6.84696028736877e-15,"12036"
