"ZCTA","NAME","LSAD","STATE","COUNTY","new_constructions","existing_constructions","new_existing_constructions_ratio","share_single_family_new_constructions","total_single_family_households_since_2000","total_single_family_households","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","brks"
"20132","Jefferson","County",54,"037",2299,2988,0.77,0.95,2188,5002,209.635,216575002.744151,3790.90473821759,1.75038886768292e-05,"12036"
"20135","Jefferson","County",54,"037",177,1026,0.17,1,177,1196,209.635,117057876.965921,13589791.9942648,0.116094639220403,"642"
"20141","Jefferson","County",54,"037",886,1113,0.8,1,886,1995,209.635,71254887.2575333,7.96898744154489e-06,1.1183776647829e-13,"1942"
"21758","Jefferson","County",54,"037",454,1321,0.34,1,454,1762,209.635,90602760.6458733,15.9567329883575,1.76117514241376e-07,"642"
"21782","Jefferson","County",54,"037",187,1302,0.14,1,187,1425,209.635,83219714.4209501,6.76833879947662,8.13309544087156e-08,"642"
"22611","Jefferson","County",54,"037",687,2687,0.26,0.96,662,2921,209.635,210681929.059386,5715.69314846251,2.71294893395978e-05,"1942"
"22624","Jefferson","County",54,"037",204,712,0.29,1,204,916,209.635,50060032.280033,5.03465601204602e-06,1.0057236846917e-13,"642"
"25404","Jefferson","County",54,"037",3351,4437,0.76,0.92,3069,6740,209.635,103677620.314523,46203.5048529096,0.00044564588493393,"12036"
"25405","Jefferson","County",54,"037",2081,1623,1.28,0.99,2050,3574,209.635,53981677.5515075,12430.0976975262,0.000230265124414962,"12036"
"25413","Jefferson","County",54,"037",1288,1316,0.98,0.98,1268,2511,209.635,57846091.4409513,23764.842533797,0.000410828838073803,"1942"
"25414","Jefferson","County",54,"037",2636,3865,0.68,0.96,2541,5674,209.635,143332021.140215,143332021.140215,1,"12036"
"25425","Jefferson","County",54,"037",1161,3600,0.32,1,1161,4558,209.635,107294328.370403,107288413.70982,0.999944874433969,"1942"
"25428","Jefferson","County",54,"037",1951,1833,1.06,0.99,1927,3669,209.635,59620165.5039498,58769.9931958541,0.000985740188727934,"12036"
"25430","Jefferson","County",54,"037",880,1832,0.48,0.91,800,2599,209.635,123989023.234305,113416735.340729,0.914732065647477,"1942"
"25432","Jefferson","County",54,"037",0,76,0,0,0,68,209.635,2131592.98817945,2131592.98817945,1,"156"
"25438","Jefferson","County",54,"037",811,1473,0.55,0.91,740,1926,209.635,23029450.2275515,23029450.2275515,1,"1942"
"25442","Jefferson","County",54,"037",94,451,0.21,1,94,520,209.635,36776801.250161,36776801.250161,1,"156"
"25443","Jefferson","County",54,"037",708,1893,0.37,1,708,2293,209.635,71238901.1376259,68366756.4131906,0.959682916516544,"1942"
"25446","Jefferson","County",54,"037",101,376,0.27,1,101,477,209.635,39894590.8104714,39894590.8104714,1,"156"
