"ZCTA","NAME","LSAD","STATE","COUNTY","new_constructions","existing_constructions","new_existing_constructions_ratio","share_single_family_new_constructions","total_single_family_households_since_2000","total_single_family_households","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","brks"
"22610","Warren","County",51,"187",170,554,0.31,1,170,724,213.465,135475199.871103,135367370.648175,0.999204066699801,"642"
"22620","Warren","County",51,"187",214,746,0.29,1,214,945,213.465,121212503.765698,28601.7705779076,0.000235963862549976,"642"
"22623","Warren","County",51,"187",33,227,0.15,1,33,260,213.465,3125644.24836347,364585.768380819,0.116643398739863,"156"
"22627","Warren","County",51,"187",23,263,0.09,1,23,286,213.465,85409199.3490468,116113.243666053,0.00135949340997246,"156"
"22630","Warren","County",51,"187",1946,9380,0.21,1,1939,10076,213.465,343731687.931053,322364687.921659,0.937838143064422,"12036"
"22640","Warren","County",51,"187",41,175,0.23,1,41,216,213.465,61385197.4647907,111576.04683055,0.00181763766247633,"156"
"22642","Warren","County",51,"187",417,1224,0.34,1,417,1641,213.465,132740688.158973,36603975.9259133,0.275755508228763,"642"
"22645","Warren","County",51,"187",444,1058,0.42,0.96,426,1333,213.465,93279316.4415271,39446694.409413,0.422887901779817,"642"
"22650","Warren","County",51,"187",66,219,0.3,1,66,285,213.465,75726979.1051072,73503.9288299484,0.000970643880141142,"156"
"22652","Warren","County",51,"187",127,423,0.3,1,127,550,213.465,182829760.23458,75660.969159428,0.000413832896035914,"156"
"22655","Warren","County",51,"187",2443,4820,0.51,0.96,2342,6748,213.465,91521419.0450353,7465262.87082553,0.0815684781630415,"12036"
"22657","Warren","County",51,"187",1482,2618,0.57,0.92,1369,3473,213.465,163072177.918029,19265497.513845,0.118140922380574,"1942"
"22663","Warren","County",51,"187",65,428,0.15,1,65,430,213.465,57381348.1734747,14464.0414907727,0.000252068693942938,"156"
"22740","Warren","County",51,"187",54,491,0.11,1,54,545,213.465,204550568.159909,49333.0528343543,0.000241177784438066,"156"
"22835","Warren","County",51,"187",457,3409,0.13,1,457,3640,213.465,394685603.052309,687.356623339467,1.74152950607719e-06,"642"
