"ZCTA","NAME","LSAD","STATE","COUNTY","new_constructions","existing_constructions","new_existing_constructions_ratio","share_single_family_new_constructions","total_single_family_households_since_2000","total_single_family_households","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","brks"
"17214","Frederick","County",24,"021",10,415,0.02,1,10,302,660.221,10287563.1810315,0,0,"156"
"17320","Frederick","County",24,"021",461,2421,0.19,0.99,458,2841,660.221,144179270.840384,0,0,"642"
"17325","Frederick","County",24,"021",1572,8161,0.19,0.91,1432,8140,660.221,334425997.203995,0,0,"1942"
"20176","Frederick","County",24,"021",8442,8387,1.01,0.84,7085,12708,660.221,148765692.3985,0,0,"12036"
"20180","Frederick","County",24,"021",931,1492,0.62,1,928,2371,660.221,111169793.923558,2.29178325086832,2.06151614569348e-08,"1942"
"20842","Frederick","County",24,"021",73,634,0.12,0.81,59,693,660.221,144607550.591817,38806279.1932697,0.268355829515486,"156"
"20871","Frederick","County",24,"021",5039,1201,4.2,0.87,4369,5504,660.221,53356061.8743873,2653459.50743698,0.0497311723208481,"12036"
"20872","Frederick","County",24,"021",444,3878,0.11,0.97,429,3973,660.221,54048798.5348558,1425.3185430374,2.63709570180033e-05,"642"
"21701","Frederick","County",24,"021",2900,12417,0.23,0.73,2110,11061,660.221,102532833.242765,102532833.242765,1,"12036"
"21702","Frederick","County",24,"021",3299,12369,0.27,0.76,2506,10882,660.221,104886473.461421,104886473.461421,1,"12036"
"21703","Frederick","County",24,"021",2724,10048,0.27,0.7,1919,9977,660.221,86319293.5032442,86319293.5032442,1,"12036"
"21704","Frederick","County",24,"021",3343,1702,1.96,0.93,3098,4738,660.221,68280080.4569738,68280080.4569738,1,"12036"
"21705","Frederick","County",24,"021",0,0,0,0,0,0,660.221,59372.1794168055,59372.1794168055,1,"156"
"21710","Frederick","County",24,"021",634,1191,0.53,0.89,566,1628,660.221,67306834.3923116,67306834.3923116,1,"642"
"21713","Frederick","County",24,"021",776,2762,0.28,1,776,3384,660.221,109512728.850769,64914.0363544085,0.000592753345073391,"1942"
"21714","Frederick","County",24,"021",0,60,0,0,0,31,660.221,78897.4086015522,78897.4086015522,1,"156"
"21716","Frederick","County",24,"021",245,1611,0.15,1,245,1493,660.221,10122655.6604268,10122655.7786808,1.00000001168211,"642"
"21717","Frederick","County",24,"021",0,22,0,0,0,22,660.221,967527.552774429,967527.552774429,1,"156"
"21718","Frederick","County",24,"021",0,75,0,0,0,56,660.221,1179178.63576972,1179178.63576972,1,"156"
"21719","Frederick","County",24,"021",51,325,0.16,0.75,38,340,660.221,8762485.9333663,237258.646172889,0.0270766364679048,"156"
"21727","Frederick","County",24,"021",357,1341,0.27,1,357,1412,660.221,83598387.642118,83583671.2425995,0.999823963117788,"642"
"21740","Frederick","County",24,"021",3679,18431,0.2,0.9,3306,16435,660.221,181632733.681579,0,0,"12036"
"21742","Frederick","County",24,"021",2670,10592,0.25,0.66,1750,10301,660.221,130735908.005528,0,0,"12036"
"21754","Frederick","County",24,"021",379,1771,0.21,0.89,336,2094,660.221,61539273.884357,61532450.0535177,0.999889114212623,"642"
"21755","Frederick","County",24,"021",163,1828,0.09,0.92,150,1912,660.221,90883870.8421615,90869849.9344863,0.999845727217103,"642"
"21757","Frederick","County",24,"021",113,1126,0.1,1,113,1199,660.221,97693855.9456051,44944747.3481213,0.460057051828787,"156"
"21758","Frederick","County",24,"021",454,1321,0.34,1,454,1762,660.221,90602760.6458733,42081814.343984,0.464465034442642,"642"
"21762","Frederick","County",24,"021",0,102,0,0,0,102,660.221,942473.198928714,942473.198928714,1,"156"
"21769","Frederick","County",24,"021",997,2942,0.34,0.99,986,3736,660.221,106383602.601286,105759353.802104,0.994132095699728,"1942"
"21770","Frederick","County",24,"021",136,1696,0.08,1,136,1832,660.221,28622554.3571894,28500213.588236,0.995725721491286,"156"
