FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied,Renter occupied
ACSSF,2013e5,wv,000,0103,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",2427,2022,405
ACSSF,2013e5,wv,000,0103,0000066,050,54,107,05000US54107,"Wood County, West Virginia",35569,25996,9573
ACSSF,2013e5,wv,000,0103,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",9101,7463,1638
ACSSF,2013e5,wv,000,0103,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",2485,1772,713
ACSSF,2013e5,wv,000,0103,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2161,1750,411
ACSSF,2013e5,wv,000,0103,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1453,1185,268
ACSSF,2013e5,wv,000,0103,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",6017,3120,2897
ACSSF,2013e5,wv,000,0103,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",4119,3438,681
ACSSF,2013e5,wv,000,0103,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6618,4988,1630
ACSSF,2013e5,wv,000,0103,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",7731,6269,1462
ACSSF,2013e5,wv,000,0103,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",7973,6014,1959
ACSSF,2013e5,wv,000,0103,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",7989,6579,1410
ACSSF,2013e5,wv,000,0103,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3318,2568,750
ACSSF,2013e5,wv,000,0103,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",2643,2034,609
ACSSF,2013e5,wv,000,0103,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",3598,2755,843
ACSSF,2013e5,wv,000,0103,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1172,828,344
ACSSF,2013e5,wv,000,0103,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1470,1112,358
ACSSF,2013e5,wv,000,0103,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1541,1254,287
ACSSF,2013e5,wv,000,0103,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1597,1252,345
ACSSF,2013e5,wv,000,0103,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",3343,2479,864
ACSSF,2013e5,wv,000,0103,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3382,2420,962
ACSSF,2013e5,wv,000,0103,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3243,2641,602
ACSSF,2013e5,wv,000,0103,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",7549,4754,2795
ACSSF,2013e5,wv,000,0103,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",7400,2763,4637
ACSSF,2013e5,wv,000,0103,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",7367,4034,3333
ACSSF,2013e5,wv,000,0103,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",9413,6234,3179
ACSSF,2013e5,wv,000,0103,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",8415,6861,1554
ACSSF,2013e5,wv,000,0103,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",506,448,58
ACSSF,2013e5,wv,000,0103,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",711,568,143
ACSSF,2013e5,wv,000,0103,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",556,404,152
ACSSF,2013e5,wv,000,0103,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",749,568,181
ACSSF,2013e5,wv,000,0103,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",619,505,114
ACSSF,2013e5,wv,000,0103,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1286,1024,262
ACSSF,2013e5,wv,000,0103,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1116,860,256
ACSSF,2013e5,wv,000,0103,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1033,957,76
ACSSF,2013e5,wv,000,0103,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",693,664,29
ACSSF,2013e5,wv,000,0103,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",596,445,151
ACSSF,2013e5,wv,000,0103,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",666,607,59
ACSSF,2013e5,wv,000,0103,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",823,584,239
ACSSF,2013e5,wv,000,0103,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",6015,4977,1038
ACSSF,2013e5,wv,000,0103,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",6324,4559,1765
ACSSF,2013e5,wv,000,0103,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",4911,3698,1213
ACSSF,2013e5,wv,000,0103,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",571,491,80
ACSSF,2013e5,wv,000,0103,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",661,316,345
ACSSF,2013e5,wv,000,0103,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",752,676,76
ACSSF,2013e5,wv,000,0103,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",606,513,93
ACSSF,2013e5,wv,000,0103,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1586,1316,270
ACSSF,2013e5,wv,000,0103,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",1680,1163,517
ACSSF,2013e5,wv,000,0103,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",1183,1038,145
ACSSF,2013e5,wv,000,0103,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",5703,4003,1700
ACSSF,2013e5,wv,000,0103,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",5138,3784,1354
ACSSF,2013e5,wv,000,0103,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",4568,3685,883
ACSSF,2013e5,wv,000,0103,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1456,745,711
ACSSF,2013e5,wv,000,0103,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1388,650,738
ACSSF,2013e5,wv,000,0103,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",2047,1217,830
ACSSF,2013e5,wv,000,0103,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",503,298,205
ACSSF,2013e5,wv,000,0103,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",1642,847,795
ACSSF,2013e5,wv,000,0103,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2149,1218,931
ACSSF,2013e5,wv,000,0103,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1385,709,676
ACSSF,2013e5,wv,000,0103,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4332,3271,1061
ACSSF,2013e5,wv,000,0103,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4251,3135,1116
ACSSF,2013e5,wv,000,0103,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4307,3320,987
ACSSF,2013e5,wv,000,0103,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1213,918,295
ACSSF,2013e5,wv,000,0103,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",903,855,48
ACSSF,2013e5,wv,000,0103,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",798,499,299
ACSSF,2013e5,wv,000,0103,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1126,789,337
ACSSF,2013e5,wv,000,0103,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",980,826,154
ACSSF,2013e5,wv,000,0103,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5083,3835,1248
ACSSF,2013e5,wv,000,0103,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4417,3430,987
ACSSF,2013e5,wv,000,0103,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",4414,2825,1589
ACSSF,2013e5,wv,000,0103,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5045,4059,986
ACSSF,2013e5,wv,000,0103,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",4507,3012,1495
ACSSF,2013e5,wv,000,0103,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4133,3347,786
ACSSF,2013e5,wv,000,0103,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",4004,2956,1048
ACSSF,2013e5,wv,000,0103,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",3449,2595,854
ACSSF,2013e5,wv,000,0103,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4006,3353,653
ACSSF,2013e5,wv,000,0103,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",4281,2704,1577
ACSSF,2013e5,wv,000,0103,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",4299,3484,815
ACSSF,2013e5,wv,000,0103,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",3810,3213,597
ACSSF,2013e5,wv,000,0103,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",4116,3052,1064
ACSSF,2013e5,wv,000,0103,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3383,2490,893
ACSSF,2013e5,wv,000,0103,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",18646,11637,7009
ACSSF,2013e5,wv,000,0103,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",22741,16029,6712
ACSSF,2013e5,wv,000,0103,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",20708,15765,4943
ACSSF,2013e5,wv,000,0103,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",20661,15346,5315
ACSSF,2013e5,wv,000,0103,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",1924,1331,593
ACSSF,2013e5,wv,000,0103,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2125,1578,547
ACSSF,2013e5,wv,000,0103,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2402,1708,694
ACSSF,2013e5,wv,000,0103,0000153,060,54,043,06000US5404390770,"District 1, Lincoln County, West Virginia",2816,2420,396
ACSSF,2013e5,wv,000,0103,0000154,060,54,043,06000US5404390806,"District 2, Lincoln County, West Virginia",2710,2070,640
ACSSF,2013e5,wv,000,0103,0000155,060,54,043,06000US5404390842,"District 3, Lincoln County, West Virginia",2890,2135,755
ACSSF,2013e5,wv,000,0103,0000156,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",4508,3120,1388
ACSSF,2013e5,wv,000,0103,0000157,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",5710,4137,1573
ACSSF,2013e5,wv,000,0103,0000158,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",4481,3594,887
ACSSF,2013e5,wv,000,0103,0000159,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",2249,1654,595
ACSSF,2013e5,wv,000,0103,0000160,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",2081,1526,555
ACSSF,2013e5,wv,000,0103,0000161,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",1702,1349,353
ACSSF,2013e5,wv,000,0103,0000162,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",2197,1838,359
ACSSF,2013e5,wv,000,0103,0000163,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",7004,4626,2378
ACSSF,2013e5,wv,000,0103,0000164,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",9014,7027,1987
ACSSF,2013e5,wv,000,0103,0000165,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",6575,5538,1037
ACSSF,2013e5,wv,000,0103,0000166,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",4435,3546,889
ACSSF,2013e5,wv,000,0103,0000167,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",4690,3354,1336
ACSSF,2013e5,wv,000,0103,0000168,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",4917,3849,1068
ACSSF,2013e5,wv,000,0103,0000169,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",458,410,48
ACSSF,2013e5,wv,000,0103,0000170,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1445,1066,379
ACSSF,2013e5,wv,000,0103,0000171,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",615,478,137
ACSSF,2013e5,wv,000,0103,0000172,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",755,627,128
ACSSF,2013e5,wv,000,0103,0000173,060,54,053,06000US5405391260,"Graham district, Mason County, West Virginia",1132,962,170
ACSSF,2013e5,wv,000,0103,0000174,060,54,053,06000US5405391512,"Hannan district, Mason County, West Virginia",948,813,135
ACSSF,2013e5,wv,000,0103,0000175,060,54,053,06000US5405391860,"Lewis district, Mason County, West Virginia",2451,1764,687
ACSSF,2013e5,wv,000,0103,0000176,060,54,053,06000US5405392652,"Robinson district, Mason County, West Virginia",1119,875,244
ACSSF,2013e5,wv,000,0103,0000177,060,54,053,06000US5405393264,"Union district, Mason County, West Virginia",588,532,56
ACSSF,2013e5,wv,000,0103,0000178,060,54,053,06000US5405393432,"Waggener district, Mason County, West Virginia",1098,908,190
ACSSF,2013e5,wv,000,0103,0000179,060,54,055,06000US5405590900,"District I, Mercer County, West Virginia",8001,5684,2317
ACSSF,2013e5,wv,000,0103,0000180,060,54,055,06000US5405590912,"District II, Mercer County, West Virginia",9845,6728,3117
ACSSF,2013e5,wv,000,0103,0000181,060,54,055,06000US5405590924,"District III, Mercer County, West Virginia",7795,6091,1704
ACSSF,2013e5,wv,000,0103,0000182,060,54,057,06000US5405790784,"District 1, Mineral County, West Virginia",3819,2606,1213
ACSSF,2013e5,wv,000,0103,0000183,060,54,057,06000US5405790820,"District 2, Mineral County, West Virginia",3720,1938,1782
ACSSF,2013e5,wv,000,0103,0000184,060,54,057,06000US5405790856,"District 3, Mineral County, West Virginia",3641,2479,1162
ACSSF,2013e5,wv,000,0103,0000185,060,54,059,06000US5405990141,"Beech Ben Mate district, Mingo County, West Virginia",1467,1123,344
ACSSF,2013e5,wv,000,0103,0000186,060,54,059,06000US5405991770,"Kermit Harvey district, Mingo County, West Virginia",1577,1192,385
ACSSF,2013e5,wv,000,0103,0000187,060,54,059,06000US5405991848,"Lee district, Mingo County, West Virginia",1509,1274,235
ACSSF,2013e5,wv,000,0103,0000188,060,54,059,06000US5405992064,"Magnolia district, Mingo County, West Virginia",1140,891,249
ACSSF,2013e5,wv,000,0103,0000189,060,54,059,06000US5405993012,"Stafford district, Mingo County, West Virginia",1644,1427,217
ACSSF,2013e5,wv,000,0103,0000190,060,54,059,06000US5405993162,"Tug Hardee district, Mingo County, West Virginia",1692,1352,340
ACSSF,2013e5,wv,000,0103,0000191,060,54,059,06000US5405993696,"Williamson district, Mingo County, West Virginia",1798,1152,646
ACSSF,2013e5,wv,000,0103,0000192,060,54,061,06000US5406190456,"Central district, Monongalia County, West Virginia",10120,4082,6038
ACSSF,2013e5,wv,000,0103,0000193,060,54,061,06000US5406190983,"Eastern district, Monongalia County, West Virginia",15857,8855,7002
ACSSF,2013e5,wv,000,0103,0000194,060,54,061,06000US5406193612,"Western district, Monongalia County, West Virginia",10472,7855,2617
ACSSF,2013e5,wv,000,0103,0000195,060,54,063,06000US5406390457,"Central district, Monroe County, West Virginia",1975,1555,420
ACSSF,2013e5,wv,000,0103,0000196,060,54,063,06000US5406390984,"Eastern district, Monroe County, West Virginia",1812,1529,283
ACSSF,2013e5,wv,000,0103,0000197,060,54,063,06000US5406393613,"Western district, Monroe County, West Virginia",1861,1573,288
ACSSF,2013e5,wv,000,0103,0000198,060,54,065,06000US5406590786,"District 1, Morgan County, West Virginia",2386,1546,840
ACSSF,2013e5,wv,000,0103,0000199,060,54,065,06000US5406590822,"District 2, Morgan County, West Virginia",2698,1676,1022
ACSSF,2013e5,wv,000,0103,0000200,060,54,065,06000US5406590858,"District 3, Morgan County, West Virginia",2259,1548,711
ACSSF,2013e5,wv,000,0103,0000201,060,54,067,06000US5406790132,"Beaver district, Nicholas County, West Virginia",3051,2423,628
ACSSF,2013e5,wv,000,0103,0000202,060,54,067,06000US5406791344,"Grant district, Nicholas County, West Virginia",693,653,40
ACSSF,2013e5,wv,000,0103,0000203,060,54,067,06000US5406791500,"Hamilton district, Nicholas County, West Virginia",1096,903,193
ACSSF,2013e5,wv,000,0103,0000204,060,54,067,06000US5406791716,"Jefferson district, Nicholas County, West Virginia",544,420,124
ACSSF,2013e5,wv,000,0103,0000205,060,54,067,06000US5406791752,"Kentucky district, Nicholas County, West Virginia",1670,1438,232
ACSSF,2013e5,wv,000,0103,0000206,060,54,067,06000US5406793072,"Summersville district, Nicholas County, West Virginia",2347,1693,654
ACSSF,2013e5,wv,000,0103,0000207,060,54,067,06000US5406793660,"Wilderness district, Nicholas County, West Virginia",1256,1032,224
ACSSF,2013e5,wv,000,0103,0000208,060,54,069,06000US5406990788,"District 1, Ohio County, West Virginia",6306,5098,1208
ACSSF,2013e5,wv,000,0103,0000209,060,54,069,06000US5406990824,"District 2, Ohio County, West Virginia",5935,3448,2487
ACSSF,2013e5,wv,000,0103,0000210,060,54,069,06000US5406990862,"District 3, Ohio County, West Virginia",6312,4465,1847
ACSSF,2013e5,wv,000,0103,0000211,060,54,071,06000US5407190462,"Central district, Pendleton County, West Virginia",997,702,295
ACSSF,2013e5,wv,000,0103,0000212,060,54,071,06000US5407190987,"Eastern district, Pendleton County, West Virginia",1266,959,307
ACSSF,2013e5,wv,000,0103,0000213,060,54,071,06000US5407193615,"Western district, Pendleton County, West Virginia",1011,871,140
ACSSF,2013e5,wv,000,0103,0000214,060,54,073,06000US5407390892,"District A, Pleasants County, West Virginia",753,559,194
ACSSF,2013e5,wv,000,0103,0000215,060,54,073,06000US5407390894,"District B, Pleasants County, West Virginia",594,569,25
ACSSF,2013e5,wv,000,0103,0000216,060,54,073,06000US5407390896,"District C, Pleasants County, West Virginia",711,563,148
ACSSF,2013e5,wv,000,0103,0000217,060,54,073,06000US5407390898,"District D, Pleasants County, West Virginia",689,609,80
ACSSF,2013e5,wv,000,0103,0000218,060,54,075,06000US5407590996,"Edray district, Pocahontas County, West Virginia",1405,1078,327
ACSSF,2013e5,wv,000,0103,0000219,060,54,075,06000US5407591416,"Greenbank district, Pocahontas County, West Virginia",1000,800,200
ACSSF,2013e5,wv,000,0103,0000220,060,54,075,06000US5407591656,"Huntersville district, Pocahontas County, West Virginia",552,488,64
ACSSF,2013e5,wv,000,0103,0000221,060,54,075,06000US5407591944,"Little Levels district, Pocahontas County, West Virginia",737,657,80
ACSSF,2013e5,wv,000,0103,0000222,060,54,077,06000US5407791096,"Fifth district, Preston County, West Virginia",2314,1982,332
