FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Built 2005 or later,Built 2000 to 2004,Built 1990 to 1999,Built 1980 to 1989,Built 1970 to 1979,Built 1960 to 1969,Built 1950 to 1959,Built 1940 to 1949,Built 1939 or earlier
ACSSF,2010e5,wv,000,0097,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",9933,94,741,2025,1785,1889,794,926,572,1107
ACSSF,2010e5,wv,000,0097,0000035,050,54,045,05000US54045,"Logan County, West Virginia",16847,372,663,2626,2571,3259,1202,1927,1323,2904
ACSSF,2010e5,wv,000,0097,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",11729,10,303,839,1107,1730,674,1337,1535,4194
ACSSF,2010e5,wv,000,0097,0000037,050,54,049,05000US54049,"Marion County, West Virginia",26584,423,714,2545,2382,3847,2674,3225,3131,7643
ACSSF,2010e5,wv,000,0097,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",15955,171,284,1407,1592,2834,1877,2069,1408,4313
ACSSF,2010e5,wv,000,0097,0000039,050,54,053,05000US54053,"Mason County, West Virginia",12893,461,880,1977,1649,2139,1286,1505,1201,1795
ACSSF,2010e5,wv,000,0097,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",30171,609,1499,4175,3695,5617,1953,3460,2931,6232
ACSSF,2010e5,wv,000,0097,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",12974,197,367,1668,1520,2523,1697,1712,941,2349
ACSSF,2010e5,wv,000,0097,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",12829,429,800,2704,2675,2202,481,1158,987,1393
ACSSF,2010e5,wv,000,0097,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",42125,2846,3887,5661,5526,6771,5108,4566,2749,5011
ACSSF,2010e5,wv,000,0097,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",7581,117,327,1144,1243,1317,437,599,357,2040
ACSSF,2010e5,wv,000,0097,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",9609,123,505,1366,1826,1893,1037,907,532,1420
ACSSF,2010e5,wv,000,0097,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",13032,217,828,2134,2287,2627,1040,1388,1123,1388
ACSSF,2010e5,wv,000,0097,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",21374,314,433,1122,1472,2609,2141,2561,2070,8652
ACSSF,2010e5,wv,000,0097,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",5145,8,156,756,905,983,338,235,300,1464
ACSSF,2010e5,wv,000,0097,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",3375,48,139,533,459,578,267,372,298,681
ACSSF,2010e5,wv,000,0097,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",8652,64,196,1596,2276,1830,576,535,349,1230
ACSSF,2010e5,wv,000,0097,0000051,050,54,077,05000US54077,"Preston County, West Virginia",14857,306,641,2684,2200,2957,1008,1181,834,3046
ACSSF,2010e5,wv,000,0097,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",23225,428,1470,6063,4547,4392,2166,1658,882,1619
ACSSF,2010e5,wv,000,0097,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",35970,827,1789,5415,4307,7427,3376,4425,3596,4808
ACSSF,2010e5,wv,000,0097,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",14149,170,599,2027,2459,2622,1462,1180,1114,2516
ACSSF,2010e5,wv,000,0097,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",5827,123,212,713,828,917,368,640,307,1719
ACSSF,2010e5,wv,000,0097,0000056,050,54,087,05000US54087,"Roane County, West Virginia",7379,70,287,781,993,1810,705,722,661,1350
ACSSF,2010e5,wv,000,0097,0000057,050,54,089,05000US54089,"Summers County, West Virginia",7648,128,183,1006,1103,1121,494,684,893,2036
ACSSF,2010e5,wv,000,0097,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",7490,91,315,1090,925,965,723,628,498,2255
ACSSF,2010e5,wv,000,0097,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",5229,65,266,822,1106,849,399,250,191,1281
ACSSF,2010e5,wv,000,0097,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",4968,120,174,385,776,804,431,394,302,1582
ACSSF,2010e5,wv,000,0097,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",11112,242,451,1417,1813,2648,1307,902,854,1478
ACSSF,2010e5,wv,000,0097,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",19271,405,1225,2715,3184,3769,2138,2063,1634,2138
ACSSF,2010e5,wv,000,0097,0000063,050,54,101,05000US54101,"Webster County, West Virginia",5424,127,221,445,1112,1144,477,438,569,891
ACSSF,2010e5,wv,000,0097,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",8221,108,388,641,1058,1280,886,991,728,2141
ACSSF,2010e5,wv,000,0097,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",3254,0,148,755,735,516,223,170,126,581
ACSSF,2010e5,wv,000,0097,0000066,050,54,107,05000US54107,"Wood County, West Virginia",40269,871,1600,4574,4945,6718,5754,6137,2866,6804
ACSSF,2010e5,wv,000,0097,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",11098,70,387,1522,1894,2276,982,1368,1321,1278
ACSSF,2010e5,wv,000,0097,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",3176,29,49,269,565,780,168,216,283,817
ACSSF,2010e5,wv,000,0097,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2641,53,91,400,419,514,292,137,244,491
ACSSF,2010e5,wv,000,0097,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1974,11,34,253,108,541,61,130,383,453
ACSSF,2010e5,wv,000,0097,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",7553,90,269,673,810,828,1039,940,590,2314
ACSSF,2010e5,wv,000,0097,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",3702,586,975,1093,360,346,104,97,31,110
ACSSF,2010e5,wv,000,0097,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6517,780,1084,1767,1060,1074,257,145,77,273
ACSSF,2010e5,wv,000,0097,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",7964,953,1508,2037,1376,771,471,239,174,435
ACSSF,2010e5,wv,000,0097,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",8105,695,1703,2245,1403,746,413,426,112,362
ACSSF,2010e5,wv,000,0097,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",9628,752,1342,2073,1890,1890,372,213,167,929
ACSSF,2010e5,wv,000,0097,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3844,17,325,436,456,860,355,411,487,497
ACSSF,2010e5,wv,000,0097,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",3196,56,67,628,600,465,256,456,304,364
ACSSF,2010e5,wv,000,0097,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",4187,122,139,971,842,960,187,423,206,337
ACSSF,2010e5,wv,000,0097,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1744,17,77,297,287,392,129,192,108,245
ACSSF,2010e5,wv,000,0097,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1906,27,165,283,296,333,149,141,80,432
ACSSF,2010e5,wv,000,0097,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1821,37,92,251,508,366,148,66,81,272
ACSSF,2010e5,wv,000,0097,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1986,35,77,284,285,289,171,202,142,501
ACSSF,2010e5,wv,000,0097,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",4012,47,82,287,252,989,485,716,342,812
ACSSF,2010e5,wv,000,0097,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3465,41,89,364,345,583,377,936,368,362
ACSSF,2010e5,wv,000,0097,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3535,29,83,207,220,422,247,478,393,1456
ACSSF,2010e5,wv,000,0097,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",9080,68,185,629,685,1114,1060,1544,1533,2262
ACSSF,2010e5,wv,000,0097,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",9179,8,182,372,665,822,735,1050,2081,3264
ACSSF,2010e5,wv,000,0097,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",8278,51,280,474,512,752,972,1390,1491,2356
ACSSF,2010e5,wv,000,0097,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",10849,472,989,1348,1517,2357,1946,1071,461,688
ACSSF,2010e5,wv,000,0097,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",8743,284,631,1461,1210,1871,999,828,597,862
ACSSF,2010e5,wv,000,0097,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",742,0,15,47,223,94,52,52,74,185
ACSSF,2010e5,wv,000,0097,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",786,37,31,23,164,303,94,33,50,51
ACSSF,2010e5,wv,000,0097,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",643,0,21,77,55,128,61,61,81,159
ACSSF,2010e5,wv,000,0097,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",863,0,68,135,68,225,85,92,37,153
ACSSF,2010e5,wv,000,0097,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",929,0,95,181,96,155,66,152,47,137
ACSSF,2010e5,wv,000,0097,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1551,0,97,446,342,186,60,55,97,268
ACSSF,2010e5,wv,000,0097,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1670,28,112,286,268,297,97,267,158,157
ACSSF,2010e5,wv,000,0097,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1411,11,41,386,269,287,101,143,81,92
ACSSF,2010e5,wv,000,0097,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",1040,39,58,214,165,209,8,62,47,238
ACSSF,2010e5,wv,000,0097,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",893,13,38,97,142,154,31,71,59,288
ACSSF,2010e5,wv,000,0097,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",910,15,69,92,123,199,70,17,38,287
ACSSF,2010e5,wv,000,0097,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",1063,8,11,107,117,184,32,44,72,488
ACSSF,2010e5,wv,000,0097,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",7291,123,327,752,927,1357,552,842,746,1665
ACSSF,2010e5,wv,000,0097,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",7774,29,146,739,781,1907,777,1008,887,1500
ACSSF,2010e5,wv,000,0097,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",6677,22,241,635,606,808,514,942,794,2115
ACSSF,2010e5,wv,000,0097,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",892,0,0,226,168,115,27,38,16,302
ACSSF,2010e5,wv,000,0097,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",908,0,33,16,248,164,153,89,67,138
ACSSF,2010e5,wv,000,0097,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",1044,87,44,140,342,55,40,37,0,299
ACSSF,2010e5,wv,000,0097,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",650,0,36,57,158,108,79,56,38,118
ACSSF,2010e5,wv,000,0097,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1762,31,176,340,327,347,131,62,97,251
ACSSF,2010e5,wv,000,0097,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",2313,56,80,373,476,399,215,175,178,361
ACSSF,2010e5,wv,000,0097,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",2297,12,86,391,429,513,175,60,113,518
ACSSF,2010e5,wv,000,0097,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",6348,103,327,904,624,1686,563,603,597,941
ACSSF,2010e5,wv,000,0097,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",6741,61,289,890,580,1178,722,936,500,1585
ACSSF,2010e5,wv,000,0097,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",5746,128,244,625,640,706,406,939,748,1310
ACSSF,2010e5,wv,000,0097,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1899,60,186,400,465,357,235,61,53,82
ACSSF,2010e5,wv,000,0097,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1586,5,56,226,240,441,235,102,127,154
ACSSF,2010e5,wv,000,0097,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",2499,37,59,561,487,679,281,96,61,238
ACSSF,2010e5,wv,000,0097,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",677,0,20,107,160,135,90,29,17,119
ACSSF,2010e5,wv,000,0097,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",2212,0,61,319,318,352,326,157,359,320
ACSSF,2010e5,wv,000,0097,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2725,80,71,458,719,618,296,109,67,307
ACSSF,2010e5,wv,000,0097,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1741,29,34,288,485,284,235,68,171,147
ACSSF,2010e5,wv,000,0097,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",5021,17,200,341,113,797,1082,1404,570,497
ACSSF,2010e5,wv,000,0097,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4784,23,87,292,389,907,582,841,822,841
ACSSF,2010e5,wv,000,0097,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4794,63,209,576,444,819,416,673,460,1134
ACSSF,2010e5,wv,000,0097,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1913,0,134,343,312,314,358,153,79,220
ACSSF,2010e5,wv,000,0097,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",2062,0,56,522,364,348,242,192,58,280
ACSSF,2010e5,wv,000,0097,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",1194,67,39,135,153,281,163,106,43,207
ACSSF,2010e5,wv,000,0097,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1402,14,112,240,321,327,151,86,45,106
ACSSF,2010e5,wv,000,0097,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1410,0,55,369,241,230,210,101,29,175
ACSSF,2010e5,wv,000,0097,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5382,218,258,688,769,861,684,958,482,464
ACSSF,2010e5,wv,000,0097,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4903,73,152,576,449,515,453,536,471,1678
ACSSF,2010e5,wv,000,0097,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",5298,48,64,408,355,671,532,653,798,1769
ACSSF,2010e5,wv,000,0097,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5863,131,280,831,520,761,395,840,667,1438
ACSSF,2010e5,wv,000,0097,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",5434,110,54,270,488,468,728,1095,591,1630
ACSSF,2010e5,wv,000,0097,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4616,162,181,505,655,1056,346,252,390,1069
ACSSF,2010e5,wv,000,0097,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",4446,79,375,771,738,983,385,447,232,436
ACSSF,2010e5,wv,000,0097,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",4221,140,151,440,607,862,657,603,70,691
ACSSF,2010e5,wv,000,0097,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4515,250,613,830,678,845,524,317,130,328
ACSSF,2010e5,wv,000,0097,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",5269,171,667,827,878,833,488,292,168,945
ACSSF,2010e5,wv,000,0097,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",3942,180,689,668,531,655,308,300,81,530
ACSSF,2010e5,wv,000,0097,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",4842,234,905,1063,949,932,424,164,42,129
ACSSF,2010e5,wv,000,0097,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",3866,279,325,560,915,781,405,120,99,382
ACSSF,2010e5,wv,000,0097,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3689,213,548,547,643,540,346,73,163,616
ACSSF,2010e5,wv,000,0097,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",22428,411,708,2232,1965,2766,2166,3547,3363,5270
ACSSF,2010e5,wv,000,0097,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",24433,403,598,1458,2120,3760,3692,5451,3968,2983
ACSSF,2010e5,wv,000,0097,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",22359,509,1581,2258,2533,4736,2992,3936,2441,1373
ACSSF,2010e5,wv,000,0097,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",23843,439,1430,2672,2477,3587,2780,3863,3208,3387
ACSSF,2010e5,wv,000,0097,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",2735,68,56,350,294,332,246,365,231,793
ACSSF,2010e5,wv,000,0097,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2661,10,65,288,390,640,288,289,187,504
ACSSF,2010e5,wv,000,0097,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2589,14,137,437,473,364,279,244,226,415
ACSSF,2010e5,wv,000,0097,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",1643,6,61,320,264,233,163,209,83,304
ACSSF,2010e5,wv,000,0097,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",1530,0,171,353,240,275,71,107,93,220
ACSSF,2010e5,wv,000,0097,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",1727,11,151,240,435,326,222,144,90,108
ACSSF,2010e5,wv,000,0097,0000156,060,54,043,06000US5404391704,"Jefferson district, Lincoln County, West Virginia",530,19,32,112,105,172,6,38,18,28
ACSSF,2010e5,wv,000,0097,0000157,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",968,15,79,186,176,195,83,81,58,95
ACSSF,2010e5,wv,000,0097,0000158,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",2094,10,118,423,323,515,98,239,104,264
ACSSF,2010e5,wv,000,0097,0000159,060,54,043,06000US5404393240,"Union district, Lincoln County, West Virginia",190,0,0,66,21,73,0,0,0,30
ACSSF,2010e5,wv,000,0097,0000160,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",1251,33,129,325,221,100,151,108,126,58
ACSSF,2010e5,wv,000,0097,0000161,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",5493,132,269,655,592,780,484,753,690,1138
ACSSF,2010e5,wv,000,0097,0000162,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",6044,110,252,1017,1140,1321,365,839,405,595
ACSSF,2010e5,wv,000,0097,0000163,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",5310,130,142,954,839,1158,353,335,228,1171
ACSSF,2010e5,wv,000,0097,0000164,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",3243,4,69,194,226,432,268,376,502,1172
ACSSF,2010e5,wv,000,0097,0000165,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",2598,0,79,194,274,377,126,405,369,774
ACSSF,2010e5,wv,000,0097,0000166,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",2943,6,46,195,155,250,83,206,422,1580
ACSSF,2010e5,wv,000,0097,0000167,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",2945,0,109,256,452,671,197,350,242,668
ACSSF,2010e5,wv,000,0097,0000168,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",8618,87,164,345,433,842,1057,1222,1118,3350
ACSSF,2010e5,wv,000,0097,0000169,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",9940,269,354,1437,1022,1764,988,1334,1213,1559
ACSSF,2010e5,wv,000,0097,0000170,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",8026,67,196,763,927,1241,629,669,800,2734
ACSSF,2010e5,wv,000,0097,0000171,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",5242,12,51,430,461,943,615,666,638,1426
ACSSF,2010e5,wv,000,0097,0000172,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",4785,60,51,328,368,669,480,560,506,1763
ACSSF,2010e5,wv,000,0097,0000173,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",5928,99,182,649,763,1222,782,843,264,1124
ACSSF,2010e5,wv,000,0097,0000174,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",543,84,31,83,66,174,0,7,0,98
ACSSF,2010e5,wv,000,0097,0000175,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1843,21,131,409,256,324,240,134,123,205
ACSSF,2010e5,wv,000,0097,0000176,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",618,27,114,94,74,120,28,75,16,70
