FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Built 2005 or later,Built 2000 to 2004,Built 1990 to 1999,Built 1980 to 1989,Built 1970 to 1979,Built 1960 to 1969,Built 1950 to 1959,Built 1940 to 1949,Built 1939 or earlier
ACSSF,2009e5,wv,000,0098,0000056,050,54,087,05000US54087,"Roane County, West Virginia",7759,42,353,727,1099,1839,760,759,683,1497
ACSSF,2009e5,wv,000,0098,0000057,050,54,089,05000US54089,"Summers County, West Virginia",7518,78,326,878,993,1103,541,732,901,1966
ACSSF,2009e5,wv,000,0098,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",7314,24,268,1107,893,1003,644,561,545,2269
ACSSF,2009e5,wv,000,0098,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",4820,70,125,822,1176,708,354,202,177,1186
ACSSF,2009e5,wv,000,0098,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",4919,115,215,328,739,865,418,437,287,1515
ACSSF,2009e5,wv,000,0098,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",11375,88,467,1622,1899,2730,1261,980,907,1421
ACSSF,2009e5,wv,000,0098,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",19646,269,1237,2735,3144,3615,2304,2061,1698,2583
ACSSF,2009e5,wv,000,0098,0000063,050,54,101,05000US54101,"Webster County, West Virginia",5475,66,221,565,1095,1132,437,388,521,1050
ACSSF,2009e5,wv,000,0098,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",8417,72,343,686,1094,1304,905,1171,718,2124
ACSSF,2009e5,wv,000,0098,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",3451,0,123,902,777,451,215,228,165,590
ACSSF,2009e5,wv,000,0098,0000066,050,54,107,05000US54107,"Wood County, West Virginia",40923,651,1505,4431,5323,7394,5722,5759,3248,6890
ACSSF,2009e5,wv,000,0098,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",11930,59,335,1952,1795,2459,1031,1586,1365,1348
ACSSF,2009e5,wv,000,0098,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",3098,17,43,278,537,792,155,167,262,847
ACSSF,2009e5,wv,000,0098,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2645,26,68,389,373,534,317,119,220,599
ACSSF,2009e5,wv,000,0098,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1868,0,30,240,124,502,88,116,307,461
ACSSF,2009e5,wv,000,0098,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",7168,65,292,756,575,972,832,910,528,2238
ACSSF,2009e5,wv,000,0098,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",3705,415,917,1218,259,522,79,86,45,164
ACSSF,2009e5,wv,000,0098,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6565,515,1202,1738,1140,1198,369,125,75,203
ACSSF,2009e5,wv,000,0098,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",7967,755,1461,2101,1308,798,560,197,178,609
ACSSF,2009e5,wv,000,0098,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",7482,507,1395,2188,1365,848,393,375,99,312
ACSSF,2009e5,wv,000,0098,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",9701,564,1347,2306,1978,1871,474,197,174,790
ACSSF,2009e5,wv,000,0098,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",4267,16,243,550,571,808,412,583,524,560
ACSSF,2009e5,wv,000,0098,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",3528,56,101,596,697,639,267,428,328,416
ACSSF,2009e5,wv,000,0098,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",4150,42,167,922,858,859,199,452,243,408
ACSSF,2009e5,wv,000,0098,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1823,14,68,297,307,353,130,211,112,331
ACSSF,2009e5,wv,000,0098,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1957,27,72,318,314,297,153,246,121,409
ACSSF,2009e5,wv,000,0098,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",2014,0,67,231,658,372,172,117,94,303
ACSSF,2009e5,wv,000,0098,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1890,13,78,334,297,257,152,254,137,368
ACSSF,2009e5,wv,000,0098,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",4203,36,97,301,323,884,556,716,439,851
ACSSF,2009e5,wv,000,0098,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3506,28,92,432,408,443,385,992,370,356
ACSSF,2009e5,wv,000,0098,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3582,10,49,264,205,390,222,519,474,1449
ACSSF,2009e5,wv,000,0098,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",9208,77,200,636,653,1154,1173,1491,1554,2270
ACSSF,2009e5,wv,000,0098,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",9394,6,177,400,623,925,664,1012,2008,3579
ACSSF,2009e5,wv,000,0098,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",8481,29,202,513,502,703,1049,1343,1425,2715
ACSSF,2009e5,wv,000,0098,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",10628,417,998,1342,1516,2273,1856,1093,399,734
ACSSF,2009e5,wv,000,0098,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",8724,209,664,1677,1179,1629,872,844,723,927
ACSSF,2009e5,wv,000,0098,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",811,0,38,32,311,93,38,65,61,173
ACSSF,2009e5,wv,000,0098,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",790,17,61,43,190,250,80,47,39,63
ACSSF,2009e5,wv,000,0098,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",702,0,31,82,69,134,59,68,112,147
ACSSF,2009e5,wv,000,0098,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",773,0,99,143,88,156,60,88,29,110
ACSSF,2009e5,wv,000,0098,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",928,0,150,75,138,175,42,125,50,173
ACSSF,2009e5,wv,000,0098,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1784,0,87,448,343,268,100,78,110,350
ACSSF,2009e5,wv,000,0098,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1704,6,147,256,200,338,105,252,228,172
ACSSF,2009e5,wv,000,0098,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1534,10,97,380,269,300,148,165,108,57
ACSSF,2009e5,wv,000,0098,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",1022,11,52,246,175,203,6,49,48,232
ACSSF,2009e5,wv,000,0098,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",908,17,49,82,107,164,54,76,48,311
ACSSF,2009e5,wv,000,0098,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",905,0,53,108,177,177,39,8,41,302
ACSSF,2009e5,wv,000,0098,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",974,0,16,104,177,143,30,28,85,391
ACSSF,2009e5,wv,000,0098,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",7413,63,313,773,888,1478,539,891,809,1659
ACSSF,2009e5,wv,000,0098,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",7933,0,170,788,727,1671,834,1109,982,1652
ACSSF,2009e5,wv,000,0098,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",7066,20,224,744,573,923,489,1073,849,2171
ACSSF,2009e5,wv,000,0098,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",892,0,5,260,179,101,25,41,17,264
ACSSF,2009e5,wv,000,0098,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",768,0,42,25,153,164,107,73,60,144
ACSSF,2009e5,wv,000,0098,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",971,8,34,96,373,87,47,9,30,287
ACSSF,2009e5,wv,000,0098,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",536,0,41,68,137,95,64,42,39,50
ACSSF,2009e5,wv,000,0098,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1920,24,131,384,427,332,144,62,136,280
ACSSF,2009e5,wv,000,0098,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",2333,27,83,415,440,285,288,278,178,339
ACSSF,2009e5,wv,000,0098,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",2417,0,54,386,477,519,209,75,197,500
ACSSF,2009e5,wv,000,0098,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",6118,45,287,877,789,1734,436,535,501,914
ACSSF,2009e5,wv,000,0098,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",6669,38,165,802,644,1239,688,908,529,1656
ACSSF,2009e5,wv,000,0098,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",5842,96,220,528,695,895,373,854,837,1344
ACSSF,2009e5,wv,000,0098,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1722,59,121,470,388,335,161,51,39,98
ACSSF,2009e5,wv,000,0098,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1425,0,73,330,222,285,233,90,64,128
ACSSF,2009e5,wv,000,0098,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",2439,36,62,592,567,484,252,84,103,259
ACSSF,2009e5,wv,000,0098,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",642,0,31,58,160,145,93,33,14,108
ACSSF,2009e5,wv,000,0098,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",2067,0,56,240,301,319,259,191,342,359
ACSSF,2009e5,wv,000,0098,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2536,53,72,493,614,679,216,36,66,307
ACSSF,2009e5,wv,000,0098,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1642,26,46,281,535,222,106,46,158,222
ACSSF,2009e5,wv,000,0098,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4922,0,152,250,131,783,1069,1581,570,386
ACSSF,2009e5,wv,000,0098,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4875,39,84,365,354,915,646,884,698,890
ACSSF,2009e5,wv,000,0098,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",5051,49,221,561,599,693,477,658,501,1292
ACSSF,2009e5,wv,000,0098,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1774,0,27,356,348,330,263,141,58,251
ACSSF,2009e5,wv,000,0098,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",2196,0,95,573,258,402,243,250,54,321
ACSSF,2009e5,wv,000,0098,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",1249,58,39,206,166,294,144,88,58,196
ACSSF,2009e5,wv,000,0098,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1386,17,128,224,313,308,125,113,35,123
ACSSF,2009e5,wv,000,0098,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1347,0,78,356,231,159,168,85,60,210
ACSSF,2009e5,wv,000,0098,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5490,149,350,770,626,822,666,1024,493,590
ACSSF,2009e5,wv,000,0098,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4811,72,132,525,490,572,490,479,539,1512
ACSSF,2009e5,wv,000,0098,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",5610,16,71,416,355,626,644,524,972,1986
ACSSF,2009e5,wv,000,0098,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5691,71,216,869,560,835,347,748,606,1439
ACSSF,2009e5,wv,000,0098,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",5722,120,58,413,361,400,764,1105,711,1790
ACSSF,2009e5,wv,000,0098,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4722,122,202,658,621,1137,249,273,384,1076
ACSSF,2009e5,wv,000,0098,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",4265,85,282,683,759,887,381,472,304,412
ACSSF,2009e5,wv,000,0098,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",4092,67,143,291,536,766,723,656,114,796
ACSSF,2009e5,wv,000,0098,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4368,96,652,855,692,917,425,240,122,369
ACSSF,2009e5,wv,000,0098,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",5605,111,901,848,735,876,499,344,274,1017
ACSSF,2009e5,wv,000,0098,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",3842,114,475,641,651,633,391,267,102,568
ACSSF,2009e5,wv,000,0098,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",4770,109,649,1215,1043,886,442,206,62,158
ACSSF,2009e5,wv,000,0098,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",3734,225,322,410,865,799,469,122,78,444
ACSSF,2009e5,wv,000,0098,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3726,132,585,603,555,559,343,122,143,684
ACSSF,2009e5,wv,000,0098,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",23288,363,799,2281,1913,3058,2359,3962,3153,5400
ACSSF,2009e5,wv,000,0098,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",24152,238,621,1628,2292,3709,3561,5406,3880,2817
ACSSF,2009e5,wv,000,0098,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",23263,254,1448,2331,2623,5101,3188,4232,2503,1583
ACSSF,2009e5,wv,000,0098,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",24645,398,1231,2534,2719,3997,2882,4107,3019,3758
ACSSF,2009e5,wv,000,0098,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",2787,14,100,396,248,336,272,236,245,940
ACSSF,2009e5,wv,000,0098,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2601,0,31,248,356,731,373,214,171,477
ACSSF,2009e5,wv,000,0098,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2791,14,132,509,505,355,237,334,169,536
ACSSF,2009e5,wv,000,0098,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",1683,8,13,285,287,233,171,200,97,389
ACSSF,2009e5,wv,000,0098,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",1424,0,122,367,250,246,74,110,132,123
ACSSF,2009e5,wv,000,0098,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",1667,20,150,315,392,345,214,128,6,97
ACSSF,2009e5,wv,000,0098,0000156,060,54,043,06000US5404391704,"Jefferson district, Lincoln County, West Virginia",604,21,84,95,92,232,21,37,11,11
ACSSF,2009e5,wv,000,0098,0000157,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",1043,15,108,239,173,267,93,39,16,93
ACSSF,2009e5,wv,000,0098,0000158,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",2107,13,137,501,313,453,107,195,89,299
ACSSF,2009e5,wv,000,0098,0000159,060,54,043,06000US5404393240,"Union district, Lincoln County, West Virginia",232,0,0,74,0,22,0,11,0,125
ACSSF,2009e5,wv,000,0098,0000160,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",1425,38,123,353,279,196,143,127,97,69
ACSSF,2009e5,wv,000,0098,0000161,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",5591,3,224,559,539,919,401,865,653,1428
ACSSF,2009e5,wv,000,0098,0000162,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",6359,84,200,1142,1188,1243,399,816,534,753
ACSSF,2009e5,wv,000,0098,0000163,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",5545,159,113,962,996,1055,311,348,294,1307
ACSSF,2009e5,wv,000,0098,0000164,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",3595,6,76,219,345,378,347,348,593,1283
ACSSF,2009e5,wv,000,0098,0000165,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",3186,0,77,251,234,397,192,597,509,929
ACSSF,2009e5,wv,000,0098,0000166,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",3553,6,43,244,171,298,89,315,448,1939
ACSSF,2009e5,wv,000,0098,0000167,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",3398,27,78,320,662,876,264,361,269,541
ACSSF,2009e5,wv,000,0098,0000168,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",8920,36,139,372,517,983,1053,1096,1258,3466
ACSSF,2009e5,wv,000,0098,0000169,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",10313,241,309,1767,1072,1718,1056,1448,1150,1552
ACSSF,2009e5,wv,000,0098,0000170,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",7987,13,131,672,889,1071,554,772,889,2996
ACSSF,2009e5,wv,000,0098,0000171,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",5383,0,55,358,476,1048,610,672,648,1516
ACSSF,2009e5,wv,000,0098,0000172,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",4609,59,92,250,366,582,456,609,544,1651
ACSSF,2009e5,wv,000,0098,0000173,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",6095,96,144,672,810,1308,795,867,206,1197
ACSSF,2009e5,wv,000,0098,0000174,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",466,28,10,88,49,181,0,23,6,81
ACSSF,2009e5,wv,000,0098,0000175,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1861,9,116,416,247,344,226,172,112,219
ACSSF,2009e5,wv,000,0098,0000176,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",697,39,61,94,89,134,112,61,12,95
