FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Male:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Female:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
ACSSF,2011e5,wv,000,0043,0000524,070,54,037,07000US540379154835284,"Harpers Ferry town, Harpers Ferry district, Jefferson County, West Virginia",186,82,0,0,0,0,0,0,0,0,8,8,12,0,23,18,12,1,104,0,0,0,2,9,0,2,0,12,3,6,2,40,23,0,5
ACSSF,2011e5,wv,000,0043,0000525,070,54,037,07000US540379154866988,"Ranson corporation (part), Harpers Ferry district, Jefferson County, West Virginia",277,110,0,0,0,0,0,0,0,0,22,12,26,10,0,30,10,0,167,0,0,0,0,0,10,0,0,0,0,12,105,40,0,0,0
ACSSF,2011e5,wv,000,0043,0000526,070,54,037,07000US540379154873444,"Shenandoah Junction CDP (part), Harpers Ferry district, Jefferson County, West Virginia",305,122,0,0,0,0,67,16,22,0,17,0,0,0,0,0,0,0,183,0,0,0,0,19,23,0,0,19,19,25,15,0,63,0,0
ACSSF,2011e5,wv,000,0043,0000527,070,54,037,07000US540379154899999,"Remainder of Harpers Ferry district, Harpers Ferry district, Jefferson County, West Virginia",5329,2767,22,0,0,106,121,35,65,29,939,194,224,188,634,171,14,25,2562,4,0,3,16,56,98,63,13,848,224,371,328,365,173,0,0
ACSSF,2011e5,wv,000,0043,0000528,070,54,037,07000US540379174014610,"Charles Town city (part), Kabletown district, Jefferson County, West Virginia",506,262,0,0,0,0,0,0,0,0,0,0,97,54,70,14,11,16,244,0,0,0,0,0,0,0,13,20,0,16,43,94,17,24,17
ACSSF,2011e5,wv,000,0043,0000529,070,54,037,07000US540379174073252,"Shannondale CDP, Kabletown district, Jefferson County, West Virginia",1805,843,11,0,0,19,30,24,0,0,275,49,71,80,241,43,0,0,962,15,0,0,0,0,18,25,10,197,70,237,88,239,63,0,0
ACSSF,2011e5,wv,000,0043,0000530,070,54,037,07000US540379174099999,"Remainder of Kabletown district, Kabletown district, Jefferson County, West Virginia",5572,2735,10,45,0,116,18,68,10,63,741,176,373,270,673,100,37,35,2837,7,0,65,25,54,17,42,33,823,246,362,215,605,301,30,12
ACSSF,2011e5,wv,000,0043,0000531,070,54,037,07000US540379216014610,"Charles Town city (part), Middleway district, Jefferson County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000532,070,54,037,07000US540379216053692,"Middleway CDP, Middleway district, Jefferson County, West Virginia",222,110,0,0,0,0,0,0,0,0,60,0,25,17,0,8,0,0,112,0,0,0,0,0,11,0,0,28,0,0,0,59,6,0,8
ACSSF,2011e5,wv,000,0043,0000533,070,54,037,07000US540379216066988,"Ranson corporation (part), Middleway district, Jefferson County, West Virginia",162,93,0,0,0,0,0,15,0,0,48,0,11,19,0,0,0,0,69,0,0,0,23,0,0,0,0,12,0,23,0,11,0,0,0
ACSSF,2011e5,wv,000,0043,0000534,070,54,037,07000US540379216073444,"Shenandoah Junction CDP (part), Middleway district, Jefferson County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000535,070,54,037,07000US540379216099999,"Remainder of Middleway district, Middleway district, Jefferson County, West Virginia",6331,3122,32,14,78,75,53,171,204,39,1314,122,371,109,360,121,38,21,3209,15,0,12,75,148,196,214,30,1404,176,249,159,228,252,43,8
ACSSF,2011e5,wv,000,0043,0000536,070,54,037,07000US540379276073444,"Shenandoah Junction CDP (part), Shepherdstown district, Jefferson County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000537,070,54,037,07000US540379276073468,"Shepherdstown town, Shepherdstown district, Jefferson County, West Virginia",726,314,0,0,3,7,8,0,21,0,24,0,53,9,128,13,14,34,412,0,0,7,1,0,0,0,14,72,42,44,30,103,64,6,29
ACSSF,2011e5,wv,000,0043,0000538,070,54,037,07000US540379276099999,"Remainder of Shepherdstown district, Shepherdstown district, Jefferson County, West Virginia",5220,2720,0,0,9,26,90,111,17,47,482,111,327,170,698,296,139,197,2500,4,0,0,0,35,57,63,0,512,142,358,196,567,448,68,50
ACSSF,2011e5,wv,000,0043,0000539,070,54,039,07000US540399076805836,"Belle town, District 1, Kanawha County, West Virginia",976,395,0,0,4,10,0,3,7,6,155,13,110,18,59,8,2,0,581,3,0,17,10,40,4,18,7,222,46,71,30,81,27,0,5
ACSSF,2011e5,wv,000,0043,0000540,070,54,039,07000US540399076813924,"Cedar Grove town, District 1, Kanawha County, West Virginia",617,276,0,0,9,13,14,26,11,0,177,0,20,4,2,0,0,0,341,0,0,4,31,31,14,7,0,211,10,28,2,0,3,0,0
ACSSF,2011e5,wv,000,0043,0000541,070,54,039,07000US540399076814600,"Charleston city (part), District 1, Kanawha County, West Virginia",12483,5939,27,4,75,117,112,186,140,40,1419,358,886,300,1355,382,446,92,6544,16,20,37,122,76,79,165,23,1809,439,1089,610,1135,688,157,79
ACSSF,2011e5,wv,000,0043,0000542,070,54,039,07000US540399076814812,"Chelyan CDP, District 1, Kanawha County, West Virginia",567,274,28,0,0,0,0,54,0,0,126,18,0,13,0,35,0,0,293,0,0,0,0,0,18,0,0,192,12,44,27,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000543,070,54,039,07000US540399076815028,"Chesapeake town, District 1, Kanawha County, West Virginia",1275,583,0,3,0,36,15,12,9,7,299,43,59,50,39,3,8,0,692,19,0,0,17,15,25,21,19,351,58,69,54,30,14,0,0
ACSSF,2011e5,wv,000,0043,0000544,070,54,039,07000US540399076816612,"Coal Fork CDP (part), District 1, Kanawha County, West Virginia",1013,466,0,8,0,21,0,0,15,0,256,27,52,17,70,0,0,0,547,0,0,16,26,35,12,9,12,244,46,46,92,0,9,0,0
ACSSF,2011e5,wv,000,0043,0000545,070,54,039,07000US540399076823092,"East Bank town, District 1, Kanawha County, West Virginia",851,398,18,0,4,34,26,0,6,4,230,3,27,2,35,9,0,0,453,3,13,4,20,38,0,19,10,231,3,59,10,26,8,0,9
ACSSF,2011e5,wv,000,0043,0000546,070,54,039,07000US540399076831324,"Glasgow town, District 1, Kanawha County, West Virginia",571,266,0,0,3,16,2,6,26,0,160,3,24,8,11,7,0,0,305,0,0,5,16,3,3,13,0,182,12,39,17,15,0,0,0
ACSSF,2011e5,wv,000,0043,0000547,070,54,039,07000US540399076834756,"Handley town, District 1, Kanawha County, West Virginia",248,130,5,0,0,3,10,8,7,0,60,12,13,2,10,0,0,0,118,0,0,3,4,7,0,0,1,75,2,11,9,0,6,0,0
ACSSF,2011e5,wv,000,0043,0000548,070,54,039,07000US540399076851724,"Marmet city, District 1, Kanawha County, West Virginia",1304,556,0,0,0,29,10,37,27,10,246,22,111,16,39,9,0,0,748,0,9,6,23,16,44,19,19,312,63,127,53,44,10,3,0
ACSSF,2011e5,wv,000,0043,0000549,070,54,039,07000US540399076855468,"Montgomery city (part), District 1, Kanawha County, West Virginia",377,183,9,0,0,0,5,9,14,0,61,12,24,10,33,6,0,0,194,6,0,3,0,7,18,2,9,30,11,30,24,38,6,0,10
ACSSF,2011e5,wv,000,0043,0000550,070,54,039,07000US540399076865356,"Pratt town, District 1, Kanawha County, West Virginia",320,154,0,0,0,0,0,0,0,0,65,8,26,11,26,15,0,3,166,0,0,0,5,0,0,0,5,94,7,10,9,24,12,0,0
ACSSF,2011e5,wv,000,0043,0000551,070,54,039,07000US540399076866892,"Rand CDP, District 1, Kanawha County, West Virginia",815,331,0,0,0,15,7,0,15,0,98,42,60,35,59,0,0,0,484,0,0,0,15,14,0,20,16,233,52,44,27,63,0,0,0
ACSSF,2011e5,wv,000,0043,0000552,070,54,039,07000US540399076873876,"Shrewsbury CDP, District 1, Kanawha County, West Virginia",563,246,0,15,0,0,10,9,0,12,134,0,39,0,27,0,0,0,317,0,0,0,0,31,20,16,0,173,17,48,0,12,0,0,0
ACSSF,2011e5,wv,000,0043,0000553,070,54,039,07000US540399076874740,"Smithers city (part), District 1, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000554,070,54,039,07000US540399076899999,"District Remainder of 1, District 1, Kanawha County, West Virginia",9859,4790,32,70,119,426,327,255,246,39,2186,181,567,167,134,29,0,12,5069,86,0,68,361,354,224,160,14,2485,216,416,342,218,125,0,0
ACSSF,2011e5,wv,000,0043,0000555,070,54,039,07000US540399080401396,"Alum Creek CDP (part), District 2, Kanawha County, West Virginia",257,106,0,0,0,0,0,0,0,0,20,0,66,0,8,12,0,0,151,0,0,0,0,0,9,20,0,25,22,20,0,47,8,0,0
ACSSF,2011e5,wv,000,0043,0000556,070,54,039,07000US540399080414600,"Charleston city (part), District 2, Kanawha County, West Virginia",14668,6996,57,0,2,84,27,216,179,35,1407,282,683,209,1608,856,1138,213,7672,38,0,8,77,76,67,146,45,1633,300,850,458,2113,1259,485,117
ACSSF,2011e5,wv,000,0043,0000557,070,54,039,07000US540399080422564,"Dunbar city (part), District 2, Kanawha County, West Virginia",5845,2504,22,19,0,11,5,36,103,11,1077,203,433,147,317,88,32,0,3341,0,0,27,67,51,94,14,31,1401,331,478,302,384,134,27,0
ACSSF,2011e5,wv,000,0043,0000558,070,54,039,07000US540399080441010,"Jefferson CDP (part), District 2, Kanawha County, West Virginia",442,210,3,0,0,14,21,0,7,4,56,27,27,0,40,11,0,0,232,0,0,26,25,12,5,8,10,119,16,0,8,0,3,0,0
ACSSF,2011e5,wv,000,0043,0000559,070,54,039,07000US540399080471212,"St. Albans city (part), District 2, Kanawha County, West Virginia",73,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,23,0,30,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000560,070,54,039,07000US540399080475292,"South Charleston city, District 2, Kanawha County, West Virginia",9689,4268,54,0,33,106,27,28,73,57,1361,231,778,193,918,278,104,27,5421,18,0,48,71,86,96,141,73,1683,502,775,364,998,452,112,2
ACSSF,2011e5,wv,000,0043,0000561,070,54,039,07000US540399080499999,"District Remainder of 2, District 2, Kanawha County, West Virginia",5506,2659,7,0,34,103,144,153,101,65,1038,88,238,121,292,62,201,12,2847,46,0,10,64,94,131,89,75,1076,148,412,91,359,182,61,9
ACSSF,2011e5,wv,000,0043,0000562,070,54,039,07000US540399084019108,"Cross Lanes CDP, District 3, Kanawha County, West Virginia",6479,2948,9,0,10,77,0,40,43,58,1037,95,459,121,729,229,26,15,3531,21,0,19,119,76,17,12,0,1525,206,388,277,535,263,45,28
ACSSF,2011e5,wv,000,0043,0000563,070,54,039,07000US540399084022564,"Dunbar city (part), District 3, Kanawha County, West Virginia",75,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000564,070,54,039,07000US540399084041010,"Jefferson CDP (part), District 3, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000565,070,54,039,07000US540399084059068,"Nitro city (part), District 3, Kanawha County, West Virginia",4166,1946,0,0,13,24,0,26,0,69,721,144,268,153,394,89,45,0,2220,15,43,0,28,13,27,59,21,891,145,280,233,306,126,16,17
ACSSF,2011e5,wv,000,0043,0000566,070,54,039,07000US540399084071212,"St. Albans city (part), District 3, Kanawha County, West Virginia",8022,3753,35,0,70,65,50,47,82,42,1231,193,856,261,568,156,71,26,4269,10,0,26,50,55,101,89,89,1738,292,458,301,694,323,37,6
ACSSF,2011e5,wv,000,0043,0000567,070,54,039,07000US540399084074356,"Sissonville CDP (part), District 3, Kanawha County, West Virginia",584,207,0,0,0,32,0,15,25,0,62,28,14,6,12,0,13,0,377,0,0,0,12,0,0,34,1,243,30,12,10,35,0,0,0
ACSSF,2011e5,wv,000,0043,0000568,070,54,039,07000US540399084082180,"Upper Falls CDP, District 3, Kanawha County, West Virginia",2652,1058,0,0,0,0,0,22,0,0,467,68,195,109,185,0,0,12,1594,10,0,0,28,8,39,49,19,670,105,256,104,168,79,0,59
ACSSF,2011e5,wv,000,0043,0000569,070,54,039,07000US540399084099999,"District Remainder of 3, District 3, Kanawha County, West Virginia",13014,6263,68,13,68,219,165,252,303,75,2479,442,677,299,763,240,112,88,6751,93,26,10,145,178,223,294,151,2737,414,737,537,771,344,31,60
ACSSF,2011e5,wv,000,0043,0000570,070,54,039,07000US540399087607204,"Big Chimney CDP, District 4, Kanawha County, West Virginia",387,196,0,0,24,13,0,0,0,26,54,17,12,13,14,12,11,0,191,0,0,0,14,0,0,13,0,91,0,13,0,26,34,0,0
ACSSF,2011e5,wv,000,0043,0000571,070,54,039,07000US540399087614600,"Charleston city (part), District 4, Kanawha County, West Virginia",10420,4729,71,32,41,55,118,69,157,63,2000,211,634,209,595,136,238,100,5691,21,22,48,138,96,242,172,94,2075,456,980,319,575,295,144,14
ACSSF,2011e5,wv,000,0043,0000572,070,54,039,07000US540399087616012,"Clendenin town, District 4, Kanawha County, West Virginia",925,395,0,2,11,23,31,9,32,4,130,5,47,28,58,12,3,0,530,0,9,9,9,40,23,31,3,245,6,46,21,79,9,0,0
ACSSF,2011e5,wv,000,0043,0000573,070,54,039,07000US540399087616612,"Coal Fork CDP (part), District 4, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000574,070,54,039,07000US540399087624748,"Elkview CDP, District 4, Kanawha County, West Virginia",852,429,0,0,0,0,0,10,15,0,178,42,93,18,73,0,0,0,423,0,0,0,0,0,10,0,0,223,28,53,0,82,27,0,0
ACSSF,2011e5,wv,000,0043,0000575,070,54,039,07000US540399087663772,"Pinch CDP, District 4, Kanawha County, West Virginia",2022,975,0,0,0,15,0,31,11,0,360,0,136,73,210,85,43,11,1047,0,0,0,43,9,0,46,0,409,44,75,47,191,94,14,75
ACSSF,2011e5,wv,000,0043,0000576,070,54,039,07000US540399087674356,"Sissonville CDP (part), District 4, Kanawha County, West Virginia",3373,1552,26,0,5,21,0,47,87,0,619,61,243,111,209,44,54,25,1821,9,0,56,13,51,21,50,8,665,129,286,143,159,178,14,39
ACSSF,2011e5,wv,000,0043,0000577,070,54,039,07000US540399087699999,"District Remainder of 4, District 4, Kanawha County, West Virginia",16548,8302,61,9,161,460,124,293,259,80,3694,434,1114,341,754,440,47,31,8246,42,11,116,271,266,183,223,42,3964,327,727,661,835,499,35,44
ACSSF,2011e5,wv,000,0043,0000578,070,54,041,07000US540419067685972,"Weston city (part), Courthouse-Collins Settlement district, Lewis County, West Virginia",1423,669,0,0,5,36,24,0,30,7,319,22,54,47,83,25,17,0,754,0,0,0,21,28,7,0,16,323,62,80,65,123,29,0,0
ACSSF,2011e5,wv,000,0043,0000579,070,54,041,07000US540419067699999,"Remainder of Courthouse-Collins Settlement district, Courthouse-Collins Settlement district, Lewis County, West Virginia",2394,1295,18,20,3,96,80,127,34,11,623,21,90,33,107,7,25,0,1099,4,33,32,32,0,82,21,25,464,51,102,90,95,68,0,0
ACSSF,2011e5,wv,000,0043,0000580,070,54,041,07000US540419117685972,"Weston city (part), Freemans Creek district, Lewis County, West Virginia",953,396,0,0,0,55,37,11,11,0,196,24,36,14,0,0,12,0,557,0,10,0,28,91,10,0,0,259,22,48,33,38,18,0,0
ACSSF,2011e5,wv,000,0043,0000581,070,54,041,07000US540419117699999,"Remainder of Freemans Creek district, Freemans Creek district, Lewis County, West Virginia",2978,1483,25,7,51,121,64,61,25,39,702,42,100,69,97,40,19,21,1495,12,12,11,34,9,5,68,37,791,147,84,101,142,21,0,21
ACSSF,2011e5,wv,000,0043,0000582,070,54,041,07000US540419148040828,"Jane Lew town, Hackers Creek-Skin Creek district, Lewis County, West Virginia",361,131,0,0,0,6,9,0,0,0,98,4,0,3,8,3,0,0,230,0,0,14,6,5,5,7,7,82,15,9,38,37,5,0,0
ACSSF,2011e5,wv,000,0043,0000583,070,54,041,07000US540419148085972,"Weston city (part), Hackers Creek-Skin Creek district, Lewis County, West Virginia",544,256,0,0,0,8,0,0,20,0,125,0,28,27,12,17,6,13,288,0,14,0,5,0,0,27,0,105,37,31,4,30,24,11,0
ACSSF,2011e5,wv,000,0043,0000584,070,54,041,07000US540419148099999,"Remainder of Hackers Creek-Skin Creek district, Hackers Creek-Skin Creek district, Lewis County, West Virginia",3202,1504,16,0,0,105,41,49,19,28,770,49,170,111,133,0,7,6,1698,0,0,19,37,12,76,18,19,879,119,165,120,175,59,0,0
ACSSF,2011e5,wv,000,0043,0000585,070,54,043,07000US540439038434516,"Hamlin town, Carroll district, Lincoln County, West Virginia",848,362,9,2,2,13,3,30,23,8,162,15,54,8,19,11,3,0,486,9,0,12,15,12,41,18,0,218,56,39,21,24,11,7,3
ACSSF,2011e5,wv,000,0043,0000586,070,54,043,07000US540439038499999,"Remainder of Carroll district, Carroll district, Lincoln County, West Virginia",1808,821,21,9,7,121,9,16,40,0,384,45,75,0,91,0,3,0,987,13,0,0,38,31,70,43,0,529,50,73,27,75,38,0,0
ACSSF,2011e5,wv,000,0043,0000587,070,54,043,07000US540439096099999,"Duval district, Duval district, Lincoln County, West Virginia",2436,1253,0,50,18,156,36,123,18,65,486,75,160,19,47,0,0,0,1183,0,0,0,160,77,92,69,0,495,39,60,76,21,94,0,0
ACSSF,2011e5,wv,000,0043,0000588,070,54,043,07000US540439157235596,"Harts CDP, Harts Creek district, Lincoln County, West Virginia",504,259,0,0,27,0,0,20,0,0,123,0,9,31,36,13,0,0,245,0,0,19,25,0,51,0,0,49,27,11,14,37,12,0,0
ACSSF,2011e5,wv,000,0043,0000589,070,54,043,07000US540439157299999,"Remainder of Harts Creek district, Harts Creek district, Lincoln County, West Virginia",2169,1050,9,40,12,152,133,16,29,13,440,0,62,93,28,9,14,0,1119,28,0,23,147,13,67,0,22,453,70,83,61,41,111,0,0
ACSSF,2011e5,wv,000,0043,0000590,070,54,043,07000US540439170499999,"Jefferson district, Jefferson district, Lincoln County, West Virginia",580,305,47,8,0,30,47,34,0,0,115,0,24,0,0,0,0,0,275,0,0,8,16,48,19,0,9,113,41,11,0,0,0,10,0
ACSSF,2011e5,wv,000,0043,0000591,070,54,043,07000US540439181299999,"Laurel Hill district, Laurel Hill district, Lincoln County, West Virginia",1510,743,11,7,8,156,20,61,33,27,249,0,124,0,0,18,29,0,767,28,0,14,48,68,32,58,18,286,21,178,9,7,0,0,0
ACSSF,2011e5,wv,000,0043,0000592,070,54,043,07000US540439278485804,"West Hamlin town, Sheridan district, Lincoln County, West Virginia",824,368,0,4,2,19,72,48,7,0,173,3,30,0,10,0,0,0,456,0,8,0,48,63,48,16,0,162,13,29,34,35,0,0,0
ACSSF,2011e5,wv,000,0043,0000593,070,54,043,07000US540439278499999,"Remainder of Sheridan district, Sheridan district, Lincoln County, West Virginia",2295,1199,30,8,0,134,95,39,77,27,556,15,78,90,32,11,7,0,1096,12,0,51,107,0,64,40,0,447,60,197,52,20,46,0,0
ACSSF,2011e5,wv,000,0043,0000594,070,54,043,07000US540439324099999,"Union district, Union district, Lincoln County, West Virginia",311,173,0,0,31,24,19,0,0,13,59,18,0,0,9,0,0,0,138,0,0,0,15,0,0,0,0,90,13,20,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000595,070,54,043,07000US540439351601396,"Alum Creek CDP (part), Washington district, Lincoln County, West Virginia",771,365,0,0,0,22,12,0,11,0,127,63,67,11,52,0,0,0,406,0,0,0,0,0,13,0,0,215,32,65,0,81,0,0,0
ACSSF,2011e5,wv,000,0043,0000596,070,54,043,07000US540439351699999,"Remainder of Washington district, Washington district, Lincoln County, West Virginia",1180,567,0,0,0,49,14,59,18,0,257,60,58,0,52,0,0,0,613,0,0,58,65,53,0,61,15,200,47,59,0,35,20,0,0
ACSSF,2011e5,wv,000,0043,0000597,070,54,045,07000US540459045336484,"Henlawson CDP, Central district, Logan County, West Virginia",227,116,0,0,0,0,0,0,22,0,65,0,29,0,0,0,0,0,111,0,0,0,0,41,0,0,0,70,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000598,070,54,045,07000US540459045348148,"Logan city, Central district, Logan County, West Virginia",1661,799,8,22,0,25,46,21,64,0,383,27,122,38,24,12,7,0,862,7,0,36,48,22,88,95,8,301,40,80,32,52,40,4,9
ACSSF,2011e5,wv,000,0043,0000599,070,54,045,07000US540459045349732,"McConnell CDP, Central district, Logan County, West Virginia",457,238,0,0,12,15,0,0,0,0,107,0,46,0,29,0,29,0,219,9,0,0,0,14,0,0,0,81,0,0,68,22,25,0,0
ACSSF,2011e5,wv,000,0043,0000600,070,54,045,07000US540459045354892,"Mitchell Heights town, Central district, Logan County, West Virginia",249,96,0,0,0,4,0,0,0,0,15,4,18,6,38,4,6,1,153,0,0,8,3,1,2,6,3,29,6,28,12,39,12,4,0
ACSSF,2011e5,wv,000,0043,0000601,070,54,045,07000US540459045356342,"Mount Gay-Shamrock CDP (part), Central district, Logan County, West Virginia",1242,631,0,0,30,66,84,24,54,15,242,0,36,15,65,0,0,0,611,15,0,14,38,40,14,9,0,240,49,59,94,39,0,0,0
ACSSF,2011e5,wv,000,0043,0000602,070,54,045,07000US540459045357916,"Neibert CDP, Central district, Logan County, West Virginia",117,68,13,0,0,0,0,0,13,0,13,0,0,14,15,0,0,0,49,0,0,0,12,0,0,0,0,26,0,0,0,0,11,0,0
ACSSF,2011e5,wv,000,0043,0000603,070,54,045,07000US540459045376996,"Stollings CDP, Central district, Logan County, West Virginia",308,132,0,0,0,12,21,0,0,0,31,0,67,0,1,0,0,0,176,0,0,0,13,27,0,0,0,100,0,20,16,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000604,070,54,045,07000US540459045383332,"Verdunville CDP (part), Central district, Logan County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000605,070,54,045,07000US540459045385900,"West Logan town, Central district, Logan County, West Virginia",315,143,3,0,8,8,0,1,4,0,62,10,22,2,15,5,3,0,172,0,0,0,2,8,0,5,9,72,20,17,11,14,11,3,0
ACSSF,2011e5,wv,000,0043,0000606,070,54,045,07000US540459045399999,"Remainder of Central district, Central district, Logan County, West Virginia",3704,1757,3,34,21,69,113,40,99,0,837,61,190,183,77,17,13,0,1947,8,4,18,131,124,55,55,33,820,125,254,118,179,23,0,0
ACSSF,2011e5,wv,000,0043,0000607,070,54,045,07000US540459097900196,"Accoville CDP, Eastern district, Logan County, West Virginia",254,159,0,0,0,42,0,0,0,0,64,0,38,0,15,0,0,0,95,0,0,0,2,0,0,0,0,61,14,18,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000608,070,54,045,07000US540459097901660,"Amherstdale CDP, Eastern district, Logan County, West Virginia",157,79,0,0,0,14,0,0,0,0,43,18,0,4,0,0,0,0,78,0,0,0,13,14,0,0,0,31,0,0,0,20,0,0,0
ACSSF,2011e5,wv,000,0043,0000609,070,54,045,07000US540459097907228,"Big Creek CDP, Eastern district, Logan County, West Virginia",92,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,20,0,0,19,0,0,0
ACSSF,2011e5,wv,000,0043,0000610,070,54,045,07000US540459097910876,"Bruno CDP, Eastern district, Logan County, West Virginia",257,136,0,0,19,15,0,13,0,0,48,23,18,0,0,0,0,0,121,0,0,0,0,0,0,0,0,64,21,17,19,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000611,070,54,045,07000US540459097914524,"Chapmanville town (part), Eastern district, Logan County, West Virginia",1072,510,5,9,9,26,40,0,19,3,261,16,43,29,32,12,6,0,562,10,14,0,26,15,39,21,0,196,16,124,46,42,13,0,0
ACSSF,2011e5,wv,000,0043,0000612,070,54,045,07000US540459097944188,"Kistler CDP, Eastern district, Logan County, West Virginia",275,94,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,181,0,0,6,16,0,0,0,0,80,0,23,56,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000613,070,54,045,07000US540459097950860,"Mallory CDP, Eastern district, Logan County, West Virginia",980,476,0,19,35,25,0,20,30,0,299,0,19,16,0,13,0,0,504,0,0,0,73,43,19,16,0,227,0,17,65,28,16,0,0
ACSSF,2011e5,wv,000,0043,0000614,070,54,045,07000US540459097950932,"Man town (part), Eastern district, Logan County, West Virginia",1130,570,3,4,18,2,7,41,36,0,191,20,95,64,41,25,17,6,560,0,0,0,7,40,25,2,4,160,60,64,60,60,78,0,0
ACSSF,2011e5,wv,000,0043,0000615,070,54,045,07000US540459097969100,"Robinette CDP, Eastern district, Logan County, West Virginia",290,144,0,0,0,0,0,27,0,0,117,0,0,0,0,0,0,0,146,0,0,0,0,24,0,0,0,122,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000616,070,54,045,07000US540459097999999,"Remainder of Eastern district, Eastern district, Logan County, West Virginia",5002,2406,34,0,20,199,74,127,87,33,1269,49,147,155,125,78,9,0,2596,0,26,95,197,47,104,187,0,1145,118,222,217,135,103,0,0
ACSSF,2011e5,wv,000,0043,0000617,070,54,045,07000US540459360814524,"Chapmanville town (part), Western district, Logan County, West Virginia",79,39,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,0,40,0,0,0,0,0,0,0,0,19,0,0,0,0,21,0,0
ACSSF,2011e5,wv,000,0043,0000618,070,54,045,07000US540459360814716,"Chauncey CDP, Western district, Logan County, West Virginia",217,116,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,101,0,0,0,22,17,0,0,0,19,0,21,22,0,0,0,0
ACSSF,2011e5,wv,000,0043,0000619,070,54,045,07000US540459360837948,"Holden CDP, Western district, Logan County, West Virginia",468,238,0,0,10,0,9,0,14,0,128,0,52,14,11,0,0,0,230,0,0,0,11,0,0,21,0,102,15,20,26,34,1,0,0
ACSSF,2011e5,wv,000,0043,0000620,070,54,045,07000US540459360850932,"Man town (part), Western district, Logan County, West Virginia",683,330,0,0,16,53,35,0,0,0,128,0,38,19,41,0,0,0,353,0,0,0,30,20,0,46,0,207,24,0,0,26,0,0,0
ACSSF,2011e5,wv,000,0043,0000621,070,54,045,07000US540459360855132,"Monaville CDP, Western district, Logan County, West Virginia",151,81,0,0,0,14,0,0,26,0,41,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
