FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total
ACSSF,2014e5,wv,000,0102,0000001,040,54,   ,04000US54,West Virginia,883197
ACSSF,2014e5,wv,000,0102,0000002,040,54,   ,04001US54,West Virginia -- Urban,423397
ACSSF,2014e5,wv,000,0102,0000003,040,54,   ,04043US54,West Virginia -- Rural,459800
ACSSF,2014e5,wv,000,0102,0000004,040,54,   ,040A0US54,West Virginia -- In metropolitan or micropolitan statistical area,667159
ACSSF,2014e5,wv,000,0102,0000005,040,54,   ,040C0US54,West Virginia -- In metropolitan statistical area,523963
ACSSF,2014e5,wv,000,0102,0000006,040,54,   ,040C1US54,West Virginia -- In metropolitan statistical area -- in principal city,125157
ACSSF,2014e5,wv,000,0102,0000007,040,54,   ,040C2US54,West Virginia -- In metropolitan statistical area -- not in principal city,398806
ACSSF,2014e5,wv,000,0102,0000008,040,54,   ,040E0US54,West Virginia -- In micropolitan statistical area,143196
ACSSF,2014e5,wv,000,0102,0000009,040,54,   ,040E1US54,West Virginia -- In micropolitan statistical area -- in principal city,29169
ACSSF,2014e5,wv,000,0102,0000010,040,54,   ,040E2US54,West Virginia -- In micropolitan statistical area -- not in principal city,114027
ACSSF,2014e5,wv,000,0102,0000011,040,54,   ,040G0US54,West Virginia -- Not in metropolitan or micropolitan statistical area,216038
ACSSF,2014e5,wv,000,0102,0000012,040,54,   ,040H0US54,West Virginia -- Not in metropolitan statistical area,359234
ACSSF,2014e5,wv,000,0102,0000013,050,54,001,05000US54001,"Barbour County, West Virginia",7856
ACSSF,2014e5,wv,000,0102,0000014,050,54,003,05000US54003,"Berkeley County, West Virginia",45477
ACSSF,2014e5,wv,000,0102,0000015,050,54,005,05000US54005,"Boone County, West Virginia",11070
ACSSF,2014e5,wv,000,0102,0000016,050,54,007,05000US54007,"Braxton County, West Virginia",7402
ACSSF,2014e5,wv,000,0102,0000017,050,54,009,05000US54009,"Brooke County, West Virginia",10927
ACSSF,2014e5,wv,000,0102,0000018,050,54,011,05000US54011,"Cabell County, West Virginia",46262
ACSSF,2014e5,wv,000,0102,0000019,050,54,013,05000US54013,"Calhoun County, West Virginia",3960
ACSSF,2014e5,wv,000,0102,0000020,050,54,015,05000US54015,"Clay County, West Virginia",4588
ACSSF,2014e5,wv,000,0102,0000021,050,54,017,05000US54017,"Doddridge County, West Virginia",3940
ACSSF,2014e5,wv,000,0102,0000022,050,54,019,05000US54019,"Fayette County, West Virginia",21551
ACSSF,2014e5,wv,000,0102,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",3442
ACSSF,2014e5,wv,000,0102,0000024,050,54,023,05000US54023,"Grant County, West Virginia",6412
ACSSF,2014e5,wv,000,0102,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",19066
ACSSF,2014e5,wv,000,0102,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",13731
ACSSF,2014e5,wv,000,0102,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",14467
ACSSF,2014e5,wv,000,0102,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",8117
ACSSF,2014e5,wv,000,0102,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",31470
ACSSF,2014e5,wv,000,0102,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",13288
ACSSF,2014e5,wv,000,0102,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",22268
ACSSF,2014e5,wv,000,0102,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",92438
ACSSF,2014e5,wv,000,0102,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",7938
ACSSF,2014e5,wv,000,0102,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",9841
ACSSF,2014e5,wv,000,0102,0000035,050,54,045,05000US54045,"Logan County, West Virginia",16732
ACSSF,2014e5,wv,000,0102,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",11253
ACSSF,2014e5,wv,000,0102,0000037,050,54,049,05000US54049,"Marion County, West Virginia",26389
ACSSF,2014e5,wv,000,0102,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",15866
