FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Male:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Female:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
ACSSF,2012e5,wv,000,0043,0000671,070,54,049,07000US540499359488708,"Worthington town (part), West Augusta district, Marion County, West Virginia",198,103,0,0,0,3,0,0,5,0,66,0,29,0,0,0,0,0,95,0,0,0,0,2,1,0,2,69,3,11,7,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000672,070,54,049,07000US540499359499999,"Remainder of West Augusta district, West Augusta district, Marion County, West Virginia",6946,3427,52,0,43,117,130,238,156,19,1783,203,280,65,203,85,0,53,3519,43,15,38,135,95,110,173,19,1640,272,400,251,169,140,11,8
ACSSF,2012e5,wv,000,0043,0000673,070,54,051,07000US540519078006340,"Benwood city, District 1, Marshall County, West Virginia",919,390,0,0,0,15,12,10,6,3,189,47,65,17,20,6,0,0,529,5,0,3,8,9,25,30,0,249,43,61,66,22,8,0,0
ACSSF,2012e5,wv,000,0043,0000674,070,54,051,07000US540519078050260,"McMechen city, District 1, Marshall County, West Virginia",1151,545,13,0,0,5,0,21,6,7,287,32,50,53,50,18,3,0,606,5,0,0,5,25,27,7,9,269,73,45,25,96,20,0,0
ACSSF,2012e5,wv,000,0043,0000675,070,54,051,07000US540519078086452,"Wheeling city (part), District 1, Marshall County, West Virginia",274,141,0,0,0,0,0,0,0,0,43,14,0,68,16,0,0,0,133,0,0,0,0,0,0,0,0,114,0,0,0,19,0,0,0
ACSSF,2012e5,wv,000,0043,0000676,070,54,051,07000US540519078099999,"District Remainder of 1, District 1, Marshall County, West Virginia",5354,2538,28,0,0,69,67,24,53,36,1257,155,243,170,274,120,19,23,2816,11,5,7,31,42,45,43,26,1256,193,453,193,376,116,5,14
ACSSF,2012e5,wv,000,0043,0000677,070,54,051,07000US540519081656020,"Moundsville city, District 2, Marshall County, West Virginia",6862,3232,57,0,14,87,12,48,83,78,1307,346,519,245,321,30,20,65,3630,87,0,22,50,96,61,195,37,1884,168,279,405,227,76,43,0
ACSSF,2012e5,wv,000,0043,0000678,070,54,051,07000US540519081699999,"District Remainder of 2, District 2, Marshall County, West Virginia",552,295,0,0,0,0,0,0,28,0,166,14,18,40,18,0,0,11,257,0,0,0,19,0,0,0,12,165,20,0,7,26,0,0,8
ACSSF,2012e5,wv,000,0043,0000679,070,54,051,07000US540519085212484,"Cameron city, District 3, Marshall County, West Virginia",673,317,10,0,0,9,9,0,12,3,188,4,39,18,22,3,0,0,356,2,3,11,18,19,8,9,10,173,45,14,23,9,12,0,0
ACSSF,2012e5,wv,000,0043,0000680,070,54,051,07000US540519085231492,"Glen Dale city, District 3, Marshall County, West Virginia",1193,553,0,0,0,5,0,0,8,2,168,43,84,63,73,46,49,12,640,1,0,0,0,6,4,8,8,203,44,76,67,98,90,35,0
ACSSF,2012e5,wv,000,0043,0000681,070,54,051,07000US540519085299999,"District Remainder of 3, District 3, Marshall County, West Virginia",6756,3375,25,0,46,88,78,97,121,48,1718,177,401,317,133,71,14,41,3381,30,10,25,74,40,30,100,34,1473,235,591,305,298,102,22,12
ACSSF,2012e5,wv,000,0043,0000682,070,54,053,07000US540539004899999,"Arbuckle district, Arbuckle district, Mason County, West Virginia",881,376,21,0,0,19,19,14,0,0,205,25,38,20,0,0,15,0,505,0,0,0,0,15,0,0,0,292,26,89,0,83,0,0,0
ACSSF,2012e5,wv,000,0043,0000683,070,54,053,07000US540539061202188,"Apple Grove CDP (part), Clendenin district, Mason County, West Virginia",89,64,0,0,0,38,0,0,0,0,0,0,19,0,7,0,0,0,25,0,0,0,0,18,0,0,0,0,0,0,0,0,7,0,0
ACSSF,2012e5,wv,000,0043,0000684,070,54,053,07000US540539061229716,"Gallipolis Ferry CDP, Clendenin district, Mason County, West Virginia",746,380,0,0,0,33,0,15,20,0,187,6,68,19,32,0,0,0,366,10,0,0,9,24,19,0,0,184,35,36,34,15,0,0,0
ACSSF,2012e5,wv,000,0043,0000685,070,54,053,07000US540539061236436,"Henderson town, Clendenin district, Mason County, West Virginia",133,69,0,0,0,8,7,3,0,14,25,0,3,2,7,0,0,0,64,19,0,2,2,3,4,0,0,18,1,11,1,0,0,3,0
ACSSF,2012e5,wv,000,0043,0000686,070,54,053,07000US540539061299999,"Remainder of Clendenin district, Clendenin district, Mason County, West Virginia",1882,890,11,0,0,15,0,102,38,0,518,87,62,28,20,0,9,0,992,26,41,0,51,11,61,33,12,493,61,126,33,30,14,0,0
ACSSF,2012e5,wv,000,0043,0000687,070,54,053,07000US540539064846300,"Leon town, Cologne district, Mason County, West Virginia",105,40,0,0,0,6,0,0,0,0,23,5,3,0,0,3,0,0,65,0,0,7,7,0,3,10,0,33,2,3,0,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000688,070,54,053,07000US540539064899999,"Remainder of Cologne district, Cologne district, Mason County, West Virginia",1207,569,22,0,0,18,39,39,95,0,270,0,64,0,22,0,0,0,638,0,0,0,17,47,48,43,0,278,32,69,10,81,13,0,0
ACSSF,2012e5,wv,000,0043,0000689,070,54,053,07000US540539066099999,"Cooper district, Cooper district, Mason County, West Virginia",1379,586,10,0,0,34,0,0,14,9,248,56,97,45,73,0,0,0,793,0,0,0,67,29,34,25,0,341,48,86,103,11,49,0,0
ACSSF,2012e5,wv,000,0043,0000690,070,54,053,07000US540539126035500,"Hartford City town (part), Graham district, Mason County, West Virginia",243,140,0,0,0,0,6,11,0,2,84,7,19,0,7,4,0,0,103,0,0,0,5,12,3,5,0,25,11,14,21,7,0,0,0
ACSSF,2012e5,wv,000,0043,0000691,070,54,053,07000US540539126058564,"New Haven town, Graham district, Mason County, West Virginia",1124,476,0,0,0,10,0,3,22,0,230,16,110,47,34,4,0,0,648,0,0,0,19,4,23,26,8,276,46,33,102,74,33,0,4
ACSSF,2012e5,wv,000,0043,0000692,070,54,053,07000US540539126099999,"Remainder of Graham district, Graham district, Mason County, West Virginia",644,322,0,0,0,26,0,34,0,0,146,21,85,10,0,0,0,0,322,0,0,0,14,0,4,7,11,169,0,57,51,9,0,0,0
ACSSF,2012e5,wv,000,0043,0000693,070,54,053,07000US540539151202188,"Apple Grove CDP (part), Hannan district, Mason County, West Virginia",24,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000694,070,54,053,07000US540539151299999,"Remainder of Hannan district, Hannan district, Mason County, West Virginia",1549,765,0,30,21,76,31,32,0,0,316,0,43,34,134,48,0,0,784,68,0,21,61,0,21,19,0,316,18,204,4,52,0,0,0
ACSSF,2012e5,wv,000,0043,0000695,070,54,053,07000US540539186064708,"Point Pleasant city (part), Lewis district, Mason County, West Virginia",2881,1289,14,0,33,29,32,34,0,0,500,118,154,158,135,36,13,33,1592,15,25,12,217,26,32,32,12,652,122,101,137,145,56,8,0
ACSSF,2012e5,wv,000,0043,0000696,070,54,053,07000US540539186099999,"Remainder of Lewis district, Lewis district, Mason County, West Virginia",1331,700,0,0,19,29,6,46,0,0,284,90,154,21,5,14,32,0,631,0,0,24,72,33,35,71,22,257,20,36,39,2,20,0,0
ACSSF,2012e5,wv,000,0043,0000697,070,54,053,07000US540539265264708,"Point Pleasant city (part), Robinson district, Mason County, West Virginia",228,110,0,0,0,0,0,11,0,0,28,14,0,45,0,12,0,0,118,0,0,0,14,0,0,0,0,39,0,9,46,10,0,0,0
ACSSF,2012e5,wv,000,0043,0000698,070,54,053,07000US540539265299999,"Remainder of Robinson district, Robinson district, Mason County, West Virginia",2227,973,21,0,2,117,1,18,0,22,385,33,168,78,63,51,14,0,1254,0,0,22,15,53,51,43,7,297,111,245,235,122,53,0,0
ACSSF,2012e5,wv,000,0043,0000699,070,54,053,07000US540539326499999,"Union district, Union district, Mason County, West Virginia",860,443,14,0,0,38,0,50,22,0,232,0,36,13,38,0,0,0,417,7,0,0,0,27,20,0,0,243,0,82,0,38,0,0,0
ACSSF,2012e5,wv,000,0043,0000700,070,54,053,07000US540539343235500,"Hartford City town (part), Waggener district, Mason County, West Virginia",222,115,0,0,0,11,6,3,13,12,40,6,4,20,0,0,0,0,107,0,0,0,0,8,0,0,0,58,6,15,15,5,0,0,0
ACSSF,2012e5,wv,000,0043,0000701,070,54,053,07000US540539343252180,"Mason town, Waggener district, Mason County, West Virginia",804,360,0,0,2,30,9,4,3,9,181,23,53,0,35,0,11,0,444,5,0,0,13,4,29,6,0,244,25,52,16,46,4,0,0
ACSSF,2012e5,wv,000,0043,0000702,070,54,053,07000US540539343299999,"Remainder of Waggener district, Waggener district, Mason County, West Virginia",915,455,0,0,0,1,8,26,15,42,211,0,36,19,97,0,0,0,460,1,1,0,0,19,36,0,8,176,35,100,64,20,0,0,0
ACSSF,2012e5,wv,000,0043,0000703,070,54,055,07000US540559090008524,"Bluefield city (part), District I, Mercer County, West Virginia",7596,3427,18,1,13,109,58,105,95,11,1150,152,712,130,532,195,129,17,4169,47,0,27,67,58,42,90,107,1404,245,748,377,522,403,13,19
ACSSF,2012e5,wv,000,0043,0000704,070,54,055,07000US540559090008764,"Bluewell CDP, District I, Mercer County, West Virginia",1512,746,10,0,0,26,50,19,28,12,371,38,111,5,57,0,19,0,766,0,0,39,13,0,71,54,0,355,53,82,38,61,0,0,0
ACSSF,2012e5,wv,000,0043,0000705,070,54,055,07000US540559090009796,"Bramwell town, District I, Mercer County, West Virginia",368,164,0,0,13,37,7,5,0,2,55,2,28,4,6,5,0,0,204,0,0,0,12,0,20,2,0,79,4,31,14,33,8,1,0
ACSSF,2012e5,wv,000,0043,0000706,070,54,055,07000US540559090010948,"Brush Fork CDP, District I, Mercer County, West Virginia",792,339,11,0,0,0,35,35,0,0,121,0,111,0,26,0,0,0,453,0,0,21,0,15,0,8,0,212,28,58,20,69,22,0,0
ACSSF,2012e5,wv,000,0043,0000707,070,54,055,07000US540559090099999,"District Remainder of I, District I, Mercer County, West Virginia",3206,1420,20,0,0,142,102,96,57,29,559,67,128,51,152,0,17,0,1786,0,21,18,26,67,210,122,9,689,70,177,119,202,39,17,0
ACSSF,2012e5,wv,000,0043,0000708,070,54,055,07000US540559091265692,"Princeton city (part), District II, Mercer County, West Virginia",4478,1903,48,15,49,43,54,90,71,27,853,80,250,14,237,40,24,8,2575,2,0,18,66,151,120,133,57,1010,132,371,89,295,117,6,8
ACSSF,2012e5,wv,000,0043,0000709,070,54,055,07000US540559091299999,"District Remainder of II, District II, Mercer County, West Virginia",11764,5329,101,39,92,338,225,199,94,103,1882,328,787,207,592,116,150,76,6435,0,22,115,276,179,117,103,46,2771,404,685,394,890,350,44,39
ACSSF,2012e5,wv,000,0043,0000710,070,54,055,07000US540559092403292,"Athens town, District III, Mercer County, West Virginia",319,168,0,0,0,0,0,0,3,0,31,7,85,6,8,21,0,7,151,0,8,0,4,3,0,3,0,14,6,29,5,54,19,0,6
ACSSF,2012e5,wv,000,0043,0000711,070,54,055,07000US540559092408524,"Bluefield city (part), District III, Mercer County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000712,070,54,055,07000US540559092445292,"Lashmeet CDP, District III, Mercer County, West Virginia",194,87,0,0,0,0,0,16,0,0,68,0,0,0,0,3,0,0,107,0,0,0,0,6,7,0,0,78,0,0,3,13,0,0,0
ACSSF,2012e5,wv,000,0043,0000713,070,54,055,07000US540559092452420,"Matoaka town, District III, Mercer County, West Virginia",208,104,0,0,4,5,18,12,1,0,61,0,3,0,0,0,0,0,104,2,0,6,14,0,8,3,0,29,2,32,2,6,0,0,0
ACSSF,2012e5,wv,000,0043,0000714,070,54,055,07000US540559092455372,"Montcalm CDP, District III, Mercer County, West Virginia",300,143,0,0,0,13,0,17,14,0,59,3,37,0,0,0,0,0,157,0,0,5,33,0,17,8,17,69,0,0,0,8,0,0,0
ACSSF,2012e5,wv,000,0043,0000715,070,54,055,07000US540559092460196,"Oakvale town, District III, Mercer County, West Virginia",90,36,0,0,0,7,0,7,0,0,14,0,0,0,8,0,0,0,54,4,0,0,5,0,7,0,0,30,0,0,5,3,0,0,0
ACSSF,2012e5,wv,000,0043,0000716,070,54,055,07000US540559092465692,"Princeton city (part), District III, Mercer County, West Virginia",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000717,070,54,055,07000US540559092499999,"District Remainder of III, District III, Mercer County, West Virginia",13035,6564,123,55,157,399,246,361,256,40,2859,293,800,248,510,169,34,14,6471,41,0,55,282,226,204,276,61,2880,275,632,326,870,262,58,23
ACSSF,2012e5,wv,000,0043,0000718,070,54,057,07000US540579078411620,"Burlington CDP, District 1, Mineral County, West Virginia",62,17,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,45,0,0,0,0,0,10,14,0,0,0,0,0,7,14,0,0
ACSSF,2012e5,wv,000,0043,0000719,070,54,057,07000US540579078424484,"Elk Garden town, District 1, Mineral County, West Virginia",170,86,0,0,0,2,0,8,4,2,67,3,0,0,0,0,0,0,84,0,0,0,4,1,6,3,1,57,2,3,5,2,0,0,0
ACSSF,2012e5,wv,000,0043,0000720,070,54,057,07000US540579078428444,"Fort Ashby CDP (part), District 1, Mineral County, West Virginia",853,422,0,0,0,0,0,0,21,0,233,21,67,9,57,14,0,0,431,0,0,0,0,0,0,7,5,209,14,55,13,81,47,0,0
ACSSF,2012e5,wv,000,0043,0000721,070,54,057,07000US540579078463604,"Piedmont town, District 1, Mineral County, West Virginia",628,343,4,0,0,28,0,18,5,25,191,11,41,0,10,10,0,0,285,5,1,0,4,0,2,6,0,205,10,12,34,5,0,1,0
ACSSF,2012e5,wv,000,0043,0000722,070,54,057,07000US540579078499999,"District Remainder of 1, District 1, Mineral County, West Virginia",5145,2649,0,0,3,127,49,100,77,73,1407,125,264,230,109,60,9,16,2496,7,0,26,69,35,67,75,49,1106,200,321,346,94,101,0,0
ACSSF,2012e5,wv,000,0043,0000723,070,54,057,07000US540579082043492,"Keyser city, District 2, Mineral County, West Virginia",3391,1406,53,0,0,88,15,8,51,0,533,56,250,43,120,134,36,19,1985,0,0,0,99,78,78,53,46,721,240,162,227,73,186,0,22
ACSSF,2012e5,wv,000,0043,0000724,070,54,057,07000US540579082099999,"District Remainder of 2, District 2, Mineral County, West Virginia",2759,1232,0,12,19,39,9,4,52,16,620,75,59,45,168,103,0,11,1527,0,0,0,0,42,5,24,76,781,51,117,133,184,98,16,0
ACSSF,2012e5,wv,000,0043,0000725,070,54,057,07000US540579085613525,"Carpendale town, District 3, Mineral County, West Virginia",777,408,0,0,7,3,11,3,29,5,201,37,40,8,54,10,0,0,369,0,0,0,8,7,5,21,10,197,34,48,19,5,15,0,0
ACSSF,2012e5,wv,000,0043,0000726,070,54,057,07000US540579085628444,"Fort Ashby CDP (part), District 3, Mineral County, West Virginia",295,108,0,0,0,0,0,0,0,0,62,0,0,29,17,0,0,0,187,0,0,0,0,0,0,11,0,109,13,10,13,16,15,0,0
ACSSF,2012e5,wv,000,0043,0000727,070,54,057,07000US540579085668260,"Ridgeley town, District 3, Mineral County, West Virginia",464,228,0,0,0,9,2,12,13,2,153,8,12,3,5,9,0,0,236,0,0,0,8,4,16,0,13,133,10,17,15,17,2,0,1
ACSSF,2012e5,wv,000,0043,0000728,070,54,057,07000US540579085687316,"Wiley Ford CDP, District 3, Mineral County, West Virginia",764,468,0,0,0,25,52,34,0,0,198,22,111,19,0,7,0,0,296,0,0,0,7,21,13,12,0,113,13,26,66,25,0,0,0
ACSSF,2012e5,wv,000,0043,0000729,070,54,057,07000US540579085699999,"District Remainder of 3, District 3, Mineral County, West Virginia",4181,1980,0,0,0,29,10,35,38,0,1106,107,164,200,160,44,30,57,2201,19,0,0,40,22,35,86,115,896,87,260,292,288,59,2,0
ACSSF,2012e5,wv,000,0043,0000730,070,54,059,07000US540599014167396,"Red Jacket CDP (part), Beech Ben Mate district, Mingo County, West Virginia",370,142,0,0,0,0,0,43,0,0,88,0,11,0,0,0,0,0,228,0,0,0,0,0,31,39,0,93,0,28,26,11,0,0,0
ACSSF,2012e5,wv,000,0043,0000731,070,54,059,07000US540599014199999,"Remainder of Beech Ben Mate district, Beech Ben Mate district, Mingo County, West Virginia",1983,919,10,32,42,58,55,70,36,0,461,14,103,12,20,6,0,0,1064,0,26,0,176,87,13,44,0,383,37,155,70,62,11,0,0
ACSSF,2012e5,wv,000,0043,0000732,070,54,059,07000US540599177043300,"Kermit town, Kermit Harvey district, Mingo County, West Virginia",537,240,0,0,31,82,0,0,2,0,87,11,16,4,4,3,0,0,297,0,15,0,51,0,44,9,0,126,9,11,10,8,14,0,0
ACSSF,2012e5,wv,000,0043,0000733,070,54,059,07000US540599177099999,"Remainder of Kermit Harvey district, Kermit Harvey district, Mingo County, West Virginia",2280,1170,9,0,70,121,48,101,87,0,469,40,123,54,48,0,0,0,1110,21,37,22,123,85,3,45,9,342,97,141,53,110,22,0,0
ACSSF,2012e5,wv,000,0043,0000734,070,54,059,07000US540599184820980,"Delbarton town, Lee district, Mingo County, West Virginia",736,341,11,0,4,31,4,14,33,4,166,5,44,17,8,0,0,0,395,10,0,8,15,11,25,17,3,194,3,52,51,2,4,0,0
ACSSF,2012e5,wv,000,0043,0000735,070,54,059,07000US540599184899999,"Remainder of Lee district, Lee district, Mingo County, West Virginia",2108,970,0,9,14,54,59,32,13,0,544,59,98,56,32,0,0,0,1138,0,9,8,42,60,72,58,19,432,146,132,99,38,23,0,0
ACSSF,2012e5,wv,000,0043,0000736,070,54,059,07000US540599206452324,"Matewan town, Magnolia district, Mingo County, West Virginia",593,243,11,6,0,13,22,15,12,0,90,29,27,4,0,14,0,0,350,2,0,6,47,19,4,36,0,152,8,30,11,35,0,0,0
ACSSF,2012e5,wv,000,0043,0000737,070,54,059,07000US540599206467396,"Red Jacket CDP (part), Magnolia district, Mingo County, West Virginia",23,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000738,070,54,059,07000US540599206499999,"Remainder of Magnolia district, Magnolia district, Mingo County, West Virginia",1416,673,0,0,10,75,72,32,8,0,259,27,40,53,68,29,0,0,743,0,19,15,33,35,21,47,0,240,45,76,87,65,46,14,0
ACSSF,2012e5,wv,000,0043,0000739,070,54,059,07000US540599301230772,"Gilbert town, Stafford district, Mingo County, West Virginia",482,268,0,34,8,7,11,5,14,0,107,0,65,12,2,3,0,0,214,4,0,11,24,18,3,5,0,35,15,39,31,13,16,0,0
ACSSF,2012e5,wv,000,0043,0000740,070,54,059,07000US540599301230777,"Gilbert Creek CDP, Stafford district, Mingo County, West Virginia",883,446,0,0,12,75,120,17,20,0,171,0,0,28,0,0,3,0,437,0,11,0,25,30,40,17,0,105,37,61,68,29,14,0,0
ACSSF,2012e5,wv,000,0043,0000741,070,54,059,07000US540599301242292,"Justice CDP, Stafford district, Mingo County, West Virginia",231,140,0,15,12,25,18,18,0,0,38,0,0,14,0,0,0,0,91,0,0,0,12,0,0,0,0,34,12,0,16,0,17,0,0
ACSSF,2012e5,wv,000,0043,0000742,070,54,059,07000US540599301299999,"Remainder of Stafford district, Stafford district, Mingo County, West Virginia",1332,668,0,0,111,138,36,38,28,16,204,31,31,15,0,20,0,0,664,31,0,26,46,0,28,0,0,349,14,57,43,40,30,0,0
ACSSF,2012e5,wv,000,0043,0000743,070,54,059,07000US540599316214692,"Chattaroy CDP (part), Tug Hardee district, Mingo County, West Virginia",332,167,0,0,0,11,45,18,0,0,93,0,0,0,0,0,0,0,165,0,0,0,29,0,0,0,0,55,0,51,13,17,0,0,0
ACSSF,2012e5,wv,000,0043,0000744,070,54,059,07000US540599316299999,"Remainder of Tug Hardee district, Tug Hardee district, Mingo County, West Virginia",2576,1356,40,38,24,75,34,85,74,44,559,114,153,36,75,0,5,0,1220,0,14,41,53,49,15,26,45,476,98,165,51,89,98,0,0
ACSSF,2012e5,wv,000,0043,0000745,070,54,059,07000US540599369614692,"Chattaroy CDP (part), Williamson district, Mingo County, West Virginia",175,63,0,0,0,0,0,0,0,0,30,0,14,10,9,0,0,0,112,0,0,12,0,0,0,0,0,53,0,0,0,8,39,0,0
ACSSF,2012e5,wv,000,0043,0000746,070,54,059,07000US540599369687508,"Williamson city, Williamson district, Mingo County, West Virginia",2291,983,0,0,4,12,6,57,26,12,412,53,123,59,34,130,55,0,1308,27,17,20,65,8,64,45,22,423,61,181,56,118,147,38,16
ACSSF,2012e5,wv,000,0043,0000747,070,54,059,07000US540599369699999,"Remainder of Williamson district, Williamson district, Mingo County, West Virginia",374,196,0,16,0,17,0,10,0,0,121,0,14,0,18,0,0,0,178,0,0,12,42,16,0,0,9,69,0,30,0,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000748,070,54,061,07000US540619045655756,"Morgantown city (part), Central district, Monongalia County, West Virginia",12423,6767,68,8,31,39,38,38,87,136,1723,316,1044,201,1331,865,341,501,5656,50,26,25,109,70,134,107,74,1042,177,577,390,1393,1121,138,223
ACSSF,2012e5,wv,000,0043,0000749,070,54,061,07000US540619045676516,"Star City town (part), Central district, Monongalia County, West Virginia",1162,519,3,0,4,11,3,3,11,2,167,18,49,20,139,52,8,29,643,0,16,7,17,9,23,49,13,124,52,78,62,105,72,8,8
ACSSF,2012e5,wv,000,0043,0000750,070,54,061,07000US540619045699999,"Remainder of Central district, Central district, Monongalia County, West Virginia",94,15,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,79,0,0,0,0,0,0,0,12,0,0,43,8,0,13,3,0
ACSSF,2012e5,wv,000,0043,0000751,070,54,061,07000US540619098310420,"Brookhaven CDP (part), Eastern district, Monongalia County, West Virginia",3374,1595,19,0,0,31,65,23,52,52,605,80,113,142,197,147,13,56,1779,29,0,0,65,98,16,53,68,665,69,250,68,141,178,22,57
ACSSF,2012e5,wv,000,0043,0000752,070,54,061,07000US540619098314775,"Cheat Lake CDP, Eastern district, Monongalia County, West Virginia",5153,2502,25,0,0,0,0,47,25,0,675,48,300,112,448,270,317,235,2651,16,0,9,26,12,17,41,23,634,204,282,165,545,403,158,116
ACSSF,2012e5,wv,000,0043,0000753,070,54,061,07000US540619098355756,"Morgantown city (part), Eastern district, Monongalia County, West Virginia",920,502,7,7,0,0,0,6,16,0,145,9,61,0,117,82,22,30,418,14,0,0,16,0,19,7,0,85,3,52,34,138,29,10,11
ACSSF,2012e5,wv,000,0043,0000754,070,54,061,07000US540619098399999,"Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",13309,6612,58,25,19,84,61,128,147,131,1609,220,750,228,1365,776,316,695,6697,7,0,16,143,34,77,50,28,1767,365,703,266,1611,996,200,434
ACSSF,2012e5,wv,000,0043,0000755,070,54,061,07000US540619361208092,"Blacksville town, Western district, Monongalia County, West Virginia",77,39,0,2,0,0,3,0,0,0,22,0,2,5,3,2,0,0,38,0,0,0,0,0,0,2,3,10,2,0,10,9,2,0,0
ACSSF,2012e5,wv,000,0043,0000756,070,54,061,07000US540619361210420,"Brookhaven CDP (part), Western district, Monongalia County, West Virginia",50,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,37,0,0,0,0,0,0,10,0,27,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000757,070,54,061,07000US540619361213756,"Cassville CDP, Western district, Monongalia County, West Virginia",414,209,0,0,0,0,0,9,0,10,115,12,31,13,19,0,0,0,205,0,0,0,0,11,9,0,7,101,7,33,0,37,0,0,0
ACSSF,2012e5,wv,000,0043,0000758,070,54,061,07000US540619361232932,"Granville town, Western district, Monongalia County, West Virginia",419,217,0,14,0,6,7,0,13,3,95,3,53,9,14,0,0,0,202,0,2,4,9,3,0,0,0,141,0,28,15,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000759,070,54,061,07000US540619361255756,"Morgantown city (part), Western district, Monongalia County, West Virginia",28,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
ACSSF,2012e5,wv,000,0043,0000760,070,54,061,07000US540619361262788,"Pentress CDP, Western district, Monongalia County, West Virginia",197,99,0,0,0,0,8,0,0,0,91,0,0,0,0,0,0,0,98,0,0,0,0,0,7,0,0,69,0,0,11,11,0,0,0
ACSSF,2012e5,wv,000,0043,0000761,070,54,061,07000US540619361276516,"Star City town (part), Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000762,070,54,061,07000US540619361285996,"Westover city, Western district, Monongalia County, West Virginia",2848,1414,16,12,5,43,17,60,0,19,631,92,185,38,165,71,27,33,1434,17,0,37,20,67,12,14,0,584,133,170,104,156,102,5,13
ACSSF,2012e5,wv,000,0043,0000763,070,54,061,07000US540619361299999,"Remainder of Western district, Western district, Monongalia County, West Virginia",14965,7455,93,15,50,191,260,219,234,93,3319,261,728,299,1060,381,118,134,7510,34,24,0,197,347,224,244,67,2907,338,819,510,1049,587,81,82
ACSSF,2012e5,wv,000,0043,0000764,070,54,063,07000US540639045781940,"Union town, Central district, Monroe County, West Virginia",408,205,0,0,0,16,7,4,7,0,83,0,54,2,28,4,0,0,203,0,0,3,4,0,5,13,0,75,13,27,18,9,32,0,4
ACSSF,2012e5,wv,000,0043,0000765,070,54,063,07000US540639045799999,"Remainder of Central district, Central district, Monroe County, West Virginia",2972,1487,5,31,12,54,64,70,69,11,674,61,170,34,149,35,18,30,1485,16,3,22,23,1,52,115,26,712,103,149,49,134,61,19,0
ACSSF,2012e5,wv,000,0043,0000766,070,54,063,07000US540639098400772,"Alderson town (part), Eastern district, Monroe County, West Virginia",131,59,10,0,6,0,4,0,6,0,20,3,10,0,0,0,0,0,72,10,0,0,0,0,0,24,0,24,0,6,8,0,0,0,0
ACSSF,2012e5,wv,000,0043,0000767,070,54,063,07000US540639098499999,"Remainder of Eastern district, Eastern district, Monroe County, West Virginia",3048,1534,24,28,31,101,42,66,87,53,754,74,134,32,66,15,27,0,1514,9,22,19,92,10,46,98,8,645,75,199,65,140,69,17,0
ACSSF,2012e5,wv,000,0043,0000768,070,54,063,07000US540639361363052,"Peterstown town, Western district, Monroe County, West Virginia",431,191,0,0,0,7,0,0,10,0,111,6,9,16,19,10,3,0,240,3,5,0,2,0,14,6,0,77,13,25,66,22,7,0,0
ACSSF,2012e5,wv,000,0043,0000769,070,54,063,07000US540639361399999,"Remainder of Western district, Western district, Monroe County, West Virginia",2785,1301,0,0,0,83,42,23,54,0,714,55,188,0,116,26,0,0,1484,0,12,0,118,35,45,32,0,665,169,165,101,117,25,0,0
