FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
ACSSF,2013e5,wv,000,0059,0000675,070,54,053,07000US540539004899999,"Arbuckle district, Arbuckle district, Mason County, West Virginia",458,0,28,30,64,54,0,18,36,20,29,56,0,31,70,0,22
ACSSF,2013e5,wv,000,0059,0000676,070,54,053,07000US540539061202188,"Apple Grove CDP (part), Clendenin district, Mason County, West Virginia",22,0,0,0,0,0,15,0,0,0,0,0,7,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000677,070,54,053,07000US540539061229716,"Gallipolis Ferry CDP, Clendenin district, Mason County, West Virginia",427,41,18,27,84,51,0,14,12,0,26,54,87,13,0,0,0
ACSSF,2013e5,wv,000,0059,0000678,070,54,053,07000US540539061236436,"Henderson town, Clendenin district, Mason County, West Virginia",81,16,10,16,12,3,0,10,2,0,8,2,2,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000679,070,54,053,07000US540539061299999,"Remainder of Clendenin district, Clendenin district, Mason County, West Virginia",915,36,40,71,80,96,86,24,35,66,80,58,126,38,79,0,0
ACSSF,2013e5,wv,000,0059,0000680,070,54,053,07000US540539064846300,"Leon town, Cologne district, Mason County, West Virginia",47,5,6,2,5,2,9,0,0,3,0,7,8,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000681,070,54,053,07000US540539064899999,"Remainder of Cologne district, Cologne district, Mason County, West Virginia",568,96,13,53,54,70,26,48,34,40,16,46,40,14,0,0,18
ACSSF,2013e5,wv,000,0059,0000682,070,54,053,07000US540539066099999,"Cooper district, Cooper district, Mason County, West Virginia",755,42,41,36,28,39,94,26,26,55,109,45,152,25,14,23,0
ACSSF,2013e5,wv,000,0059,0000683,070,54,053,07000US540539126035500,"Hartford City town (part), Graham district, Mason County, West Virginia",118,5,4,8,29,2,5,7,0,8,8,17,20,5,0,0,0
ACSSF,2013e5,wv,000,0059,0000684,070,54,053,07000US540539126058564,"New Haven town, Graham district, Mason County, West Virginia",680,79,44,70,53,56,45,46,18,29,60,52,74,31,6,17,0
ACSSF,2013e5,wv,000,0059,0000685,070,54,053,07000US540539126099999,"Remainder of Graham district, Graham district, Mason County, West Virginia",334,27,0,50,42,49,31,9,17,0,8,36,42,11,12,0,0
ACSSF,2013e5,wv,000,0059,0000686,070,54,053,07000US540539151202188,"Apple Grove CDP (part), Hannan district, Mason County, West Virginia",16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000687,070,54,053,07000US540539151299999,"Remainder of Hannan district, Hannan district, Mason County, West Virginia",932,101,230,63,43,5,53,37,9,23,92,138,40,43,0,31,24
ACSSF,2013e5,wv,000,0059,0000688,070,54,053,07000US540539186064708,"Point Pleasant city (part), Lewis district, Mason County, West Virginia",1818,245,111,149,104,152,97,156,142,98,97,80,258,78,18,33,0
ACSSF,2013e5,wv,000,0059,0000689,070,54,053,07000US540539186099999,"Remainder of Lewis district, Lewis district, Mason County, West Virginia",633,0,60,55,50,42,10,0,76,41,85,70,43,42,32,18,9
ACSSF,2013e5,wv,000,0059,0000690,070,54,053,07000US540539265264708,"Point Pleasant city (part), Robinson district, Mason County, West Virginia",92,0,0,0,12,0,10,14,18,0,11,12,15,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000691,070,54,053,07000US540539265299999,"Remainder of Robinson district, Robinson district, Mason County, West Virginia",1027,95,37,63,25,128,27,75,84,122,140,93,91,0,21,26,0
ACSSF,2013e5,wv,000,0059,0000692,070,54,053,07000US540539326499999,"Union district, Union district, Mason County, West Virginia",588,25,50,37,48,9,131,21,0,16,76,46,77,52,0,0,0
ACSSF,2013e5,wv,000,0059,0000693,070,54,053,07000US540539343235500,"Hartford City town (part), Waggener district, Mason County, West Virginia",138,9,11,22,6,20,12,13,5,15,0,9,0,10,6,0,0
ACSSF,2013e5,wv,000,0059,0000694,070,54,053,07000US540539343252180,"Mason town, Waggener district, Mason County, West Virginia",458,66,41,29,50,12,25,24,44,14,21,20,15,36,38,0,23
ACSSF,2013e5,wv,000,0059,0000695,070,54,053,07000US540539343299999,"Remainder of Waggener district, Waggener district, Mason County, West Virginia",502,84,16,38,70,11,12,82,9,38,14,27,21,9,0,46,25
ACSSF,2013e5,wv,000,0059,0000696,070,54,055,07000US540559090008524,"Bluefield city (part), District I, Mercer County, West Virginia",4673,559,575,306,386,245,318,188,230,215,493,272,298,269,65,152,102
ACSSF,2013e5,wv,000,0059,0000697,070,54,055,07000US540559090008764,"Bluewell CDP, District I, Mercer County, West Virginia",1022,170,0,149,68,66,74,36,62,79,156,62,85,15,0,0,0
ACSSF,2013e5,wv,000,0059,0000698,070,54,055,07000US540559090009796,"Bramwell town, District I, Mercer County, West Virginia",176,19,13,13,8,15,9,9,6,9,10,20,34,5,0,6,0
ACSSF,2013e5,wv,000,0059,0000699,070,54,055,07000US540559090010948,"Brush Fork CDP, District I, Mercer County, West Virginia",426,36,29,60,26,57,24,53,18,20,21,10,50,11,11,0,0
ACSSF,2013e5,wv,000,0059,0000700,070,54,055,07000US540559090099999,"District Remainder of I, District I, Mercer County, West Virginia",1704,215,147,87,167,153,71,164,91,214,123,108,37,48,0,79,0
ACSSF,2013e5,wv,000,0059,0000701,070,54,055,07000US540559091265692,"Princeton city (part), District II, Mercer County, West Virginia",2756,404,292,237,264,201,235,132,102,70,204,328,150,63,28,36,10
ACSSF,2013e5,wv,000,0059,0000702,070,54,055,07000US540559091299999,"District Remainder of II, District II, Mercer County, West Virginia",7089,800,512,772,461,482,427,267,282,311,435,678,860,391,194,102,115
ACSSF,2013e5,wv,000,0059,0000703,070,54,055,07000US540559092403292,"Athens town, District III, Mercer County, West Virginia",277,30,43,17,25,11,25,7,14,6,23,24,27,6,12,7,0
ACSSF,2013e5,wv,000,0059,0000704,070,54,055,07000US540559092408524,"Bluefield city (part), District III, Mercer County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000705,070,54,055,07000US540559092445292,"Lashmeet CDP, District III, Mercer County, West Virginia",138,33,0,20,31,9,15,9,0,0,0,0,0,0,0,14,7
ACSSF,2013e5,wv,000,0059,0000706,070,54,055,07000US540559092452420,"Matoaka town, District III, Mercer County, West Virginia",111,19,40,10,4,0,8,4,10,1,5,6,2,2,0,0,0
ACSSF,2013e5,wv,000,0059,0000707,070,54,055,07000US540559092455372,"Montcalm CDP, District III, Mercer County, West Virginia",245,15,39,32,41,25,35,9,0,0,37,0,7,5,0,0,0
ACSSF,2013e5,wv,000,0059,0000708,070,54,055,07000US540559092460196,"Oakvale town, District III, Mercer County, West Virginia",50,9,5,11,1,7,0,0,7,0,0,0,0,3,7,0,0
ACSSF,2013e5,wv,000,0059,0000709,070,54,055,07000US540559092465692,"Princeton city (part), District III, Mercer County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000710,070,54,055,07000US540559092499999,"District Remainder of III, District III, Mercer County, West Virginia",6974,753,403,446,693,449,415,518,476,255,570,624,689,329,123,154,77
ACSSF,2013e5,wv,000,0059,0000711,070,54,057,07000US540579078411620,"Burlington CDP, District 1, Mineral County, West Virginia",34,12,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0
ACSSF,2013e5,wv,000,0059,0000712,070,54,057,07000US540579078424484,"Elk Garden town, District 1, Mineral County, West Virginia",109,36,12,14,8,4,14,5,0,9,2,0,2,3,0,0,0
ACSSF,2013e5,wv,000,0059,0000713,070,54,057,07000US540579078428444,"Fort Ashby CDP (part), District 1, Mineral County, West Virginia",496,67,31,113,32,50,0,24,0,21,40,8,35,57,18,0,0
ACSSF,2013e5,wv,000,0059,0000714,070,54,057,07000US540579078463604,"Piedmont town, District 1, Mineral County, West Virginia",324,65,63,14,20,32,12,17,20,3,28,17,23,10,0,0,0
ACSSF,2013e5,wv,000,0059,0000715,070,54,057,07000US540579078499999,"District Remainder of 1, District 1, Mineral County, West Virginia",2856,357,326,189,247,122,253,105,75,124,200,308,287,210,31,7,15
ACSSF,2013e5,wv,000,0059,0000716,070,54,057,07000US540579082043492,"Keyser city, District 2, Mineral County, West Virginia",2279,334,146,339,371,186,183,83,37,47,226,42,166,51,31,37,0
ACSSF,2013e5,wv,000,0059,0000717,070,54,057,07000US540579082099999,"District Remainder of 2, District 2, Mineral County, West Virginia",1441,262,63,272,152,61,116,39,75,31,115,38,71,77,30,14,25
ACSSF,2013e5,wv,000,0059,0000718,070,54,057,07000US540579085613525,"Carpendale town, District 3, Mineral County, West Virginia",358,34,17,44,31,4,29,26,14,5,17,66,32,31,5,0,3
ACSSF,2013e5,wv,000,0059,0000719,070,54,057,07000US540579085628444,"Fort Ashby CDP (part), District 3, Mineral County, West Virginia",206,27,0,29,13,0,16,0,28,0,0,15,36,16,0,16,10
ACSSF,2013e5,wv,000,0059,0000720,070,54,057,07000US540579085668260,"Ridgeley town, District 3, Mineral County, West Virginia",324,38,46,27,29,36,27,17,17,10,26,13,15,16,7,0,0
ACSSF,2013e5,wv,000,0059,0000721,070,54,057,07000US540579085687316,"Wiley Ford CDP, District 3, Mineral County, West Virginia",376,53,53,41,16,39,8,0,8,19,0,77,32,0,30,0,0
ACSSF,2013e5,wv,000,0059,0000722,070,54,057,07000US540579085699999,"District Remainder of 3, District 3, Mineral County, West Virginia",2377,236,156,103,150,133,157,202,132,147,122,197,281,182,74,52,53
ACSSF,2013e5,wv,000,0059,0000723,070,54,059,07000US540599014167396,"Red Jacket CDP (part), Beech Ben Mate district, Mingo County, West Virginia",242,34,0,66,22,26,34,10,0,0,38,0,12,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000724,070,54,059,07000US540599014199999,"Remainder of Beech Ben Mate district, Beech Ben Mate district, Mingo County, West Virginia",1225,132,126,100,133,85,83,13,43,113,35,63,131,128,12,28,0
ACSSF,2013e5,wv,000,0059,0000725,070,54,059,07000US540599177043300,"Kermit town, Kermit Harvey district, Mingo County, West Virginia",157,23,12,6,17,34,0,7,8,0,7,17,17,2,4,3,0
ACSSF,2013e5,wv,000,0059,0000726,070,54,059,07000US540599177099999,"Remainder of Kermit Harvey district, Kermit Harvey district, Mingo County, West Virginia",1420,262,132,160,106,53,112,34,56,43,104,102,172,35,33,16,0
ACSSF,2013e5,wv,000,0059,0000727,070,54,059,07000US540599184820980,"Delbarton town, Lee district, Mingo County, West Virginia",374,57,70,25,42,8,4,25,4,8,16,36,64,0,8,7,0
ACSSF,2013e5,wv,000,0059,0000728,070,54,059,07000US540599184899999,"Remainder of Lee district, Lee district, Mingo County, West Virginia",1135,161,98,81,81,57,20,0,60,36,67,71,104,227,28,37,7
ACSSF,2013e5,wv,000,0059,0000729,070,54,059,07000US540599206452324,"Matewan town, Magnolia district, Mingo County, West Virginia",326,88,34,17,10,18,9,12,6,50,7,25,13,23,0,14,0
ACSSF,2013e5,wv,000,0059,0000730,070,54,059,07000US540599206467396,"Red Jacket CDP (part), Magnolia district, Mingo County, West Virginia",11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000731,070,54,059,07000US540599206499999,"Remainder of Magnolia district, Magnolia district, Mingo County, West Virginia",803,128,57,46,39,57,46,12,45,14,50,43,148,85,15,18,0
ACSSF,2013e5,wv,000,0059,0000732,070,54,059,07000US540599301230772,"Gilbert town, Stafford district, Mingo County, West Virginia",224,12,18,10,49,16,0,5,3,16,12,36,22,10,8,3,4
ACSSF,2013e5,wv,000,0059,0000733,070,54,059,07000US540599301230777,"Gilbert Creek CDP, Stafford district, Mingo County, West Virginia",518,97,39,31,0,20,54,43,24,42,0,83,55,8,22,0,0
ACSSF,2013e5,wv,000,0059,0000734,070,54,059,07000US540599301242292,"Justice CDP, Stafford district, Mingo County, West Virginia",126,0,39,0,24,13,0,0,0,0,14,0,22,14,0,0,0
ACSSF,2013e5,wv,000,0059,0000735,070,54,059,07000US540599301299999,"Remainder of Stafford district, Stafford district, Mingo County, West Virginia",776,127,58,42,62,67,61,75,0,53,33,49,73,37,13,26,0
ACSSF,2013e5,wv,000,0059,0000736,070,54,059,07000US540599316214692,"Chattaroy CDP (part), Tug Hardee district, Mingo County, West Virginia",167,21,8,32,14,10,0,0,12,0,0,46,0,8,16,0,0
ACSSF,2013e5,wv,000,0059,0000737,070,54,059,07000US540599316299999,"Remainder of Tug Hardee district, Tug Hardee district, Mingo County, West Virginia",1525,97,70,148,73,123,69,90,76,127,198,129,215,37,9,40,24
ACSSF,2013e5,wv,000,0059,0000738,070,54,059,07000US540599369614692,"Chattaroy CDP (part), Williamson district, Mingo County, West Virginia",115,0,0,12,0,29,0,0,30,0,0,0,31,0,0,13,0
ACSSF,2013e5,wv,000,0059,0000739,070,54,059,07000US540599369687508,"Williamson city, Williamson district, Mingo County, West Virginia",1374,246,50,85,65,58,127,37,50,38,101,161,167,63,70,4,52
ACSSF,2013e5,wv,000,0059,0000740,070,54,059,07000US540599369699999,"Remainder of Williamson district, Williamson district, Mingo County, West Virginia",309,67,0,31,13,17,18,9,30,10,17,14,15,0,16,39,13
ACSSF,2013e5,wv,000,0059,0000741,070,54,061,07000US540619045655756,"Morgantown city (part), Central district, Monongalia County, West Virginia",9153,2472,693,689,453,340,290,290,224,341,441,669,821,494,352,242,342
ACSSF,2013e5,wv,000,0059,0000742,070,54,061,07000US540619045676516,"Star City town (part), Central district, Monongalia County, West Virginia",832,113,43,50,39,70,56,51,58,50,53,79,53,62,19,32,4
ACSSF,2013e5,wv,000,0059,0000743,070,54,061,07000US540619045699999,"Remainder of Central district, Central district, Monongalia County, West Virginia",135,49,7,0,23,12,18,12,0,0,0,11,0,0,3,0,0
ACSSF,2013e5,wv,000,0059,0000744,070,54,061,07000US540619098310420,"Brookhaven CDP (part), Eastern district, Monongalia County, West Virginia",1978,168,87,89,117,75,124,85,43,71,198,276,228,148,117,101,51
ACSSF,2013e5,wv,000,0059,0000745,070,54,061,07000US540619098314775,"Cheat Lake CDP, Eastern district, Monongalia County, West Virginia",3156,118,110,112,72,24,48,78,57,125,206,368,480,548,190,235,385
ACSSF,2013e5,wv,000,0059,0000746,070,54,061,07000US540619098355756,"Morgantown city (part), Eastern district, Monongalia County, West Virginia",598,145,30,36,53,8,43,15,0,12,50,98,27,59,4,0,18
ACSSF,2013e5,wv,000,0059,0000747,070,54,061,07000US540619098399999,"Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",10125,1981,678,563,594,504,348,505,354,229,865,534,1003,662,367,469,469
ACSSF,2013e5,wv,000,0059,0000748,070,54,061,07000US540619361208092,"Blacksville town, Western district, Monongalia County, West Virginia",56,9,2,1,4,0,0,2,5,6,6,15,3,2,0,1,0
ACSSF,2013e5,wv,000,0059,0000749,070,54,061,07000US540619361210420,"Brookhaven CDP (part), Western district, Monongalia County, West Virginia",34,7,14,7,0,0,0,0,0,0,0,6,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000750,070,54,061,07000US540619361213756,"Cassville CDP, Western district, Monongalia County, West Virginia",281,8,6,29,63,28,38,22,10,21,0,13,36,7,0,0,0
ACSSF,2013e5,wv,000,0059,0000751,070,54,061,07000US540619361232932,"Granville town, Western district, Monongalia County, West Virginia",522,42,62,69,63,26,39,34,33,13,38,37,56,10,0,0,0
ACSSF,2013e5,wv,000,0059,0000752,070,54,061,07000US540619361255756,"Morgantown city (part), Western district, Monongalia County, West Virginia",25,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,0
ACSSF,2013e5,wv,000,0059,0000753,070,54,061,07000US540619361262788,"Pentress CDP, Western district, Monongalia County, West Virginia",92,0,0,0,0,29,0,0,0,16,0,0,24,23,0,0,0
ACSSF,2013e5,wv,000,0059,0000754,070,54,061,07000US540619361276516,"Star City town (part), Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000755,070,54,061,07000US540619361285996,"Westover city, Western district, Monongalia County, West Virginia",1641,292,112,51,152,68,59,102,143,34,97,223,155,95,30,17,11
ACSSF,2013e5,wv,000,0059,0000756,070,54,061,07000US540619361299999,"Remainder of Western district, Western district, Monongalia County, West Virginia",7821,545,332,463,409,554,493,338,300,409,676,896,902,590,385,268,261
ACSSF,2013e5,wv,000,0059,0000757,070,54,063,07000US540639045781940,"Union town, Central district, Monroe County, West Virginia",291,38,21,21,18,16,12,21,45,0,9,54,22,10,4,0,0
ACSSF,2013e5,wv,000,0059,0000758,070,54,063,07000US540639045799999,"Remainder of Central district, Central district, Monroe County, West Virginia",1684,99,88,108,189,116,117,54,162,111,169,119,182,148,22,0,0
ACSSF,2013e5,wv,000,0059,0000759,070,54,063,07000US540639098400772,"Alderson town (part), Eastern district, Monroe County, West Virginia",60,8,18,4,5,4,4,0,14,0,3,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000760,070,54,063,07000US540639098499999,"Remainder of Eastern district, Eastern district, Monroe County, West Virginia",1752,156,140,121,148,136,161,99,90,63,132,306,90,54,8,48,0
ACSSF,2013e5,wv,000,0059,0000761,070,54,063,07000US540639361363052,"Peterstown town, Western district, Monroe County, West Virginia",266,27,21,20,26,12,15,10,7,10,14,68,33,3,0,0,0
ACSSF,2013e5,wv,000,0059,0000762,070,54,063,07000US540639361399999,"Remainder of Western district, Western district, Monroe County, West Virginia",1595,18,42,79,167,111,181,60,55,134,201,193,173,84,28,53,16
ACSSF,2013e5,wv,000,0059,0000763,070,54,065,07000US540659078604876,"Bath (Berkeley Springs) town (part), District 1, Morgan County, West Virginia",18,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ACSSF,2013e5,wv,000,0059,0000764,070,54,065,07000US540659078633100,"Great Cacapon CDP, District 1, Morgan County, West Virginia",136,14,0,0,9,23,48,22,0,0,0,0,20,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000765,070,54,065,07000US540659078662332,"Paw Paw town, District 1, Morgan County, West Virginia",231,35,45,23,28,18,9,8,0,13,3,32,14,3,0,0,0
ACSSF,2013e5,wv,000,0059,0000766,070,54,065,07000US540659078699999,"District Remainder of 1, District 1, Morgan County, West Virginia",2001,280,348,153,130,86,95,143,51,77,107,135,115,109,64,95,13
ACSSF,2013e5,wv,000,0059,0000767,070,54,065,07000US540659082204876,"Bath (Berkeley Springs) town (part), District 2, Morgan County, West Virginia",366,44,27,22,33,14,22,41,54,14,9,35,24,12,1,14,0
ACSSF,2013e5,wv,000,0059,0000768,070,54,065,07000US540659082299999,"District Remainder of 2, District 2, Morgan County, West Virginia",2332,296,194,196,76,129,181,85,174,62,169,157,282,155,93,21,62
ACSSF,2013e5,wv,000,0059,0000769,070,54,065,07000US540659085899999,"District 3, District 3, Morgan County, West Virginia",2259,136,139,132,261,181,127,160,238,61,191,202,235,140,0,40,16
ACSSF,2013e5,wv,000,0059,0000770,070,54,067,07000US540679013218604,"Craigsville CDP, Beaver district, Nicholas County, West Virginia",751,163,38,62,58,118,31,64,57,14,66,29,10,14,0,6,21
ACSSF,2013e5,wv,000,0059,0000771,070,54,067,07000US540679013227196,"Fenwick CDP, Beaver district, Nicholas County, West Virginia",33,0,0,0,0,0,18,0,0,11,4,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000772,070,54,067,07000US540679013268116,"Richwood city, Beaver district, Nicholas County, West Virginia",1064,164,141,145,115,129,43,50,43,20,51,54,41,45,17,6,0
ACSSF,2013e5,wv,000,0059,0000773,070,54,067,07000US540679013280476,"Tioga CDP, Beaver district, Nicholas County, West Virginia",22,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000774,070,54,067,07000US540679013299999,"Remainder of Beaver district, Beaver district, Nicholas County, West Virginia",1181,114,83,101,115,77,130,43,87,63,88,103,90,74,0,0,13
ACSSF,2013e5,wv,000,0059,0000775,070,54,067,07000US540679134499999,"Grant district, Grant district, Nicholas County, West Virginia",693,106,75,0,78,26,46,19,19,64,32,39,128,42,0,0,19
ACSSF,2013e5,wv,000,0059,0000776,070,54,067,07000US540679150007756,"Birch River CDP, Hamilton district, Nicholas County, West Virginia",61,0,21,0,0,8,0,0,0,16,0,0,16,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000777,070,54,067,07000US540679150099999,"Remainder of Hamilton district, Hamilton district, Nicholas County, West Virginia",1035,44,75,25,57,79,11,77,53,30,121,81,132,72,106,34,38
ACSSF,2013e5,wv,000,0059,0000778,070,54,067,07000US540679171606052,"Belva CDP, Jefferson district, Nicholas County, West Virginia",39,0,0,0,0,11,4,13,4,0,0,0,7,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000779,070,54,067,07000US540679171621628,"Dixie CDP (part), Jefferson district, Nicholas County, West Virginia",69,0,12,0,0,9,0,0,0,9,0,8,5,26,0,0,0
ACSSF,2013e5,wv,000,0059,0000780,070,54,067,07000US540679171699999,"Remainder of Jefferson district, Jefferson district, Nicholas County, West Virginia",436,74,56,15,5,23,11,31,47,19,63,53,17,0,22,0,0
ACSSF,2013e5,wv,000,0059,0000781,070,54,067,07000US540679175258180,"Nettie CDP, Kentucky district, Nicholas County, West Virginia",351,62,0,21,33,0,4,0,0,0,21,89,33,16,38,0,34
ACSSF,2013e5,wv,000,0059,0000782,070,54,067,07000US540679175299999,"Remainder of Kentucky district, Kentucky district, Nicholas County, West Virginia",1319,84,43,97,85,78,37,78,113,93,118,82,163,64,0,62,122
ACSSF,2013e5,wv,000,0059,0000783,070,54,067,07000US540679307277980,"Summersville city (part), Summersville district, Nicholas County, West Virginia",1646,144,125,81,229,141,93,34,53,80,204,132,82,135,11,53,49
ACSSF,2013e5,wv,000,0059,0000784,070,54,067,07000US540679307299999,"Remainder of Summersville district, Summersville district, Nicholas County, West Virginia",701,0,57,43,40,52,33,84,86,0,112,59,26,50,46,5,8
ACSSF,2013e5,wv,000,0059,0000785,070,54,067,07000US540679366077980,"Summersville city (part), Wilderness district, Nicholas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000786,070,54,067,07000US540679366099999,"Remainder of Wilderness district, Wilderness district, Nicholas County, West Virginia",1256,132,67,27,107,90,66,33,78,146,28,177,173,63,25,9,35
ACSSF,2013e5,wv,000,0059,0000787,070,54,069,07000US540699078815916,"Clearview village, District 1, Ohio County, West Virginia",209,16,3,4,8,18,10,8,6,11,20,34,17,33,6,12,3
ACSSF,2013e5,wv,000,0059,0000788,070,54,069,07000US540699078880932,"Triadelphia town, District 1, Ohio County, West Virginia",409,64,27,50,18,28,33,33,12,45,22,29,36,3,9,0,0
ACSSF,2013e5,wv,000,0059,0000789,070,54,069,07000US540699078882732,"Valley Grove village, District 1, Ohio County, West Virginia",204,7,15,18,13,22,17,7,10,21,17,8,16,22,0,11,0
ACSSF,2013e5,wv,000,0059,0000790,070,54,069,07000US540699078885876,"West Liberty town, District 1, Ohio County, West Virginia",251,60,37,30,3,9,3,2,6,35,30,12,11,7,6,0,0
ACSSF,2013e5,wv,000,0059,0000791,070,54,069,07000US540699078886452,"Wheeling city (part), District 1, Ohio County, West Virginia",1968,165,139,174,161,82,140,135,100,98,111,146,281,109,33,83,11
ACSSF,2013e5,wv,000,0059,0000792,070,54,069,07000US540699078899999,"District Remainder of 1, District 1, Ohio County, West Virginia",3265,131,102,211,174,252,144,131,220,74,307,380,362,199,164,191,223
ACSSF,2013e5,wv,000,0059,0000793,070,54,069,07000US540699082486452,"Wheeling city (part), District 2, Ohio County, West Virginia",5749,982,590,421,362,476,326,283,257,140,548,409,379,185,162,130,99
ACSSF,2013e5,wv,000,0059,0000794,070,54,069,07000US540699082499999,"District Remainder of 2, District 2, Ohio County, West Virginia",186,6,24,0,6,19,26,10,15,48,27,5,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000795,070,54,069,07000US540699086206940,"Bethlehem village, District 3, Ohio County, West Virginia",994,14,55,8,46,13,73,51,37,79,91,158,147,98,43,16,65
ACSSF,2013e5,wv,000,0059,0000796,070,54,069,07000US540699086286452,"Wheeling city (part), District 3, Ohio County, West Virginia",4980,406,317,419,308,537,231,256,251,113,420,508,468,294,206,131,115
ACSSF,2013e5,wv,000,0059,0000797,070,54,069,07000US540699086299999,"District Remainder of 3, District 3, Ohio County, West Virginia",338,52,11,0,0,10,4,21,9,21,51,35,39,75,0,10,0
ACSSF,2013e5,wv,000,0059,0000798,070,54,071,07000US540719046229044,"Franklin town, Central district, Pendleton County, West Virginia",319,67,37,22,5,19,12,16,20,4,8,17,51,26,2,13,0
ACSSF,2013e5,wv,000,0059,0000799,070,54,071,07000US540719046299999,"Remainder of Central district, Central district, Pendleton County, West Virginia",678,92,57,66,23,42,41,17,11,16,129,24,109,51,0,0,0
ACSSF,2013e5,wv,000,0059,0000800,070,54,071,07000US540719098709868,"Brandywine CDP, Eastern district, Pendleton County, West Virginia",118,12,0,27,0,44,19,0,9,7,0,0,0,0,0,0,0
ACSSF,2013e5,wv,000,0059,0000801,070,54,071,07000US540719098799999,"Remainder of Eastern district, Eastern district, Pendleton County, West Virginia",1148,146,90,86,81,52,56,57,88,63,42,95,158,78,25,21,10
ACSSF,2013e5,wv,000,0059,0000802,070,54,071,07000US540719361599999,"Western district, Western district, Pendleton County, West Virginia",1011,110,84,135,86,89,70,29,84,23,56,72,83,61,4,0,25
ACSSF,2013e5,wv,000,0059,0000803,070,54,073,07000US540739089206004,"Belmont city, District A, Pleasants County, West Virginia",422,45,34,37,42,39,27,13,25,9,43,34,41,10,14,9,0
ACSSF,2013e5,wv,000,0059,0000804,070,54,073,07000US540739089299999,"District Remainder of A, District A, Pleasants County, West Virginia",331,25,32,24,12,0,26,0,0,28,8,31,51,23,44,12,15
ACSSF,2013e5,wv,000,0059,0000805,070,54,073,07000US540739089499999,"District B, District B, Pleasants County, West Virginia",594,50,49,43,36,55,69,0,46,15,23,36,76,66,19,11,0
ACSSF,2013e5,wv,000,0059,0000806,070,54,073,07000US540739089671356,"St. Marys city (part), District C, Pleasants County, West Virginia",674,87,24,33,34,38,49,81,41,9,54,55,94,44,18,13,0
ACSSF,2013e5,wv,000,0059,0000807,070,54,073,07000US540739089699999,"District Remainder of C, District C, Pleasants County, West Virginia",37,0,0,0,0,11,0,0,7,0,0,6,4,9,0,0,0
ACSSF,2013e5,wv,000,0059,0000808,070,54,073,07000US540739089871356,"St. Marys city (part), District D, Pleasants County, West Virginia",124,7,12,0,7,17,4,0,0,11,16,13,6,19,12,0,0
ACSSF,2013e5,wv,000,0059,0000809,070,54,073,07000US540739089899999,"District Remainder of D, District D, Pleasants County, West Virginia",565,33,3,30,81,36,68,4,22,31,50,92,33,46,5,31,0
ACSSF,2013e5,wv,000,0059,0000810,070,54,075,07000US540759099651676,"Marlinton town (part), Edray district, Pocahontas County, West Virginia",464,44,91,68,40,41,23,23,30,0,28,32,19,15,2,6,2
ACSSF,2013e5,wv,000,0059,0000811,070,54,075,07000US540759099699999,"Remainder of Edray district, Edray district, Pocahontas County, West Virginia",941,69,44,156,47,30,36,65,50,70,161,97,38,3,46,18,11
ACSSF,2013e5,wv,000,0059,0000812,070,54,075,07000US540759141604780,"Bartow CDP, Greenbank district, Pocahontas County, West Virginia",73,17,10,31,6,0,0,0,0,0,0,0,9,0,0,0,0
