FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Renter occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc."
ACSSF,2012e5,wv,000,0110,0000001,040,54,   ,04000US54,West Virginia,742674,547370,57673,44149,192,157,78,65,13032,148732,107105,240,207,9,149,41022,146587,123402,582,151,23,146,22283,107481,105622,447,213,94,28,1077,86897,85783,812,75,18,15,194,195304,17016,4904,2451,4717,1496,734,2714,51496,12503,7596,11320,2534,3647,13896,56148,20648,9159,8950,2126,4067,11198,38362,26441,6763,3229,553,816,560,32282,21497,6485,2838,600,753,109
ACSSF,2012e5,wv,000,0110,0000002,040,54,   ,04001US54,West Virginia -- Urban,372682,247502,22264,18304,187,149,66,65,3493,49005,37826,168,173,9,149,10680,64673,58700,521,149,23,146,5134,65155,64326,347,198,83,18,183,46405,45607,640,75,18,15,50,125180,11977,2880,2014,4128,1404,704,847,30121,5479,5863,9136,1876,3270,4497,34783,10522,7920,7393,1869,3961,3118,27632,17273,6029,2824,511,809,186,20667,11387,5681,2330,536,662,71
ACSSF,2012e5,wv,000,0110,0000003,040,54,   ,04043US54,West Virginia -- Rural,369992,299868,35409,25845,5,8,12,0,9539,99727,69279,72,34,0,0,30342,81914,64702,61,2,0,0,17149,42326,41296,100,15,11,10,894,40492,40176,172,0,0,0,144,70124,5039,2024,437,589,92,30,1867,21375,7024,1733,2184,658,377,9399,21365,10126,1239,1557,257,106,8080,10730,9168,734,405,42,7,374,11615,10110,804,508,64,91,38
ACSSF,2012e5,wv,000,0110,0000004,040,54,   ,040A0US54,West Virginia -- In metropolitan or micropolitan statistical area,562260,407286,44652,35421,192,137,78,65,8759,105474,77467,234,189,9,149,27426,108833,93741,570,136,23,146,14217,84958,83767,335,213,94,28,521,63369,62537,651,33,12,15,121,154974,14366,3915,2204,4376,1412,699,1760,40133,9443,6418,9735,2091,2942,9504,44513,15955,7902,7460,1904,3626,7666,31234,21067,5814,2768,426,771,388,24728,15600,5640,2285,535,609,59
ACSSF,2012e5,wv,000,0110,0000005,040,54,   ,040C0US54,West Virginia -- In metropolitan statistical area,416767,297944,35404,28720,152,92,71,65,6304,79664,60537,204,167,9,146,18601,79195,68455,549,121,23,146,9901,61449,60582,273,213,79,18,284,42232,41553,550,33,12,15,69,118823,11887,3361,1776,3578,1255,597,1320,30713,7347,5048,7795,1801,2187,6535,35694,12262,6655,6325,1508,3000,5944,22881,14734,4719,2248,271,623,286,17648,10546,4398,1777,496,406,25
ACSSF,2012e5,wv,000,0110,0000006,040,54,   ,040C1US54,West Virginia -- In metropolitan statistical area -- in principal city,102387,59734,2734,2448,0,37,45,32,172,5788,5188,65,79,9,70,377,13316,12671,255,96,23,146,125,21491,21258,171,26,18,18,0,16405,16029,351,25,0,0,0,42653,2722,350,560,749,662,318,83,6944,948,1847,2210,597,1131,211,11628,2657,3241,2247,849,2465,169,11504,6352,3050,1383,167,547,5,9855,4424,3258,1388,455,330,0
ACSSF,2012e5,wv,000,0110,0000007,040,54,   ,040C2US54,West Virginia -- In metropolitan statistical area -- not in principal city,314380,238210,32670,26272,152,55,26,33,6132,73876,55349,139,88,0,76,18224,65879,55784,294,25,0,0,9776,39958,39324,102,187,61,0,284,25827,25524,199,8,12,15,69,76170,9165,3011,1216,2829,593,279,1237,23769,6399,3201,5585,1204,1056,6324,24066,9605,3414,4078,659,535,5775,11377,8382,1669,865,104,76,281,7793,6122,1140,389,41,76,25
ACSSF,2012e5,wv,000,0110,0000008,040,54,   ,040E0US54,West Virginia -- In micropolitan statistical area,145493,109342,9248,6701,40,45,7,0,2455,25810,16930,30,22,0,3,8825,29638,25286,21,15,0,0,4316,23509,23185,62,0,15,10,237,21137,20984,101,0,0,0,52,36151,2479,554,428,798,157,102,440,9420,2096,1370,1940,290,755,2969,8819,3693,1247,1135,396,626,1722,8353,6333,1095,520,155,148,102,7080,5054,1242,508,39,203,34
ACSSF,2012e5,wv,000,0110,0000009,040,54,   ,040E1US54,West Virginia -- In micropolitan statistical area -- in principal city,31686,20593,577,522,28,0,0,0,27,1781,1433,0,12,0,0,336,4553,4393,21,0,0,0,139,7762,7717,30,0,15,0,0,5920,5841,46,0,0,0,33,11093,438,95,92,161,12,78,0,1544,422,294,363,23,408,34,3012,1179,574,505,189,421,144,3550,2348,759,264,76,103,0,2549,1310,751,297,39,152,0
ACSSF,2012e5,wv,000,0110,0000010,040,54,   ,040E2US54,West Virginia -- In micropolitan statistical area -- not in principal city,113807,88749,8671,6179,12,45,7,0,2428,24029,15497,30,10,0,3,8489,25085,20893,0,15,0,0,4177,15747,15468,32,0,0,10,237,15217,15143,55,0,0,0,19,25058,2041,459,336,637,145,24,440,7876,1674,1076,1577,267,347,2935,5807,2514,673,630,207,205,1578,4803,3985,336,256,79,45,102,4531,3744,491,211,0,51,34
ACSSF,2012e5,wv,000,0110,0000011,040,54,   ,040G0US54,West Virginia -- Not in metropolitan or micropolitan statistical area,180414,140084,13021,8728,0,20,0,0,4273,43258,29638,6,18,0,0,13596,37754,29661,12,15,0,0,8066,22523,21855,112,0,0,0,556,23528,23246,161,42,6,0,73,40330,2650,989,247,341,84,35,954,11363,3060,1178,1585,443,705,4392,11635,4693,1257,1490,222,441,3532,7128,5374,949,461,127,45,172,7554,5897,845,553,65,144,50
ACSSF,2012e5,wv,000,0110,0000012,040,54,   ,040H0US54,West Virginia -- Not in metropolitan statistical area,325907,249426,22269,15429,40,65,7,0,6728,69068,46568,36,40,0,3,22421,67392,54947,33,30,0,0,12382,46032,45040,174,0,15,10,793,44665,44230,262,42,6,0,125,76481,5129,1543,675,1139,241,137,1394,20783,5156,2548,3525,733,1460,7361,20454,8386,2504,2625,618,1067,5254,15481,11707,2044,981,282,193,274,14634,10951,2087,1061,104,347,84
ACSSF,2012e5,wv,000,0110,0000013,050,54,001,05000US54001,"Barbour County, West Virginia",6206,4768,420,247,0,0,0,0,173,1532,1134,0,0,0,0,398,1441,1160,0,0,0,0,281,535,532,0,0,0,0,3,840,840,0,0,0,0,0,1438,35,16,0,19,0,0,0,313,116,26,29,0,52,90,601,317,56,67,0,57,104,219,155,7,22,3,8,24,270,215,0,24,0,31,0
ACSSF,2012e5,wv,000,0110,0000014,050,54,003,05000US54003,"Berkeley County, West Virginia",39992,29982,9618,8696,14,17,0,25,866,11565,9167,0,0,0,0,2398,4616,4217,0,0,0,0,399,1965,1965,0,0,0,0,0,2218,2166,52,0,0,0,0,10010,1817,1130,84,312,0,83,208,3173,1065,309,689,134,153,823,2866,1030,300,715,63,214,544,1030,635,143,170,6,76,0,1124,575,356,157,36,0,0
ACSSF,2012e5,wv,000,0110,0000015,050,54,005,05000US54005,"Boone County, West Virginia",9755,7552,802,391,0,0,0,0,411,2660,1476,0,5,0,0,1179,1807,1187,6,0,0,0,614,1311,1302,5,0,0,0,4,972,968,4,0,0,0,0,2203,182,56,0,18,0,0,108,996,280,73,60,22,115,446,530,108,44,31,6,17,324,340,319,21,0,0,0,0,155,131,14,10,0,0,0
ACSSF,2012e5,wv,000,0110,0000016,050,54,007,05000US54007,"Braxton County, West Virginia",6009,4522,576,403,0,0,0,0,173,1725,1178,0,0,0,0,547,1030,658,0,0,0,0,372,513,498,0,0,0,0,15,678,660,8,0,0,0,10,1487,88,34,0,29,16,4,5,512,129,30,70,3,6,274,380,144,14,11,9,0,202,215,186,14,15,0,0,0,292,252,17,10,13,0,0
