FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Renter occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc."
ACSSF,2011e5,wv,000,0107,0001095,080,54,003,08000US540039232299999971900,"Census Tract 9719 (part), Remainder of Norborne district, Norborne district, Berkeley County, West Virginia",224,224,0,0,0,0,0,0,0,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001096,080,54,003,08000US540039252626716971101,"Census Tract 9711.01 (part), Falling Waters CDP, Potomac district, Berkeley County, West Virginia",311,269,41,41,0,0,0,0,0,103,20,0,0,0,0,83,16,16,0,0,0,0,0,38,38,0,0,0,0,0,71,71,0,0,0,0,0,42,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001097,080,54,003,08000US540039252652060971300,"Census Tract 9713 (part), Martinsburg city (part), Potomac district, Berkeley County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001098,080,54,003,08000US540039252699999971101,"Census Tract 9711.01 (part), Remainder of Potomac district, Potomac district, Berkeley County, West Virginia",1319,1173,697,631,18,0,0,0,48,379,222,0,0,0,0,157,71,24,0,0,0,0,47,0,0,0,0,0,0,0,26,26,0,0,0,0,0,146,49,49,0,0,0,0,0,42,0,0,0,0,0,42,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001099,080,54,003,08000US540039252699999971102,"Census Tract 9711.02 (part), Remainder of Potomac district, Potomac district, Berkeley County, West Virginia",3297,2734,757,543,0,0,0,0,214,1511,1216,0,0,0,0,295,341,242,0,0,0,0,99,73,73,0,0,0,0,0,52,35,17,0,0,0,0,563,155,84,0,71,0,0,0,270,77,12,61,0,0,120,111,24,0,0,0,0,87,27,27,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001100,080,54,003,08000US540039252699999971300,"Census Tract 9713 (part), Remainder of Potomac district, Potomac district, Berkeley County, West Virginia",1171,573,247,247,0,0,0,0,0,169,91,0,0,0,0,78,86,86,0,0,0,0,0,40,40,0,0,0,0,0,31,31,0,0,0,0,0,598,131,0,10,75,11,0,35,109,9,0,77,23,0,0,348,0,0,290,16,12,30,0,0,0,0,0,0,0,10,10,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001101,080,54,003,08000US540039275440204972101,"Census Tract 9721.01 (part), Inwood CDP, Shenandoah district, Berkeley County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001102,080,54,003,08000US540039275440204972102,"Census Tract 9721.02 (part), Inwood CDP, Shenandoah district, Berkeley County, West Virginia",944,864,214,175,18,0,0,0,21,362,351,0,0,0,0,11,157,139,0,0,0,0,18,0,0,0,0,0,0,0,131,131,0,0,0,0,0,80,43,43,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001103,080,54,003,08000US540039275499999971900,"Census Tract 9719 (part), Remainder of Shenandoah district, Shenandoah district, Berkeley County, West Virginia",970,799,287,234,0,0,0,0,53,386,223,0,0,0,0,163,101,93,0,0,0,0,8,25,25,0,0,0,0,0,0,0,0,0,0,0,0,171,19,19,0,0,0,0,0,121,57,9,0,0,0,55,31,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001104,080,54,003,08000US540039275499999972000,"Census Tract 9720 (part), Remainder of Shenandoah district, Shenandoah district, Berkeley County, West Virginia",1358,1162,511,492,0,0,0,0,19,481,388,0,0,0,0,93,69,56,0,0,0,0,13,32,32,0,0,0,0,0,69,69,0,0,0,0,0,196,82,82,0,0,0,0,0,58,25,0,0,0,0,33,26,0,0,0,0,0,26,0,0,0,0,0,0,0,30,0,30,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001105,080,54,003,08000US540039275499999972101,"Census Tract 9721.01 (part), Remainder of Shenandoah district, Shenandoah district, Berkeley County, West Virginia",1841,1655,384,384,0,0,0,0,0,906,737,0,0,0,0,169,242,242,0,0,0,0,0,73,73,0,0,0,0,0,50,50,0,0,0,0,0,186,35,22,0,0,0,0,13,86,56,0,0,0,0,30,32,32,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001106,080,54,003,08000US540039275499999972102,"Census Tract 9721.02 (part), Remainder of Shenandoah district, Shenandoah district, Berkeley County, West Virginia",2429,1725,752,738,0,0,0,0,14,731,516,0,0,0,0,215,167,160,0,0,0,0,7,61,61,0,0,0,0,0,14,14,0,0,0,0,0,704,222,212,0,0,0,0,10,211,124,0,40,0,0,47,176,76,0,84,0,0,16,83,32,0,45,6,0,0,12,12,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001107,080,54,003,08000US540039317152060971300,"Census Tract 9713 (part), Martinsburg city (part), Tuscarora district, Berkeley County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001108,080,54,003,08000US540039317152060971400,"Census Tract 9714 (part), Martinsburg city (part), Tuscarora district, Berkeley County, West Virginia",179,68,20,20,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,43,0,0,19,0,24,0,46,31,0,15,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001109,080,54,003,08000US540039317152060971500,"Census Tract 9715 (part), Martinsburg city (part), Tuscarora district, Berkeley County, West Virginia",51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001110,080,54,003,08000US540039317152060971900,"Census Tract 9719 (part), Martinsburg city (part), Tuscarora district, Berkeley County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001111,080,54,003,08000US540039317152060972000,"Census Tract 9720 (part), Martinsburg city (part), Tuscarora district, Berkeley County, West Virginia",242,242,162,162,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001112,080,54,003,08000US540039317199999971300,"Census Tract 9713 (part), Remainder of Tuscarora district, Tuscarora district, Berkeley County, West Virginia",1465,1138,282,200,0,0,0,0,82,567,370,0,0,0,0,197,133,101,0,0,0,0,32,118,118,0,0,0,0,0,38,38,0,0,0,0,0,327,38,25,0,0,0,13,0,141,40,9,0,0,0,92,50,25,0,0,0,0,25,81,81,0,0,0,0,0,17,17,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001113,080,54,003,08000US540039317199999971400,"Census Tract 9714 (part), Remainder of Tuscarora district, Tuscarora district, Berkeley County, West Virginia",3059,2456,681,674,0,7,0,0,0,982,909,0,0,0,0,73,491,466,0,0,0,0,25,100,100,0,0,0,0,0,202,202,0,0,0,0,0,603,81,33,0,48,0,0,0,343,135,71,84,0,17,36,107,71,0,0,0,0,36,29,29,0,0,0,0,0,43,43,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001114,080,54,003,08000US540039317199999971500,"Census Tract 9715 (part), Remainder of Tuscarora district, Tuscarora district, Berkeley County, West Virginia",106,65,6,0,0,0,0,0,6,52,15,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,41,16,16,0,0,0,0,0,25,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001115,080,54,003,08000US540039317199999971900,"Census Tract 9719 (part), Remainder of Tuscarora district, Tuscarora district, Berkeley County, West Virginia",54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001116,080,54,003,08000US540039317199999972000,"Census Tract 9720 (part), Remainder of Tuscarora district, Tuscarora district, Berkeley County, West Virginia",2417,1584,719,539,0,9,0,0,171,501,318,0,0,0,0,183,225,161,0,0,0,0,64,135,135,0,0,0,0,0,4,4,0,0,0,0,0,833,239,151,0,10,0,0,78,310,70,58,25,39,0,118,173,68,0,19,0,0,86,38,0,38,0,0,0,0,73,73,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001117,080,54,003,08000US540039338836220971201,"Census Tract 9712.01 (part), Hedgesville town (part), Valley district, Berkeley County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001118,080,54,003,08000US540039338899999971102,"Census Tract 9711.02 (part), Remainder of Valley district, Valley district, Berkeley County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001119,080,54,003,08000US540039338899999971201,"Census Tract 9712.01 (part), Remainder of Valley district, Valley district, Berkeley County, West Virginia",993,708,329,245,0,0,0,0,84,177,96,0,0,0,0,81,71,51,0,0,0,0,20,0,0,0,0,0,0,0,131,131,0,0,0,0,0,285,102,102,0,0,0,0,0,21,0,0,10,0,0,11,150,94,0,0,0,0,56,0,0,0,0,0,0,0,12,12,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001120,080,54,003,08000US540039338899999971202,"Census Tract 9712.02, Remainder of Valley district, Valley district, Berkeley County, West Virginia",2482,2049,357,325,0,0,0,0,32,953,890,0,0,0,0,63,527,462,0,0,0,0,65,73,73,0,0,0,0,0,139,139,0,0,0,0,0,433,89,55,0,0,0,0,34,101,50,0,0,0,0,51,185,122,0,0,0,0,63,33,33,0,0,0,0,0,25,25,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001121,080,54,003,08000US540039338899999971800,"Census Tract 9718 (part), Remainder of Valley district, Valley district, Berkeley County, West Virginia",3153,2675,486,441,0,0,0,0,45,1192,930,0,0,0,0,262,629,539,0,0,0,0,90,173,173,0,0,0,0,0,195,195,0,0,0,0,0,478,41,21,0,0,0,0,20,122,14,0,0,0,0,108,232,108,0,0,0,0,124,9,9,0,0,0,0,0,74,22,41,11,0,0,0
ACSSF,2011e5,wv,000,0107,0001122,080,54,003,08000US540039338899999971900,"Census Tract 9719 (part), Remainder of Valley district, Valley district, Berkeley County, West Virginia",1516,1263,346,346,0,0,0,0,0,370,198,0,0,0,0,172,328,300,0,0,0,0,28,49,49,0,0,0,0,0,170,170,0,0,0,0,0,253,83,21,33,29,0,0,0,48,7,0,0,0,0,41,59,47,12,0,0,0,0,0,0,0,0,0,0,0,63,52,0,11,0,0,0
ACSSF,2011e5,wv,000,0107,0001123,080,54,003,08000US540039338899999972102,"Census Tract 9721.02 (part), Remainder of Valley district, Valley district, Berkeley County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001124,080,54,005,08000US540059076217380958501,"Census Tract 9585.01 (part), Comfort CDP, District 1, Boone County, West Virginia",15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001125,080,54,005,08000US540059076217380958600,"Census Tract 9586 (part), Comfort CDP, District 1, Boone County, West Virginia",131,110,0,0,0,0,0,0,0,13,0,0,0,0,0,13,19,19,0,0,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,12,0,12,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001126,080,54,005,08000US540059076266484958501,"Census Tract 9585.01 (part), Racine CDP, District 1, Boone County, West Virginia",100,85,12,0,0,0,0,0,12,23,0,0,0,0,0,23,50,34,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001127,080,54,005,08000US540059076266484958600,"Census Tract 9586 (part), Racine CDP, District 1, Boone County, West Virginia",9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001128,080,54,005,08000US540059076278964958501,"Census Tract 9585.01 (part), Sylvester town, District 1, Boone County, West Virginia",133,117,20,0,0,0,0,0,20,18,0,0,0,0,0,18,8,6,0,0,0,0,2,71,71,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,5,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001129,080,54,005,08000US540059076278964958600,"Census Tract 9586 (part), Sylvester town, District 1, Boone County, West Virginia",47,29,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,10,10,0,0,0,0,0,18,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001130,080,54,005,08000US540059076286836958501,"Census Tract 9585.01 (part), Whitesville town, District 1, Boone County, West Virginia",181,110,0,0,0,0,0,0,0,5,5,0,0,0,0,0,18,18,0,0,0,0,0,27,21,6,0,0,0,0,60,60,0,0,0,0,0,71,6,0,0,0,0,0,6,35,4,11,10,5,5,0,17,12,0,5,0,0,0,12,8,4,0,0,0,0,1,1,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001131,080,54,005,08000US540059076286836958600,"Census Tract 9586 (part), Whitesville town, District 1, Boone County, West Virginia",77,37,0,0,0,0,0,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,14,18,18,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,8,2,0,0,0,0,6,9,0,0,0,0,0,9,5,5,0,0,0,0,0,18,18,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001132,080,54,005,08000US540059076299999958200,"Census Tract 9582 (part), District Remainder of 1, District 1, Boone County, West Virginia",1089,945,60,27,0,0,0,0,33,283,141,0,0,0,0,142,250,130,0,0,0,0,120,169,167,0,0,0,0,2,183,183,0,0,0,0,0,144,0,0,0,0,0,0,0,80,37,0,0,0,0,43,13,7,0,0,0,0,6,0,0,0,0,0,0,0,51,51,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001133,080,54,005,08000US540059076299999958501,"Census Tract 9585.01 (part), District Remainder of 1, District 1, Boone County, West Virginia",911,778,127,40,0,0,0,0,87,237,72,0,0,0,0,165,229,153,0,0,0,0,76,121,121,0,0,0,0,0,64,64,0,0,0,0,0,133,0,0,0,0,0,0,0,28,28,0,0,0,0,0,90,22,0,19,0,0,49,15,0,0,0,0,0,15,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001134,080,54,005,08000US540059076299999958502,"Census Tract 9585.02 (part), District Remainder of 1, District 1, Boone County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001135,080,54,005,08000US540059076299999958600,"Census Tract 9586 (part), District Remainder of 1, District 1, Boone County, West Virginia",677,597,121,36,0,0,0,0,85,95,34,0,0,0,0,61,174,88,6,0,0,0,80,136,136,0,0,0,0,0,71,71,0,0,0,0,0,80,0,0,0,0,0,0,0,5,5,0,0,0,0,0,48,12,7,7,0,0,22,17,17,0,0,0,0,0,10,10,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001136,080,54,005,08000US540059079633580958800,"Census Tract 9588 (part), Greenview CDP, District 2, Boone County, West Virginia",149,56,0,0,0,0,0,0,0,34,26,0,0,0,0,8,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,93,8,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001137,080,54,005,08000US540059079650524958502,"Census Tract 9585.02 (part), Madison city (part), District 2, Boone County, West Virginia",137,59,0,0,0,0,0,0,0,24,9,0,0,0,0,15,21,21,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,78,34,0,0,0,0,0,34,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001138,080,54,005,08000US540059079650524958800,"Census Tract 9588 (part), Madison city (part), District 2, Boone County, West Virginia",39,24,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,14,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001139,080,54,005,08000US540059079681484958502,"Census Tract 9585.02 (part), Twilight CDP, District 2, Boone County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001140,080,54,005,08000US540059079681484958700,"Census Tract 9587 (part), Twilight CDP, District 2, Boone County, West Virginia",27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001141,080,54,005,08000US540059079682852958502,"Census Tract 9585.02 (part), Van CDP, District 2, Boone County, West Virginia",20,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001142,080,54,005,08000US540059079682852958700,"Census Tract 9587 (part), Van CDP, District 2, Boone County, West Virginia",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001143,080,54,005,08000US540059079682852958800,"Census Tract 9588 (part), Van CDP, District 2, Boone County, West Virginia",40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001144,080,54,005,08000US540059079699999958300,"Census Tract 9583 (part), District Remainder of 2, District 2, Boone County, West Virginia",623,525,31,31,0,0,0,0,0,174,98,0,0,0,0,76,145,101,0,0,0,0,44,139,139,0,0,0,0,0,36,36,0,0,0,0,0,98,31,0,0,0,0,0,31,39,15,0,0,0,0,24,20,9,0,0,0,0,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001145,080,54,005,08000US540059079699999958502,"Census Tract 9585.02 (part), District Remainder of 2, District 2, Boone County, West Virginia",213,173,16,16,0,0,0,0,0,50,15,0,0,0,0,35,69,33,0,0,0,0,36,20,20,0,0,0,0,0,18,18,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001146,080,54,005,08000US540059079699999958700,"Census Tract 9587 (part), District Remainder of 2, District 2, Boone County, West Virginia",709,512,11,11,0,0,0,0,0,87,74,0,0,0,0,13,43,32,0,0,0,0,11,199,199,0,0,0,0,0,172,172,0,0,0,0,0,197,12,0,0,0,0,0,12,89,0,0,0,0,0,89,27,27,0,0,0,0,0,55,55,0,0,0,0,0,14,14,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001147,080,54,005,08000US540059079699999958800,"Census Tract 9588 (part), District Remainder of 2, District 2, Boone County, West Virginia",654,524,51,14,0,0,0,0,37,210,141,0,0,0,0,69,105,77,0,0,0,0,28,61,61,0,0,0,0,0,97,97,0,0,0,0,0,130,27,0,0,27,0,0,0,92,12,0,0,0,0,80,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001148,080,54,005,08000US540059083220212958200,"Census Tract 9582 (part), Danville town, District 3, Boone County, West Virginia",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001149,080,54,005,08000US540059083220212958300,"Census Tract 9583 (part), Danville town, District 3, Boone County, West Virginia",189,13,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,7,0,0,7,0,0,0,120,0,0,0,0,120,0,39,0,0,0,0,14,25,10,0,10,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001150,080,54,005,08000US540059083220212958400,"Census Tract 9584 (part), Danville town, District 3, Boone County, West Virginia",100,48,4,4,0,0,0,0,0,13,13,0,0,0,0,0,7,3,0,0,0,0,4,2,2,0,0,0,0,0,22,22,0,0,0,0,0,52,0,0,0,0,0,0,0,22,0,11,0,0,0,11,17,0,8,0,0,0,9,5,5,0,0,0,0,0,8,8,0,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001151,080,54,005,08000US540059083220212958502,"Census Tract 9585.02 (part), Danville town, District 3, Boone County, West Virginia",189,102,2,0,0,0,0,0,2,45,9,0,5,0,0,31,0,0,0,0,0,0,0,29,29,0,0,0,0,0,26,26,0,0,0,0,0,87,16,10,0,0,0,0,6,11,0,0,11,0,0,0,7,3,0,0,0,0,4,22,22,0,0,0,0,0,31,21,10,0,0,0,0
ACSSF,2011e5,wv,000,0107,0001152,080,54,005,08000US540059083250524958400,"Census Tract 9584 (part), Madison city (part), District 3, Boone County, West Virginia",499,428,9,4,0,0,0,0,5,182,148,0,0,0,0,34,155,120,0,0,0,0,35,52,52,0,0,0,0,0,30,30,0,0,0,0,0,71,10,5,0,0,0,0,5,24,24,0,0,0,0,0,22,6,0,0,0,0,16,15,9,6,0,0,0,0,0,0,0,0,0,0,0
